5,14.357,61.98706,Unknown,[M-H]-,,0.125,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,14.06,201110_Std_4uMStdsMix1InH2O_50neg2,61.98706:13538316 62.99041:6377163 63.99377:213987,55.12394:8556 59.39948:8337 60.99195:46378 61.8614:49493 61.95047:10955 61.95188:10203 61.98714:27339058 61.99497:3218399 62.01326:11081 62.02307:13363,-2,-2,-2,-2,-2,380,-2,-2
6,15.659,61.98706,Unknown,[M-C6H10O4-H]-,adduct linked to 835_[M+Hac-H]-,0.125,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,18.37,201110_Std_4uMStdsMix1InH2O_50neg2,61.98706:14707764 62.99041:5987054 63.99377:293656,51.7759:10314 53.59222:9271 57.17579:7605 57.48665:9166 60.99195:33875 61.85953:21161 61.86154:51964 61.95072:17751 61.9617:35294 61.98713:35660104 61.99495:3031552 62.01345:16780 62.0227:16448 62.11319:57239,-2,-2,-2,-2,-2,417,-2,-2
7,7.845,61.98708,Unknown,[M-H]-,,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,8.81,201110_Std_4uMStdsMix1InH2O_50neg2,61.98708:13288631 62.99043:5307377 63.99379:337161,,-2,143,-2,-2,-2,146,-2,-2
8,15.058,61.98708,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,10.22,201110_Std_4uMStdsMix1InH2O_50neg2,61.98708:11446628 62.99043:5363790 63.99379:197820,,-2,-2,-2,-2,-2,414,-2,-2
9,8.867,61.99523,Unknown,[M-H]-,,0.125,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,23.04,201110_Std_4uMStdsMix1InH2O_20neg1,61.99523:15369238 62.99858:9739746 64.00194:0,52.33497:16973 56.89601:15990 60.99194:42737 61.94127:16116 61.96105:31341 61.98715:26857786 61.99508:3724350 62.01244:37865 62.0322:18206,185,-2,-2,-2,-2,-2,-2,-2
10,2.094,62.99611,Unknown,[M-H]-,,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,6.73,201110_Std_4uMStdsMix1InH2O_35neg2,62.99612:6376328 63.99947:0 65.00283:0,60.99194:16187 62.8672:3922 62.98425:73160 62.99614:2370660 63.47993:3787,-2,-2,-2,7,2,-2,-2,-2
11,21.556,63.96117,Unknown,[M+K-2H]-,adduct linked to 78_[M+Hac-H]-; adduct linked to 151_[2M+FA-H]-,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,25.6,201110_Std_4uMStdsMix1InH2O_20neg2,63.96117:503709 64.96452:0 65.96788:0,56.90479:2918 63.96119:803724 63.99131:153007 64.00542:77476 64.01802:8208,-2,423,352,-2,-2,-2,510,486
12,21.552,64.00543,Unknown,[M-H]-,adduct linked to 285_[2M-H]-; found in higher mz's MsMs_253; found in higher mz's MsMs_62; found in higher mz's MsMs_53; found in higher mz's MsMs_106,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,698.27,201119_Std_4uMStdsMix1InH2O_100neg2,64.00543:75408 65.00878:8623035 66.01214:4358808,,-2,-2,-2,-2,-2,629,-2,500
13,21.555,65.01328,Unknown,[M-H]-,adduct linked to 163_[M+Cl]-; adduct linked to 194_[M+FA-H]-; adduct linked to 265_[M+Hac-H]-; found in higher mz's MsMs_243; found in higher mz's MsMs_60,0.875,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,123.68,201110_Std_4uMStdsMix1InH2O_50neg1,65.01329:7046500 66.01664:601497 67.02:501648,58.43097:3076 62.07206:3472 64.00548:48723 65.01328:1495170,446,-2,376,428,472,630,511,501
14,21.564,65.99733,Unknown,[M-H]-,found in higher mz's MsMs_63; adduct linked to 168_[M+Cl]-,0.875,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,67.69,201110_Std_4uMStdsMix1InH2O_20neg1,65.99731:3137550 67.00066:113404 68.00402:3134609,56.61374:3621 56.7271:4864 56.78525:4196 61.08212:4044 65.0088:13019 65.85947:7850 65.95707:53519 65.96938:6858 65.99733:6551742 66.00843:1494255 66.01009:94045 66.01653:496526 66.03362:4434,453,-2,377,437,487,642,530,515
15,8.832,66.00852,Unknown,[M-H]-,similar chromatogram in higher mz_356,0.375,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,8.2,201110_Std_4uMStdsMix1InH2O_50neg1,66.00852:295683 67.01187:0 68.01523:669383,,-2,-2,-2,-2,168,-2,217,213
16,21.554,67.02895,Unknown,[M-H]-,adduct linked to 209_[M+FA-H]-,0.875,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,26.28,201110_Std_4uMStdsMix1InH2O_50neg2,67.02895:630422 68.0323:78882 69.03566:0,,447,-2,365,423,473,618,512,516
17,4.091,67.02895,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,3.03,201110_Std_4uMStdsMix1InH2O_35neg1,67.02895:49396 68.0323:0 69.03566:0,,-2,-2,103,-2,-2,-2,-2,-2
18,9.361,67.02903,Unknown,[M-H]-,adduct linked to 210_[M+FA-H]-; found in higher mz's MsMs_266,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,3.13,201110_Std_4uMStdsMix1InH2O_35neg2,67.02903:64697 68.03238:0 69.03574:0,,-2,-2,-2,222,-2,170,-2,-2
19,21.561,68.01295,Unknown,[M-H]-,found in higher mz's MsMs_209; adduct linked to 212_[M+FA-H]-,0.625,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,54.45,201110_Std_4uMStdsMix1InH2O_20neg1,68.01298:2995144 69.01633:2942311 70.01969:0,50.00238:1307314 65.99732:76867 68.00156:15054 68.01296:2252903 68.02402:21139,454,-2,-2,439,-2,631,531,517
20,13.817,68.99444,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,823.47,201110_Std_4uMStdsMix1InH2O_20neg1,68.99444:41173 69.99779:0 71.00115:0,,369,-2,-2,-2,-2,-2,-2,-2
21,14.77,68.99448,Unknown,[M-H]-,adduct linked to 284_[M+Hac-H]-,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,420.13,201110_Std_4uMStdsMix1InH2O_50neg2,68.99448:80017 69.99783:0 71.00119:0,,371,-2,-2,-2,-2,418,-2,-2
22,20.113,68.99454,Unknown,[M-H]-,found in higher mz's MsMs_204,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,7.08,201119_Std_4uMStdsMix1InH2O_100neg1,68.99454:44630 69.99789:0 71.00125:0,,-2,-2,-2,-2,-2,-2,437,-2
23,9.614,69.00818,Unknown,[M-H]-,,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,4.31,201110_Std_4uMStdsMix1InH2O_50neg1,69.00818:73839 70.01153:0 71.01489:0,,-2,-2,-2,-2,222,-2,-2,214
24,21.559,69.0082,Unknown,[M+Cl]-,adduct linked to 54_[M+FA-H]-; found in higher mz's MsMs_209; found in higher mz's MsMs_74,0.625,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,164.29,201110_Std_4uMStdsMix1InH2O_50neg2,69.0082:3170251 70.01155:0 71.01491:481860,,455,-2,-2,-2,488,643,532,507
25,21.584,71.0126,Unknown,[M-H]-,,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,13.59,201110_Std_4uMStdsMix1InH2O_20neg2,71.0126:329348 72.01595:1325672 73.01931:25518566,,468,427,-2,-2,-2,-2,-2,-2
26,11.795,71.01261,Unknown,[M-H]-,found in higher mz's MsMs_219,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,16.78,201110_Std_4uMStdsMix1InH2O_35neg1,71.01263:296480 72.01598:60748 73.01934:230388,51.1759:3013 62.8034:3042 68.02584:3652 70.77608:3163,-2,280,255,-2,-2,-2,-2,-2
27,4.893,71.01266,Unknown,[M-H]-,,0.375,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,5.52,201119_Std_4uMStdsMix1InH2O_100neg2,71.01266:88035 72.01601:0 73.01937:178105,,-2,-2,189,36,-2,-2,-2,4
28,21.583,72.00788,Unknown,[M-H]-,,0.625,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,73.18,201110_Std_4uMStdsMix1InH2O_20neg1,72.00792:1139119 73.01127:36493548 74.01463:24162952,71.13662:3891 71.68582:3132 72.00789:329295 72.03168:22779,467,-2,378,448,-2,653,545,-2
29,20.232,72.99188,Unknown,[M+Cl]-,adduct linked to 133_[M+Hac-H]-,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,37.88,201110_Std_4uMStdsMix1InH2O_20neg2,72.99188:819394 73.99523:78519 74.99859:2180604,56.01291:44784 57.99219:210266 62.03321:14919 72.99182:97253 73.01566:1661520,-2,428,-2,363,-2,-2,-2,-2
30,13.469,72.99189,Unknown,[M-H2O-H]-,adduct linked to 205_[M+Na-2H]-; found in higher mz's MsMs_417,0.5,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,15.19,201110_Std_4uMStdsMix1InH2O_50neg2,72.99189:478599 73.99524:0 74.9986:5466064,,-2,340,-2,352,-2,419,246,-2
31,8.561,72.99189,Unknown,[M-H2O-H]-,adduct linked to 206_[M-H]-,0.875,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,12.24,201110_Std_4uMStdsMix1InH2O_35neg1,72.99193:235431 73.99528:0 74.99864:2601791,56.21622:3378 64.55236:3439 66.68844:3138 69.94501:3353 72.99184:13213 73.02827:54361,158,155,151,155,-2,147,218,196
32,21.582,73.01574,Unknown,[M+Na-2H]-,adduct linked to 82_[M+Cl]-,0.625,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,1601.98,201110_Std_4uMStdsMix1InH2O_20neg1,73.01574:34993124 74.01909:20057552 75.02245:2174764,51.01831:10295 53.88968:12819 54.74708:9103 56.01294:21145 57.99221:121302 59.0126:14933 59.11494:9179 59.98412:11554 61.70749:9414 63.2541:10351 64.45219:9367 64.53285:9304 68.48194:9981 69.58891:8783 72.99187:97520 73.01571:973415 73.02828:77982 73.03954:18401,471,-2,367,-2,-2,654,541,518
33,11.223,73.02825,Unknown,[M-H]-,found in higher mz's MsMs_232,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,11.04,201110_Std_4uMStdsMix1InH2O_20neg2,73.02825:403870 74.0316:207241 75.03496:0,52.26041:3170 52.91343:2944 53.83071:3027 63.86713:3038 64.66217:3304 72.99184:12455,-2,258,237,257,-2,276,-2,-2
34,2.792,73.0283,Unknown,[M-H]-,,0.125,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,12.33,201119_Std_4uMStdsMix1InH2O_100neg1,73.0283:336382 74.03165:456541 75.03501:0,55.07034:3449 55.40059:2985,-2,-2,-2,-2,-2,-2,112,-2
35,10.069,74.02355,Unknown,[M-H]-,found in higher mz's MsMs_225; adduct linked to 121_[M+Na-2H]-,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,36.95,201110_Std_4uMStdsMix1InH2O_50neg1,74.02351:633635 75.02686:203873 76.03022:0,53.59005:3559 55.18658:3202 57.99219:55710 58.66405:3058 59.89033:2974 59.98402:7470 74.02125:3922 74.02352:68287 74.10315:3422,-2,-2,-2,-2,375,382,141,121
36,21.583,74.02355,Unknown,[M-H]-,adduct linked to 243_[M-H]-,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,915,201110_Std_4uMStdsMix1InH2O_20neg1,74.02355:22989692 75.0269:803572 76.03026:100166,50.31526:12512 57.99221:5003752 58.00476:250041 59.01259:149504 59.98406:480756 59.98581:16160 63.95335:11373 67.60763:10572 74.00246:50487,469,-2,-2,-2,-2,655,546,519
37,2.695,74.02356,Unknown,[M-H2O-H]-,found in higher mz's MsMs_373; found in higher mz's MsMs_899; similar chromatogram in higher mz_83; similar chromatogram in higher mz_73; similar chromatogram in higher mz_157; similar chromatogram in higher mz_233; adduct linked to 547_[2M-H]-; similar chromatogram in higher mz_1004,1,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,73.74,201110_Std_4uMStdsMix1InH2O_20neg1,74.02355:883120 75.0269:0 76.03026:0,52.7692:3601 57.99221:20361 64.61938:3050 68.23998:3966,66,67,65,63,79,53,80,57
38,20.387,74.99257,Unknown,[M-H]-,,0.375,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,22.93,201110_Std_4uMStdsMix1InH2O_50neg1,74.99261:562200 75.99596:589484 76.99932:1056858,57.76827:3140 57.99217:5629 59.96598:5743 62.23871:3432 72.9919:10663 74.99259:448675 75.00754:252284,-2,376,-2,-2,426,-2,450,-2
39,21.48,75.00751,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,15.13,201110_Std_4uMStdsMix1InH2O_50neg2,75.00751:3383597 76.01086:189171 77.01422:0,,-2,-2,-2,-2,-2,575,-2,-2
40,15.674,75.00752,Unknown,[M-H2O-H]-,adduct linked to 417_[M+Hac-H]-,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,10.98,201110_Std_4uMStdsMix1InH2O_50neg2,75.00752:3846548 76.01087:50990 77.01423:0,,-2,-2,-2,-2,-2,490,-2,-2
41,21.554,76.00282,Unknown,[M+Na-2H]-,adduct linked to 215_[M+Hac-H]-,0.375,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,25.37,201110_Std_4uMStdsMix1InH2O_50neg2,76.00282:806391 77.00617:319702 78.00953:0,55.06828:3741 57.99219:252112 59.98401:13755 59.99641:22312 67.69258:3692 76.0028:79823 76.01082:23040 76.02774:15990,-2,-2,-2,-2,-2,605,513,508
42,21.539,76.81223,Unknown,[M-H]-,,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,40.97,201110_Std_4uMStdsMix1InH2O_50neg1,76.81223:173789 77.81558:0 78.81894:0,,-2,-2,-2,-2,474,619,-2,-2
43,21.529,76.92372,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,7.82,201110_Std_4uMStdsMix1InH2O_50neg2,76.92372:34638 77.92707:0 78.93043:165200,,-2,-2,-2,-2,-2,606,-2,-2
44,21.551,76.95069,Unknown,[M+K-2H]-,adduct linked to 53_[2M-H]-,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,45.5,201110_Std_4uMStdsMix1InH2O_20neg1,76.95069:185816 77.95404:0 78.9574:0,,456,-2,-2,-2,-2,-2,-2,-2
45,21.545,76.98681,Unknown,[M+K-2H]-,adduct linked to 74_[M+FA-H]-,1,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,2302.51,201110_Std_4uMStdsMix1InH2O_20neg1,76.98681:158099968 77.99016:1565470 78.99352:1327231,51.10688:119829 52.34289:134743 52.84448:117905 53.12123:118723 59.98405:111892064 60.00834:144642 63.20057:141752 65.72907:116265 73.77203:153066 74.01958:117908 76.98683:4875450,448,418,348,429,475,632,498,473
46,21.549,77.0219,Unknown,[M-H]-,,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,13.72,201110_Std_4uMStdsMix1InH2O_50neg1,77.0219:80852 78.02525:121471 79.02861:322744,,-2,-2,-2,-2,489,-2,499,-2
47,21.539,77.16204,Unknown,[M-H]-,,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,1479.83,201110_Std_4uMStdsMix1InH2O_50neg1,77.16204:182916 78.16539:0 79.16875:0,,-2,-2,-2,-2,476,620,-2,-2
48,21.564,78.02113,Unknown,[M-H]-,,0.5,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,32.6,201119_Std_4uMStdsMix1InH2O_100neg1,78.02113:148962 79.02448:308295 80.02784:0,,-2,-2,-2,449,482,634,540,-2
49,21.577,78.91765,Unknown,[M-H]-,,0.375,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,52.68,201110_Std_4uMStdsMix1InH2O_50neg1,78.91765:218607 79.921:0 80.92436:247304,,-2,-2,-2,-2,491,659,514,-2
50,5.991,78.91769,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,9.44,201110_Std_4uMStdsMix1InH2O_20neg2,78.91769:71534 79.92104:0 80.9244:102287,,-2,114,-2,-2,-2,-2,-2,-2
51,13.243,78.95781,Unknown,[M-H]-,found in higher mz's MsMs_473,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,18.61,201110_Std_4uMStdsMix1InH2O_20neg2,78.95782:357729 79.96117:0 80.96453:247516,52.29102:3748 57.03585:3541 58.74051:3583 58.75424:3747 60.48997:3959 62.96274:4497 63.96122:12831 64.00546:9950 66.66808:4369 67.49847:4639 71.26907:4516 74.52847:3954 76.96866:5430 77.01328:4385 78.91765:33496 78.95781:1664958 78.96552:95431 78.97299:15117 79.02892:15047,-2,325,-2,335,357,363,-2,-2
52,12.918,78.95786,Unknown,[M-H]-,found in higher mz's MsMs_473,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,20.38,201119_Std_4uMStdsMix1InH2O_100neg1,78.95786:584269 79.96121:0 80.96457:192443,50.41357:3214 59.96602:5114 61.96287:20332 62.96289:40707 64.69976:3193 75.96087:4632 76.96889:3945 77.95786:31471 78.23022:3213 78.91768:41380 78.95784:1627034 78.96554:100795 78.97301:10544,-2,310,-2,318,-2,-2,414,416
53,21.547,78.99108,Unknown,[2M-H]-,adduct linked to 44_[M+K-2H]-; found in higher mz's MsMs_54,1,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,94.12,201110_Std_4uMStdsMix1InH2O_20neg1,78.99108:1557644 79.99443:1552804 80.99779:0,50.00232:8078 57.009:3872 58.35378:3782 59.98405:225495 60.8394:3551 61.9883:718264 63.96122:9163 64.00546:97014 77.01329:47998 78.91768:807550 78.99107:43410 79.01637:11148 79.02895:297145,441,420,350,431,478,644,505,487
54,21.554,79.02895,Unknown,[M+FA-H]-,adduct linked to 24_[M+Cl]-,0.875,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,54.21,201119_Std_4uMStdsMix1InH2O_100neg1,79.02898:290825 80.03233:0 81.03569:686237,50.00237:10164 50.90969:3076 55.07051:3431 59.38678:4219 59.984:34712 61.98827:106197 62.60133:4064 63.03834:3716 64.00544:154942 64.83268:4233 77.01333:28546 78.91765:421132 79.02896:87714 79.03149:7058,457,-2,379,424,468,621,533,502
55,2.673,79.93842,Unknown,[M-H]-,similar chromatogram in higher mz_680; found in higher mz's MsMs_680; similar chromatogram in higher mz_897; similar chromatogram in higher mz_269,1,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,579.1,201119_Std_4uMStdsMix1InH2O_100neg1,79.93842:289508 80.94177:0 81.94513:0,,60,64,58,58,65,54,58,42
56,21.578,80.00042,Unknown,[M-H]-,,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,400.69,201119_Std_4uMStdsMix1InH2O_100neg1,80.00037:1036053 81.00372:76696 82.00708:223141,53.89698:3773 54.33601:3192 54.6391:3107 65.00878:4933 79.08534:3798 79.95615:93697 80.00046:29977,-2,-2,-2,-2,-2,-2,544,509
57,11.558,80.01053,Unknown,[M-H2O-H]-,adduct linked to 139_[M-H]-,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,11.17,201110_Std_4uMStdsMix1InH2O_50neg2,80.01053:290283 81.01388:0 82.01724:0,,173,-2,-2,-2,-2,383,-2,-2
58,5.984,80.91563,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,28.67,201110_Std_4uMStdsMix1InH2O_20neg2,80.91563:101951 81.91898:0 82.92234:0,,-2,113,-2,-2,-2,-2,-2,-2
59,21.558,80.91563,Unknown,[M-H]-,found in higher mz's MsMs_60,0.375,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,34.6,201110_Std_4uMStdsMix1InH2O_35neg2,80.91563:236626 81.91898:0 82.92234:0,,-2,-2,-2,444,-2,-2,506,488
60,21.574,81.04463,Unknown,[M+K-2H]-,adduct linked to 255_[M+Br]-,0.375,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,18.38,201119_Std_4uMStdsMix1InH2O_100neg2,81.04463:773253 82.04798:332111 83.05134:0,50.16566:4064 51.19901:4133 53.32977:3309 56.30524:4500 56.69334:3200 57.45465:3445 60.93:3144 61.54486:3132 63.09185:3132 64.0181:29858 65.01329:212385 72.01333:3576 80.91564:464219 80.96397:53407 81.04461:56567,-2,-2,358,-2,-2,-2,547,510
61,2.589,81.93428,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,11.32,201119_Std_4uMStdsMix1InH2O_100neg2,81.93428:30549 82.93763:0 83.94099:0,,-2,-2,-2,-2,-2,-2,-2,40
62,21.558,82.02864,Unknown,[M-H]-,,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,11.17,201119_Std_4uMStdsMix1InH2O_100neg2,82.02864:927308 83.03199:2020474 84.03535:164770,56.17601:3067 57.90744:3581 59.31439:4468 64.01797:8622 65.99729:29975 66.00852:71378 66.01659:3688 67.29492:3982 73.43336:3146 82.02863:22457 82.03986:23124,-2,-2,-2,-2,-2,-2,534,489
