,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Class,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File type,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
44,14.94,75.00756,Unknown,[M-H2O-H]-,found in higher mz's MsMs_111; adduct linked to 493_[M+Hac-H]-,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,10.39,201110_Std_4uMStdsMix2InH2O_50neg1,75.00754:3456043 76.01089:90303 77.01425:0,59.96612:8134 67.58943:3991 72.99194:7771 74.99258:283413 75.00754:179164,-2,-2,-2,-2,665,722,-2,-2
45,4.936,76.00277,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,2.67,201110_Std_4uMStdsMix2InH2O_20neg2,76.00277:93594 77.00612:0 78.00948:0,,-2,254,-2,-2,-2,-2,-2,-2
46,21.554,76.00284,Unknown,[M-H]-,found in higher mz's MsMs_240; found in higher mz's MsMs_233,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,21.44,201110_Std_4uMStdsMix2InH2O_35neg1,76.00282:698849 77.00617:439068 78.00953:0,57.99219:283125 59.9841:17036 59.99642:21990 63.7429:3578 64.22483:3098 69.94003:3393 76.00278:86077 76.01098:15872 76.02788:12383,-2,-2,716,-2,-2,918,854,755
47,21.548,76.81224,Unknown,[M-H]-,,0.75,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,403.33,201110_Std_4uMStdsMix2InH2O_50neg2,76.81224:215342 77.81559:0 78.81895:0,,622,-2,711,659,760,942,-2,724
48,21.546,76.98679,Unknown,[M+Cl]-,adduct linked to 79_[2M-H]-,1,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,2119.33,201110_Std_4uMStdsMix2InH2O_35neg2,76.98679:134414496 77.99014:1117697 78.9935:1230430,50.19745:90913 54.22533:89157 59.42586:79584 59.86416:97231 59.98402:64280376 60.00891:115357 60.10415:87455 73.85571:85686 76.9868:2661942,623,665,717,666,761,919,860,721
49,21.58,77.0132,Unknown,[M-H]-,,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,11.48,201110_Std_4uMStdsMix2InH2O_20neg2,77.0132:68141 78.01655:189964 79.01991:478157,,637,686,-2,-2,-2,-2,-2,-2
50,21.564,77.02188,Unknown,[M-H]-,found in higher mz's MsMs_58,0.375,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,36.42,201110_Std_4uMStdsMix2InH2O_50neg1,77.02188:302516 78.02523:98066 79.02859:521693,,-2,-2,723,-2,788,-2,855,-2
51,21.541,77.162,Unknown,[2M-H]-,adduct linked to 271_[M+Br]-,0.625,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,40.99,201110_Std_4uMStdsMix2InH2O_35neg2,77.162:211796 78.16535:0 79.16871:0,,624,-2,712,660,762,-2,-2,725
52,21.578,78.0211,Unknown,[M-H]-,,0.125,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,46.5,201119_Std_4uMStdsMix2InH2O_100neg2,78.0211:160207 79.02445:527309 80.02781:93731,,-2,-2,-2,-2,-2,-2,-2,756
53,2.721,78.03367,Unknown,[M-H]-,found in higher mz's MsMs_291; similar chromatogram in higher mz_652; adduct linked to 719_[2M+FA-H]-; similar chromatogram in higher mz_486,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,,FALSE,FALSE,null,null,null,null,null,null,null,23.36,201119_Std_4uMStdsMix2InH2O_100neg1,78.03367:83394 79.03702:0 80.04038:0,,-2,-2,-2,-2,-2,-2,200,203
