																															Class	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA
																															File type	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	NA	NA
311	7.439	153.07707	"Ingalls_L-Methionine, D3"	[M+DMSO+H]+	adduct linked to 334_[M+IsoProp+Na+H]+; adduct linked to 224_[M+H]+	0.952	True	8.29	153.0722					430	True	True	True		False	False	null	null	85.7	100	89.2	78.9	52.4	79.37	180821_Poo_Day1Poo_DDApos20	153.07729:656839 154.08064:34862 155.084:38418	51.97734:1781 52.9515:1614 56.0503:42283 60.73751:1718 64.03025:14786 64.52852:1481 68.36607:1894 68.53934:1517 74.02424:2711 74.06084:4490 74.23921:2078 76.0764:4482 76.94639:1813 77.07975:4084 84.18854:1906 90.04576:3884 93.07035:2662 97.08456:2374 102.05552:23226 103.23277:1635 103.70747:1645 103.90218:1496 107.07217:113953 108.07549:1992 111.09219:5865 119.06763:1785 125.0714:6349 125.07891:2176 125.10751:3322 130.0172:2157 134.06044:1654 136.05086:79296 137.10759:1996 139.54404:2003 152.04738:4089 152.05652:4829 152.07079:71668 152.08162:3007 152.10768:1749 152.11838:4778 152.14352:6277 153.07411:27940 153.09169:3665 153.1024:78031 153.11359:3775 153.13882:65430 153.14589:2357	48584032	12491192	10901682	18783776	16952056	20452004	32115696	21312806	16125617	20226052	20440332	29864106	15432383	12414626	11964711	11912411	11641836	9521633	10724292	11822463	15514026	16046466	13634198	5393172	348262	5792158	12021034	12944664	17750670	19931180	32695836	33718276	20656830	15796416	20601034	18366852	37523488	44971616	15381265	20125828	26010712	26015714	17785890	40665016	28049434	20802566	23271166	17492366	22549250	44949996	19080788	20077170	26999602	18731040	19724416	21374466	44581352	38000784	19457588	20657874	21084996	24430062	21306408	17589708	19822574	23794408	19800832	20471048	42405332	46580248	15809811	21486810	20694186	39931672	46504108	69680664	46902692	47755460	19620394	43352488	19463380	44971088	19480654	39594800	21635630	20548872	36789192	41136936	36983168	13945764	45152876	19028562	41523868	40875272	21513210	26031032	14995314	35428728	20659202	18650496	22019728	26564916	19536820	23584806	17388748	25509402	24647026	38329884	41845640	27079304	17255068	38177336	21610592	20224440	22470914	20249538	26544766	16732509	26515426	18518380	21305058	22902920	15940307	44439164	37336908	44316316	23292972	20454882	20311864	36973924	16031409	37173	166180	350007	24328110	22556730	13801136	268414	122898	1338146	27712794	33484598	14916201	23953550	27245138	11330280	23741975.5748341	12053118.9896811
312	10.628	153.07709	Unknown	[M+H]+		0.336	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.24	180821_Poo_Day1Poo_DDApos35-2	153.09001:198367 154.09336:15376 155.09672:96478	52.56937:1561 53.89347:1677 64.11104:1797 79.02158:3985 82.79597:1447 100.18115:1539 107.94681:1511 125.07115:1795 135.14467:1538 136.08669:3541 148.58058:1876 153.10205:6774 153.11311:5601 153.13811:2369	965474	619239	246934	976755	129235	47181	4217271	145340	38257	95731	29277	1657700	2382646	349908	370633	387809	97115	94661	44475	9278	41368	12075	7633	363302	818310	401164	167725	141613	10781	5729	3072965	2019391	37058	134627	24717	296490	14881065	9961493	188532	1880965	13270	30243	147570	3313784	59308	37916	38385	62820	15241	1603347	68541	328148	5871081	1686848	1090219	12759	6942392	7529642	320205	21136	2116300	4209350	44736	253142	20044	2122297	147842	28968	4958496	21436	109227	7213626	207046	10342110	2350560	284437	12470753	3750638	84243	2646129	18506	1582035	22153	6454038	34403	130450	36177	7230	114116	105641	15301078	2443289	63811	57149	86731	10846932	83086	3955116	8473	168259	86731	1817332	25724	42967	79721	14311	18731	2305029	7870775	40815	17688	86941	53751	101493	7928	7090	2082634	102668	16562	120137	13994	30580	214546	106418	76125	25988	1118173	31454	729863	99042	89802	303039	214536	229394	261047	1141747	3427120	728088	58155	400030	120598	1243406	27999196	61800	1051302	26446784	1730041.67912899	4131706.2862049
313	5.393	154.05315	Unknown	[M+H]+	adduct linked to 428_[M+Na]+	0.918	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	97.86	180821_Poo_Day1Poo_DDApos20	154.05333:749232 155.05668:30820 156.06004:40148	58.06593:3846 62.09659:1813 65.70705:1403 66.28604:1368 68.47816:1464 71.59573:1598 73.08929:3589 78.2634:1695 80.90096:1504 81.26297:1884 95.08636:1496 103.23359:1781 111.09194:4825 112.07576:2184 115.55737:1880 121.5156:1479 125.07128:6358 125.07911:2703 137.10754:10688 153.07378:15252 153.10237:86147 153.13879:58228 153.14531:1826 154.05338:237319 154.08646:7148 154.09897:3015 154.10579:10931 154.12277:2182 154.13426:5478 154.14218:6425 154.15903:2892	97443	154271	27599	574568	95053	197541	337992	13063973	11247013	11776422	10344881	15215773	15611716	9289002	9272568	9256370	7257680	6300262	6138460	5523186	7853058	8135646	11373226	10322098	5730354	9968165	19703232	15025772	13898214	13178956	18720778	18754472	17565538	21297074	13368847	11827119	19433944	13893413	3737827	6566697	6589324	7987793	11882565	19929012	10030110	16166685	11098639	8195011	5110039	10422829	14047422	12963314	10652985	14223813	26404232	22114574	10921192	10640243	9603083	8357430	7887862	11703350	9966872	12768250	16134977	7507341	7877196	6853745	14543631	12829717	14721013	7894906	12665177	18976348	11080774	8265510	10996196	12995065	14433481	21307612	10823382	19752136	13207039	9286866	6839315	7006456	10538606	16651485	20207280	13345655	18584592	10649193	6516874	6715250	6612510	7579526	20761352	16706979	19823504	16185711	16137952	3244514	6150417	4490968	19364708	18434000	18188208	22683184	30038940	16140317	5783619	5463146	4014204	11327513	8925963	10049977	10878544	11501323	12610806	6764682	5981085	4958296	8454277	11401488	20296154	29010768	13554229	21142622	6450736	8971123	8053127	175791	219826	996169	14795635	14435452	17928544	206854	236118	537440	18791072	15599135	22634586	15577682	12889918	17304980	11448461.1393541	6234987.93733718
314	4.111	154.05331	Unknown	[M+ACN+Na]+	adduct linked to 35_[M+H]+	0.384	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.93	180821_Smp_MS13C2DCM_A	154.05331:1636526 155.05666:88794 156.06002:98562		224031	67899	71189	277684	51666	162667	282387	277771	26545	1219261	1294976	1648556	1787012	860982	239709	175970	238609	108704	64773	782946	946642	870701	5684	869997	909090	19723	33950	37703	98866	258415	1040583	748068	18062	89226	259380	220084	1647535	963916	65572	89734	464318	1265378	141683	1283128	652412	106541	267237	104633	126375	3402833	26278	52114	2028172	27680	342980	286610	62549	1004036	3886248	44463	74515	667995	239690	135532	94293	106439	39500	178483	623271	239895	188124	41145	44715	1009265	402114	3776629	1193243	1131631	148515	1180006	50716	1098784	33884	480972	114184	92421	3200670	999164	1334679	7520	1211483	987489	237500	202096	2373283	521502	2832160	4190675	81254	84531	1410044	307588	135218	43888	1195631	1356910	1618237	1431575	2032235	1380037	81463	85863	24100	34046596	213407	168945	926768	107931	810874	48167	65870	154098	3107118	812815	1537426	934984	989779	190232	86800	2561647	55827	330367	133554	106573	153739	1261044	1513292	8889404	2666480	2193244	10046169	7856612	2964183	289550	1710545	1657127	1136820.98331817	3114340.84738348
315	9.283	154.07243	Unknown	[M+ACN+2H]2+	adduct linked to 82_[M-C6H10O5+H]+	0.589	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.49	180821_Smp_MS6C315m_B	154.07243:713326 155.07578:286259 156.07914:146308		421086	143105	140759	581682	76956	307296	242258	2068328	1291139	1257424	773746	1672684	949228	371423	333297	380501	1418701	983019	1041038	625343	1079413	841974	371201	133583	893758	162954	2358607	1608944	1216691	1195522	602061	336531	2459523	2209320	1589962	1951429	2558790	2033467	136972	213852	276718	1313792	1471004	1445969	2093154	4373047	2150884	301501	277386	251779	704603	1124442	1881097	2889694	8891627	3320752	109933	320021	254936	1789099	949595	1720513	2389758	2958823	4447072	214946	308934	178549	795981	1024442	1666600	3115900	2124732	2755625	321654	348198	129006	1409285	1277907	1967461	3026938	3193160	2105632	213455	331277	45112	1729411	1050837	1835108	2121973	3336111	2129358	164651	128706	224199	1494229	1302441	2377028	2286442	2791690	3280756	303315	36667	198865	1920435	2447609	2576477	4318831	2471502	3107045	265074	153910	418185	1800344	811048	1675403	2474677	3862366	2394492	357479	73945	270289	2070705	1086792	4365648	2074756	7168200	3214741	515121	364388	153166	1408657	2673291	2482054	2189300	1888988	1501818	337110	891948	162927	2383428	1950804	1863859	2482706	1545781	1299436	1490151.20106485	1339818.47926561
316	7.258	154.08037	Unknown	[M+K]+	adduct linked to 536_[M+DMSO+H]+	0.425	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.61	180821_Smp_MS8C1DCM_B	154.08037:143757 155.08372:110378 156.08708:27210		329578	237208	321149	2200598	125776	472724	3583116	831279	590630	636454	780779	1763908	1946471	224340	210528	142747	760503	834952	1221527	28984	88041	17932	92211	109360	970988	168655	1419200	870056	1795659	1020351	3116277	3396295	916496	707758	907240	2121427	2662803	1088823	2032646	558436	1451597	1874220	740915	2663761	1857027	1872601	1033263	832579	152315	265042	61713	1383133	1139804	399182	231219	494323	1541644	2783906	694092	466765	710013	1277107	1622021	1905399	1474450	1019524	1066554	487463	1972845	3414189	831653	1817110	1479374	3435306	3776310	5208856	3638557	3804772	1001136	3093498	1509225	1342770	1464104	3980188	481426	377102	2145587	1758010	2628152	1422751	1515554	1493360	320341	3464794	817665	1651120	94387	2373584	103907	974436	661866	2267133	456802	439588	751095	1110569	1134288	2519584	2657380	1532668	242123	3375594	1958870	1800344	1919454	719650	1711628	2122177	1410927	798005	810568	894346	2048579	3269651	2319776	1321334	677940	1468674	1853829	2578683	902359	46008	598664	936125	2263559	1480521	2091873	108711	152190	50763	785642	1331408	2325774	624488	1454910	2441525	1374145.55219927	1034952.3372098
317	8.861	154.1339	Unknown	[M+H]+	adduct linked to 348_[M+Li]+	0.349	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.25	180821_Poo_MesoScopeQC_6	154.1339:107700 155.13725:28033 156.14061:8456		170163	133657	264545	150832	289119	102579	310722	1441876	408452	516062	495896	996784	1209450	305331	128577	462672	1139607	233097	402311	200938	490131	794814	89724	46469	208841	300812	797554	812127	820510	638477	1581857	1820029	545174	669353	238902	1193769	1224563	725061	540769	528877	338924	936373	1827084	1050604	671102	891670	301776	392514	207676	1210625	579404	405602	1570591	236949	470383	432382	880627	929084	1381777	468776	456860	711972	468852	1761730	540924	619296	570154	926788	1020921	1483844	747498	412721	619723	1393491	669758	618724	808045	985902	442287	1147940	432142	1368989	378953	882000	559758	589198	876626	1049481	959122	412605	1078300	591484	732534	537934	449360	631440	330798	1033465	579634	540438	522969	721083	1005351	277148	586542	940039	1009742	882168	1009426	797017	334328	570393	297269	625694	366994	331654	652753	427440	742083	512233	336565	488145	523455	950716	790446	1364952	644690	332854	288548	764982	393288	284279	157718	61105	1786526	1323941	1418986	565308	229812	356889	1436813	1310306	1613106	1620937	1278460	1344106	707639.415908604	423647.055083992
318	7.514	155.05394	Unknown	[M+2H+Na]+	adduct linked to 288_[M+NH4]+	0.336	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.9	180821_Smp_MS8C1DCM_B	155.05394:413151 156.05729:0 157.06065:0		4247430	96850	405175	2390353	96780	1022799	910819	633513	20937	370847	879085	822096	5810	542766	548732	451266	346182	18959	50496	445027	439278	335817	62626	58231	343666	43431	458677	715335	2120792	3538826	3818647	864395	804490	479016	4155519	482252	563755	11346	297310	662961	924616	220248	949811	1279356	236060	773677	2052446	262279	967574	10623	751434	42794	102341	640838	554975	1595816	5394	640712	594264	548929	662621	19835	692992	322391	681584	1183064	375963	576967	6708	4907836	564323	1749933	108956	134016	6791	1104482	34349	227258	47393	50330	657404	5463	45476	469807	863397	17863	257520	12788	320988	302117	4331	643280	4107	300007	757860	57313	352522	30342	772586	611566	821804	1285538	713531	1161329	624840	93600	74444	553973	35067	775605	20221	1197389	809501	731380	789550	566579	143180	54700	133221	29110	803912	782662	31457	124614	1138522	7676	692586	665885	687858	242445	494190	7872	6250	14714	1468591	469316	318096	441497	556083	269976	1309169	947386	7220	739749	909882	4739	626150.094836927	809557.313141748
319	9.04	155.08122	Unknown	[M+DMSO+H]+	adduct linked to 91_[M+CH3OH+H]+	0.925	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1549.72	180821_Poo_Day1Poo_DDApos20	155.08159:16475559 156.08494:1491037 157.0883:143364	51.23221:6238 58.87354:5285 62.27293:6428 65.71474:6387 71.14056:6353 87.01251:5961 95.06115:9355 101.01162:5698 106.54287:6123 109.07647:182484 110.08023:8224 110.08427:105541 111.09217:60423 113.10766:32848 123.76833:6277 137.07149:35915 137.10747:10192 139.10757:6074 154.58453:15000 155.0816:11080464 155.15431:11878 155.58105:15006	300182	57860	260975	80873	1095141	467037	438503	279184384	212598064	292259328	326530656	309353888	311942176	974960	281550688	296185728	145465456	119915040	148805728	163578624	157406816	156222000	247039216	282820448	370927584	302627808	55475952	48008376	54611384	59210248	57218940	57788544	524436192	560895616	498450784	96431144	170584704	112820056	105776712	171622736	153904960	373726848	340453792	559011456	71568224	107370080	392952	260694128	353827	339405056	438977408	469279616	615479552	115289976	159633120	114650064	945801	293703488	5087491	423586048	334332096	565248128	110321928	133156528	133241496	341777344	287448896	267393824	425198976	395220768	532044032	67431168	96173568	119217168	248417488	251373680	330440992	378649216	436581984	457544640	83690520	103276424	73695640	239287632	241410640	228315504	247679920	375342464	628117504	104956600	156205968	120789136	184118512	172145616	2206825	325996512	540017280	448104832	133363400	86318840	100976328	123608240	218283504	173382528	489317408	779232192	884695680	151684464	165826464	193521312	94145288	111385120	103268592	394020704	380200544	395208928	77145752	54081936	99893632	183762080	182752752	220658864	221904080	270149440	672665536	106004936	106039200	92503032	304259424	267364512	235928976	160316	51315	136887	306819808	416442816	387806944	402642	345119	1264960	326170720	435539616	997815	330995552	402842144	358263840	226392466.216503	178662217.349229
320	6.349	155.08148	Unknown	[M+H]+		0.575	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.3	180821_Smp_MS9C2DCM_C	155.08148:197551 156.08483:28964 157.08819:19304		107191	132777	186140	129561	349007	105178	48330	2979460	1790230	1690335	1968088	2056852	1993271	1284771	1333261	1393306	848862	735847	998368	1260258	1220234	1181329	459839	167279	192412	966674	2566996	2159668	1811495	2140414	2047299	2018452	1914703	2731067	1978863	1330899	1339682	1123409	1081690	1225861	1083165	1502372	2872878	2454376	831344	797885	272989	2712609	2202188	3099015	1102024	1316624	1784512	565886	1428081	463670	4044837	3029540	6106366	1674877	2112048	2006474	351312	1782523	650082	4355339	3963641	3112786	2922187	1712132	3290672	557928	817196	788827	3153446	3153638	3660018	1259327	1396092	5346764	321057	3143508	547259	2904322	3068634	2943406	1674998	1947853	4575370	1797309	910881	597893	2437214	2213130	2724296	1727949	4263175	2517128	593455	835832	808042	1410024	1969751	2529838	2348887	2660398	2751984	889937	808925	375357	1184056	381677	743440	1314254	1597851	1558661	334437	831401	1111650	1829569	1396988	1754421	1698374	1143670	2449504	1278832	920726	851228	3789533	3601667	3197935	186130	103487	17769	2433087	2360686	3139728	619083	364405	100433	1838852	3305050	3883190	3099319	2250144	3231600	1746490.9233064	1183568.3758477
321	11.143	155.08719	Unknown	[M+Na]+	adduct linked to 115_[M+H-H2O]+	0.267	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.74	180821_Smp_MS4C115m_C	155.08719:230921 156.09054:30547 157.0939:195967		240000	119335	239761	217205	236467	76907	1261829	555932	154704	563505	99352	744267	974791	122390	321067	32817	666520	129222	329497	120709	820450	439686	5261	7831	254462	35647	88044	82358	50063	110977	671608	766939	707742	258698	213936	442761	3912818	4238020	217145	365226	433145	1019449	2453109	176221	370162	247672	154336	672330	406508	1012145	294808	700947	1806028	421226	327167	84999	2695810	2743528	1855809	644581	556833	1090448	152736	267301	50467	534924	390196	358288	2599480	96135	822149	758220	214511	3450248	999066	933201	3659824	1335986	618176	1082880	146191	522527	75799	2407107	197488	166553	794207	2272479	1739494	23852	2099328	646925	561273	535076	136994	2113054	147740	210845	605170	40393	88373	1245831	440366	281418	584482	1179307	1048069	847457	1024703	198115	94199	508277	166502	211112	282032	171451	517558	180978	135041	253870	42341	421148	204104	71563	416226	74384	287771	203440	403251	130758	483615	146270	515487	544433	1456888	351571	717253	680429	505007	816052	1351738	183164	1211167	1185524	701445	1128885	674811.962773571	796266.325774782
322	10.826	155.98189	Unknown	[M+K]+	similar chromatogram in higher mz_552; adduct linked to 59_[M+H-H2O]+	0.308	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.42	180821_Smp_MS8C1175m_A	155.98189:270397 156.98524:337596 157.9886:70523		788984	1193708	1191005	858106	80111	291939	2761303	0	1932004	819083	996521	4263922	2324407	22349	44357	192081	0	1514863	383099	330683	7385252	925295	97511	94869	44366	128499	2563800	1389120	386750	275498	3513400	2435769	357648	1329089	457975	0	270679	2962609	941329	2355962	3486357	22860	0	4243236	1332048	1621967	387552	440375	280208	1994114	1361251	706816	9107	854954	285518	356886	2509150	3405809	0	135985	280505	138417	524888	0	482164	553022	1328150	461073	1415770	2640898	1412810	23563	705980	1506366	4935859	3351784	4776406	1409216	1663528	2285449	110133	1828645	621996	1211149	1287363	1809297	3635740	5870654	4467820	1433191	3838519	120984	5373652	6408166	1968471	32712	2365520	3909283	809298	1171130	252076	53498	793392	172287	1836014	110405	95512	2509275	5383650	48572	1480089	1918924	304846	828174	326378	611682	762122	322789	250804	1353558	520607	152775	197214	4100905	276592	3500204	218663	534539	375832	4477209	1521209	41950	10541	129157	35753	38444	48128	6695	16090	123690	3902	24230	362100	0	39242	575102	1275702.24321924	1540591.59436536
323	10.723	156.03239	Unknown	[M+H]+	similar chromatogram in higher mz_433	0.342	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.98	180821_Smp_MS12C1DCM_B	156.03239:289155 157.03574:13545 158.0391:0		13136	6640	17759	5269	5375	7418	5027	262130	225643	249122	281977	636582	878095	211952	212332	221070	458967	339132	395156	415676	625192	771492	86860	253513	380382	310597	58487	5058	95731	120074	334266	321617	583613	460230	414029	76968	1127758	752559	5306	75292	37344	1067561	325723	3005398	456419	735086	472160	175608	157813	604550	102839	125084	815493	421482	722271	332552	141455	106243	25388	372274	277967	730028	414461	158604	312004	169019	10865	143565	1353360	1285416	509911	610185	124573	1362831	68538	179989	210896	1637836	338558	3039850	517962	1396048	386990	167221	50065	22427	1706624	2639601	3178478	63379	1246576	683042	167633	108087	42138	1192660	427092	3635643	1284998	189733	431967	16290	58464	34572	1876242	3942576	1512261	374793	1195641	940854	18201	25243	8474	1537264	1569577	1709096	551190	252826	675769	39051	161588	104155	357683	1624254	476297	1355740	595111	702790	120462	259054	74553	333814	9229	48470	233698	148841	438781	67496	643793	106246	265041	608811	386656	235698	184052	559881	553613.853518969	719889.274336909
324	11.124	156.07675	w/o MS2:Ingalls_Histidine	[M+2Na-H]+	adduct linked to 187_[M+NH4]+	0.89	False	10.292	156.0768					530	True	True	False		False	False	null	null	100	100	null	null	null	32.35	180821_Std_4uMStdsMix1InH2O_1	156.07675:8023858 157.0801:644132 158.08346:65137		1628386	827551	46358	5038233	415116	334368	53965	7232906	1890167	2228469	1552986	1423667	1646933	513458	463967	527992	3905961	1181974	1385553	1164722	2097548	2719488	675862	512645	419805	633056	2332761	2227067	2280152	2068787	1371007	1298456	2210485	3820223	1549187	3456180	962423	174827	883623	950463	989013	1938365	10793280	3481927	2038767	2761364	1732528	1831095	963282	1226376	2158392	1735156	3006820	1472528	2700308	1201966	906318	830299	4775592	1323769	1040154	931706	1307741	3540362	1609423	477168	1237038	1199550	1467965	2052513	2658728	1502164	1606089	1668453	1126725	1046967	1077277	1462818	2481956	2247876	1300832	1998122	1345591	800307	990285	1120584	1245072	2742129	4054606	2639574	2335638	1536441	53231	453230	779994	918204	2927153	1968096	5963468	1637068	1846502	492455	874918	696481	4620551	4494493	2456942	1959876	2033295	1234693	1361205	687948	706884	3050359	2022526	2418200	603771	1712093	1208455	1549354	895576	486824	1620167	2097362	5466380	2413299	1548197	2733337	571556	1249415	1258008	195002544	18259786	30105018	8831348	46773520	9061165	417482	354796	248596	9095683	2930040	1785672	7805202	2116678	2039771	3929620.82387093	16657410.6685051
325	10.964	156.98401	Unknown	[M+2K-H]+	adduct linked to 72_[M+Na]+	0.925	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	85.78	180821_Poo_Day1Poo_DDApos20	156.98415:849564 157.9875:38100 158.99086:282501	52.12887:1632 58.06594:6762 59.02247:1753 61.55452:1567 73.55994:1731 74.21365:1787 74.93165:590117 92.94213:8015 95.04977:2283 113.10781:21164 115.95789:125021 116.96102:2131 117.99083:1948 133.96829:121656 138.0222:6141 140.14365:20776 144.49519:1859 149.31143:2324 151.97879:57071 151.98538:3021 156.11359:1902 156.98436:13740 157.0972:2699 157.13397:9454 157.17017:43739	159562	93082	107125	92757	22325230	11010403	31819144	2253996	31750552	20819006	21275302	60653720	37180424	5192122	769639	8666630	1593099	22575728	8414726	12094186	26345566	12492829	10567531	11614910	11758532	11316755	25354032	50447124	28700212	16345026	42771548	45000068	27812958	22102958	11618974	2457952	29474774	43060672	53399896	17404166	10531576	4648402	2390942	34612848	16010930	20479056	11825377	27335076	10740943	26843480	42944864	33689836	6664347	20078960	9285269	7559169	50718584	44625212	1876734	17775420	11137528	12499647	20009874	2346442	13376276	12981564	31534568	14185076	23195564	17803138	7582694	9097540	22261596	30103196	52102744	31692172	33215924	34815808	28875544	27939336	13288515	27917542	44402996	20013602	25187734	6116662	24038488	37483160	38022328	8346077	32550356	12095528	43846432	38915084	19811422	11676609	9973360	32896744	22514288	21801346	17454658	4244078	1621713	6272362	33762592	14670303	13644538	37855768	46292448	9522361	10064513	23996546	9854708	1571228	15825963	10582616	16626275	22575804	6767812	21250684	21565716	9898234	6280137	44372456	13844987	53818304	14787018	12331375	11389388	33976172	27843760	131459	111821	353772	3051066	8768140	27782214	64316	66241	32506	4246962	6302478	28285964	3125434	7491080	33347928	19348700.9904217	14340488.3689315
326	11.098	157.07397	"Ingalls_DL-Histidine, 15N"	[M+H+NH4]+	adduct linked to 621_[M+2K-H]+	0.938	True	11.616	157.0739					430	True	True	True		False	False	null	null	89.6	100	83.2	89.6	77.8	115.25	180821_Poo_Day1Poo_DDApos35	157.07385:377026 158.0772:28166 159.08056:185468	50.04419:1420 50.40371:1994 56.96566:7869 58.06596:6419 58.5776:1628 62.98799:1719 70.0659:4690 72.08149:17437 74.93159:200619 76.43067:1885 78.91225:1654 82.76283:1536 83.06104:4708 92.94211:2267 94.36726:1630 95.04982:4516 95.06089:19308 96.08131:4074 97.46964:2091 97.99193:3416 98.09704:7698 106.5943:1797 110.07174:20333 111.06869:292990 112.07212:7954 113.10313:2412 113.10771:40148 115.95779:28543 117.99075:2207 129.92212:1867 132.9361:1810 132.966:2068 133.96803:31296 134.9635:2751 139.05034:1754 140.14349:11913 141.00067:2718 141.13861:2387 151.97845:15261 152.97371:2262 153.00909:2505 156.07661:2865 156.17499:3994 156.98376:3047 157.07391:96306 157.09708:3945 157.1338:3772 157.17012:24530	70754024	18992438	18658818	67473944	14858047	13204424	10487919	45348816	11953701	15681907	11129956	9028279	10221668	4455952	3880584	4189377	25972526	6706220	7637220	7444772	11420762	17433784	5183465	3965182	3091236	5052470	13542808	13853823	14653830	13940157	11479963	10188765	15529153	12853042	11581308	36212204	9794764	8782028	12710205	13786641	10649291	19788138	43460712	18310874	10968666	14764769	13344472	13899096	12125687	13541587	14110242	13382242	15866038	11230883	10098096	12104845	9473020	8907875	42028552	11842488	10547061	7479693	12428559	36118796	12895570	9887994	13990855	13525704	10621679	19055886	11954828	13531675	13731462	11032904	13468819	22288492	9592343	12726927	13592258	15344419	11453733	15153669	12193240	10760069	13503346	11094038	11209287	18670434	13741643	13488676	11473430	8728215	12623228	10833470	13085794	6899760	10931053	10804380	29298506	13267409	13426594	18065482	14205009	13243738	13136794	13780532	11666659	12756161	10587249	8843154	10885144	13995134	11759587	14226787	12382055	11129359	6023368	12130781	10343065	12779407	12287433	10082175	12189371	18318878	32399894	14186163	11792479	10903348	9564675	16109953	12264395	14820153	1466859	2257036	75141528	23119470	18068396	11625	13219	23955	57895032	19412854	10960895	50031676	13930752	11045927	14998131.8958222	11769019.4838172
327	9.446	157.09708	Unknown	[M+H]+		0.219	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.32	180821_Smp_MS12C115m_C	157.09708:168123 158.10043:104822 159.10379:35552		1016771	301881	570314	304645	298428	456260	236396	1940501	1329732	1564119	1407354	1491675	1473064	699223	753373	870130	1478088	1106554	1015791	943477	1050904	958223	146715	88923	588625	558578	1565830	1535049	1603399	1760308	1375015	1175291	1382158	1406344	660659	2586570	2593504	1840645	767192	1171139	537648	260406	655086	1556510	860415	2063607	1735922	1551334	1210970	938123	4350402	1285447	987489	2423140	2645168	2178852	1197605	1311906	2615113	1282628	994332	1055961	1759940	2475402	2346121	1745720	2154374	1997862	639645	1089016	1498198	1720288	2557163	2419556	1348745	1221951	1318187	202628	1379194	1008374	1782040	1763691	1698594	1213582	1769898	1721789	867792	627865	808725	1710427	2203516	2108932	732986	837773	1306374	1076792	1182742	1277212	2798210	2230326	2616670	573498	1169097	738389	1190737	1085463	1571862	2603010	2760438	2977804	237166	797231	628643	980180	691237	491990	1635603	1662286	1980170	740281	1056992	619821	1338410	703583	1031187	1611012	2400254	1860459	1483903	1331220	1586766	301074	134299	637273	1732948	1585444	1454211	257092	514936	322278	1257864	615633	991784	2379199	1519623	1324878	1325729.03199914	714663.078491799
