																															Class	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA
																															File type	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	NA	NA
604	8.327	209.08426	Unknown	[M+K]+	adduct linked to 404_[M+H]+	0.897	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	86.6	180821_Poo_Day1Poo_DDApos20	209.08441:303737 210.08776:78166 211.09112:12191	60.51427:1807 63.02706:10090 66.95097:1804 69.03426:101391 69.45358:2153 70.03757:2653 73.44402:1546 75.04487:2764 97.02891:4221 100.08117:1717 100.11249:6226 115.03909:4542 119.71246:1698 119.76098:2219 129.05492:32142 135.32281:1535 139.12312:42448 140.85745:1647 140.96512:1606 145.00948:3264 147.06522:9128 149.02335:2204 160.13211:2044 163.01949:2195 165.13876:3055 167.15439:8927 169.09306:1919 193.13338:2724 199.27963:1952 205.68173:1964 208.09834:3131 208.13281:2491 208.14429:2355 208.17024:3065 208.18068:20373 209.01553:14912 209.08417:64605 209.12856:6956 209.15451:2240 209.16496:9456 209.18456:4273 209.20123:9330	6499	5284	16654	5323	6513	2675	21529	5571704	4657114	6037540	6833630	7390466	7712250	4969628	5181020	5290660	2686162	2367639	2952032	3390794	3849125	3605418	5306496	5970518	7176916	6291874	8615433	7518153	8107578	10063840	10352947	10597983	5932540	5969426	5461686	6947989	20057166	12281956	299678	653513	519225	3232092	2293717	6629976	13242160	18744548	16194356	1082913	1024741	1734785	5257764	4368096	7635743	12565362	24517044	14682717	1837654	1548530	1192526	8082972	5475494	12599399	16471872	12701890	18006904	1808342	1961494	1410917	5302400	4969126	6019910	14445036	16297086	27252598	1270936	1271703	2728633	5603637	5281585	6957494	18269578	20140990	11810113	966362	646714	1038172	3684673	6295511	5717854	11088638	21009152	15517325	1030255	1474557	879893	3701029	5939988	7428043	18593480	11368353	13798373	526535	773156	892517	5591364	9332458	9446865	18266758	20658098	21107198	828662	645409	635486	4596115	4381148	5336016	14256103	8821562	22073790	624500	1097703	1058917	2933894	4522819	10807560	26108686	20956582	13745832	1109079	1479043	762641	5836	12032	16670	6315854	9171970	9350075	18833	996313	2726001	7520138	9838204	11002859	6572220	8609192	8845095	6980586.07123221	6426257.63952297
605	10.947	209.98695	Unknown	[M+ACN+H]+	adduct linked to 387_[M+H]+	0.89	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6025.13	180821_Poo_Day1Poo_DDApos35-2	209.98695:751975 210.9903:24840 211.99366:448696	56.4408:1735 59.9642:1426 67.48316:1529 73.75752:1695 74.93142:3132 83.37981:1543 85.93555:1829 97.26436:1518 97.54929:1435 113.78337:1650 115.95749:4083 120.5392:1426 133.96802:5364 139.123:2497 140.20895:1877 163.67722:1701 182.9081:1683 193.13344:2169 195.15651:1487 210.0748:1834	0	0	0	0	8528137	10804836	13462089	811843	24759786	13583076	14392402	11716142	10009002	5449028	6012051	7418531	858506	7941940	4787272	5302523	6403935	2110546	6661199	9536360	10577204	8718096	13375449	15086795	14542703	9400311	14241673	18463126	8311200	3013027	10299186	800313	9639892	14028114	8013252	6617044	6106568	2083665	766946	8187848	8794535	15399386	15268014	5064711	7156418	8836380	13240637	8760076	2936116	8489085	9307441	6952115	9718361	8916733	571715	13837924	6020100	10980682	10743515	563916	13915176	30087750	11827143	7416362	7227040	4578027	1992194	8252202	10386524	5792772	22438030	8563994	7890038	5585393	15449658	6513987	10026296	9936936	15074072	6547738	8302752	2955744	5992674	12767536	11118909	3976614	14285415	8183562	10906339	14567355	21294422	8055500	9364456	14181214	5693440	19772316	8215750	2265970	13705870	6367946	6565168	8137413	10363121	19324050	10658858	21445802	6317054	5089652	10229397	7630714	6153105	16682232	11621507	3295418	10816550	5563500	10085416	13130412	2617426	5639487	8682341	14139694	7730868	17810584	10170469	9231015	8607753	0	0	0	842236	4371360	7268876	3926738	52335	0	1031160	4176058	7775868	487801	4580532	6830172	8526963.93840967	5489143.22046676
606	11.457	210.07242	Unknown	[M+H]+		0.445	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.92	180821_Poo_MesoScopeQC_1	210.07242:118733 211.07577:10116 212.07913:3535995		17302	157546	8105	145082	8800	11564	14464	156069	421671	414651	519541	582815	161122	472044	506944	522960	89496	15309	183520	277895	49518	55531	307782	518536	334077	518088	1291036	846002	840023	878826	1150916	858809	802294	1384382	710779	109704	580162	738605	52018	12094	70220	39339	39846	513765	412643	924211	1011848	26637	79379	116411	32387	40251	82076	728834	1359352	1275247	4681	46976	147020	566544	489880	749970	663517	98148	939206	111440	6933	110991	16999	160332	566698	382826	703854	518444	99674	7347	115075	133853	440654	131998	786157	763013	764777	67868	75388	295749	543871	726632	595183	798377	31903	765858	19354	9711	114347	258767	647123	1004104	659460	407664	623602	48646	52123	55990	833376	1061389	663534	928497	233176	819673	11451	37969	37424	451502	506052	701701	731616	842717	589771	20532	7647	135540	17385	442777	585228	801119	791486	940982	128113	29468	29447	78611	54750	35814	119632	345492	1009135	343651	274250	370580	235468	288071	393510	171572	183093	89709	391644.96770655	355407.606684712
607	11.1	210.07613	Unknown	[M+H-H2O]+	adduct linked to 787_[M+ACN+H]+	0.411	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.08	180821_Smp_MS14C2DCM_C	210.07613:232951 211.07948:37644 212.08284:4205811		42712	40454	10550	119078	16145	6570	25655	1206509	578513	680886	371826	95467	433423	173441	169816	138419	684932	410911	471986	356173	329238	189952	333010	199595	7414	193569	661135	544509	499596	372525	1150916	858809	1740606	1534513	609044	825709	580162	738605	127822	122479	10446	42940	1417736	511273	412643	859467	238960	620542	362934	164245	1569159	1729126	134259	383995	354471	356802	166396	183423	1466124	1036370	593275	117261	322689	925753	461869	356044	811470	509543	353875	410515	1733914	289691	765049	518444	195474	172345	231447	316989	1363816	431834	295258	759608	535534	986068	286082	295749	543871	729636	599141	501032	748345	199836	20964	97308	236304	86086	894547	1004104	624275	692534	539126	107343	223563	125512	1119729	1060405	663534	124759	907767	400700	39676	820128	41130	914238	744541	523246	731616	334515	589771	237614	187086	92776	956392	442777	2194350	810236	374654	353618	211828	176592	468336	81136	30934	179019	1491110	136106	1002626	90161	23099	39622	1440250	240707	346414	1483355	255261	560975	511026.715107957	441155.356773643
608	5.884	210.13358	Unknown	[M+H]+		0.336	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.88	180821_Smp_MS8C1DCM_A	210.13358:298849 211.13693:49138 212.14029:385367		88941	36796	10076	2132687	42047	40320	83011	155795	151995	51322	174871	217280	330265	149501	57875	44142	66239	182899	33760	201616	202584	111800	6556	9293	16132	23087	187288	30956	72847	97905	17072	194585	1798290	700446	1411953	66171	869471	1518802	95066	1034872	2175150	3855735	25592	776680	2376819	78609	1621691	100114	2793384	703474	601023	81446	2242482	581768	1680105	1620328	1221206	6643162	110778	1109057	2138772	1880518	1494259	62586	958419	1051254	211670	1851127	7974518	2227764	138944	1315410	507919	2494676	4092065	1584638	2862257	1885219	19809	5064237	2740419	1276248	1909386	2179558	62061	174834	1204446	2245577	4342809	869114	1454365	209121	7372527	3414839	122324	808393	148139	432048	69627	219272	2194545	6173144	2605760	2169652	3834411	1676989	3820990	2047001	2027350	1754150	140950	3436403	2553812	826190	1365232	905148	2416624	58414	3510614	117504	2027456	407609	161152	173957	2641903	2619437	760574	1873116	2171368	2009265	82221	36403	7217	24055	77119	36121	72684	69945	61952	48568	370135	232392	458063	175571	220575	151069	1197199.99926089	1512991.58940368
609	2.248	210.15999	Unknown	[M+H]+		0.993	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.89	180821_Poo_Day1Poo_DDApos20	210.16029:196519 211.16364:83180 212.167:12583	58.68758:2243 93.48861:1775 100.11252:3371 102.6498:1537 106.42316:1555 119.90609:1830 123.41895:1712 139.12311:26006 141.00072:3495 144.34973:1791 150.08543:5867 164.10095:7367 164.55055:1589 165.1389:2824 167.15448:4686 169.50238:1708 193.13383:14694 209.15474:2053 209.16479:7841 209.20148:5351 210.07858:2608 210.11247:12353 210.12357:4311 210.16025:251761 210.19637:20657	2638563	1883441	2292324	1994670	1816038	2451423	2833471	2413833	1591843	1919055	2333140	2193669	2209440	1704675	1664943	1977660	2298883	2360166	1876439	2331527	2264140	2745774	1309445	1722435	2441870	1648093	1963810	1961342	2158634	2383692	2317695	2584451	2315473	1951218	2270828	2719406	2462853	2867586	1848622	2105980	2775970	2263668	2607854	2173084	2470965	2470858	2476785	1851481	2563804	2220064	2004845	1840053	2853364	2150150	2226594	2679977	2729293	2336730	4030541	2238334	2513688	2531682	2694907	3215131	2598467	2439534	2364251	2034659	2369796	2516937	2749873	2447306	2395337	2082288	2161197	2112366	2193207	2175251	2489130	2284128	2206748	2440747	2268705	2414874	2178886	2835147	2097924	2540755	2157467	2163155	3269770	2461820	2897278	2376431	2289930	2781069	2221539	2406432	2301612	2059737	1684342	2477032	2012219	2482314	2553483	2551832	2678831	2179292	2556203	2628281	2461366	2792449	2233616	2664571	2507471	2361678	2962972	2242590	2675948	1880990	2218596	2776826	2306272	2151546	2625028	2340208	2271014	2757936	2278653	2488552	1947504	3139380	2523204	2307628	2157782	2814235	2431932	2900893	2598375	3055083	2188186	2298802	2660523	2171764	2490804	2552480	2366937.08476027	361582.560082359
610	12.274	211.0564	Unknown	[M+ACN+Na]+	adduct linked to 285_[M+H]+	0.733	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	157.5	180821_Smp_MS11C2DCM_C	211.0564:292737 212.05975:50304 213.06311:59391		7449	0	8586	0	0	7688	0	3007	989750	830948	979287	1714882	1313867	634577	668160	758202	3584	491100	431280	452355	970138	364925	862832	968433	905904	1085779	1629118	1443474	1199598	1018882	2159117	1890108	1134344	1151931	883293	2270626	1207612	1178521	14190	203746	207060	110412	5255	2028371	821265	1688615	1122374	392366	267759	555202	911660	781312	92924	1232146	1439062	737354	522637	370699	301478	1070579	707107	1315427	1328258	3374	1121731	454428	520123	404457	795374	1354431	1293127	435911	1010769	399801	731695	484430	765024	1085182	1191769	1563793	1050964	473872	1013191	282718	320793	352888	1764151	1644522	2182340	1188654	2033100	1181094	412396	529343	382005	636869	1306412	3491363	1593391	1136549	1256178	5522	285967	164314	1979000	2022094	1853308	2781932	3170466	2359705	47595	131905	131861	1341946	1145540	1482661	1386470	1012686	1210028	287971	264134	293396	1048442	1606422	1375289	1994755	1347068	1395594	385207	601783	463656	253225	47332	444427	8352	307285	878724	3946	220451	162274	7067	252076	671331	12764	279191	829405	860612.238550474	691348.99016762
611	9.934	212.09494	Unknown	[2M+ACN+Na]+	adduct linked to 120_[M+ACN+H]+	0.973	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.48	180821_Poo_Day1Poo_DDApos20	212.09526:7024186 213.09861:494196 214.10197:386338	55.59434:3821 57.93366:3029 58.06631:4170 58.45963:3199 72.08148:9755 79.75094:3427 90.09196:60135 96.1059:3760 123.01135:17266 126.12804:4636 134.62863:4325 141.13898:8184 152.89572:4276 167.15439:22857 168.06909:11997 185.04741:3845 211.14377:6015 211.16338:4241 211.30083:8198 212.09518:8278130 212.2123:115369	231264304	342367968	49174476	520871456	305862176	220445600	733556992	396375072	232560496	303521216	210887856	1390949888	1938066432	160229488	144837616	146706960	324782752	230059728	245983536	158563696	385699776	396766592	177439568	135040128	186212336	160321344	263549488	270075808	260479008	227340912	880906048	1250771840	298414912	236571648	200474608	701989248	252776064	457597344	283954720	293363008	159360256	657870848	684410624	530293088	212760640	272905952	200662752	245257200	166484544	411098464	265543104	303038048	1070942720	161467968	212009872	201608448	1322476032	744799872	680216000	200977792	205181008	215297760	202272224	628440576	212109328	197024896	280736672	270090944	548372480	413008928	255319360	245166224	317421600	465004320	712574656	606797696	826833728	522178016	259297728	1072922816	189751840	481897664	254200240	552123200	274735936	204112032	1068156672	359301312	427554592	191449008	439317120	190001440	1168150784	512032896	252562288	344381792	192573984	415172096	260064544	289086944	76529328	681912960	272449920	209176480	255483648	308096000	470956256	546868160	511383360	195784272	198363456	496670624	179992224	263664752	196831152	219535760	90982152	205706752	181483520	269953888	282181504	184112784	238073168	364741376	272124800	448916576	170225456	171220160	183704816	296554176	246590464	392110752	124565976	371905536	433246048	656003904	1202274176	340992160	165650112	337475936	678750272	727679168	1945118080	310224384	479824960	678517120	399782754.821918	318479177.54076
612	7.388	212.09494	Unknown	[2M+3H2O+2H]+	adduct linked to 8_[M+Li]+	0.363	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.37	180821_Poo_Day1Poo_DDApos35	212.09509:5612220 213.09844:450099 214.1018:412763	58.06601:7859 59.04992:9702 59.89324:2227 61.31585:2277 69.08628:2541 72.08149:96873 73.08487:5299 87.40079:2058 88.07629:5426 90.09191:353106 91.09528:6560 93.79852:2100 96.08128:16833 98.09686:2254 109.07648:15312 123.0113:161411 126.1281:11636 128.99556:2816 130.12265:3099 135.27718:2313 139.12286:3829 140.12662:3046 141.02164:11800 141.13846:3542 146.11238:2138 156.00822:5697 164.03773:5153 167.1545:22595 168.06898:92323 169.07269:3636 169.25404:2262 171.11298:3893 183.62326:2378 194.13707:4628 195.11278:2680 198.04221:4478 211.16338:3218 212.09508:4250830 212.21225:31719	370892896	50451756	131665664	145686656	300209600	343527456	118731976	203520448	203812112	201096528	187185152	241323488	269391232	120354000	27644490	108497704	40985596	27049742	24580482	84186880	43075432	174538752	19648086	76507144	85864088	78462120	199104688	31288264	227379872	104257992	110167016	133620480	251482800	115976184	168877504	85420144	323387552	121403080	24745412	122938944	186191088	72688112	225645024	217623408	119629784	294986368	52076108	246641952	86211472	725947392	253359440	169659888	181461472	106802240	165077376	79465264	94331888	148417200	237165232	255267664	201709696	178348256	44142276	33957920	160360992	63111128	140283088	110675584	780680128	153818688	218996160	35902108	28135612	136402544	27035692	162144384	299036640	245834800	28557764	145820768	69622688	194212208	82238224	97057192	143796528	73729640	225531264	243519232	43840684	45766460	161863648	20068766	101231648	66059912	53404144	37845876	113276896	232196032	369168832	211340928	206266672	124891960	136608336	207747648	169758336	221035504	170417328	99966856	101080504	201388384	23701556	86066808	81667424	202739360	111797672	198502608	87034024	116722944	41803024	106036824	126330656	111963936	215066832	285514400	277816640	156212352	57053524	184036528	34969268	79382368	55553968	233066864	293151456	111893152	233265184	164232592	731303808	281813952	191285136	249956608	245534816	184354320	101669368	209450912	162565168	107717152	158758270.863014	118614326.705713
613	11.457	212.09497	Unknown	[M+NH4]+	adduct linked to 540_[M+H]+	0.699	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.1	180821_Poo_Day1Poo_DDApos20	212.09531:3052396 213.09866:249955 214.10202:326967	54.75333:1632 58.92307:1650 59.16535:1681 65.38086:1629 71.05205:1575 90.0919:4557 92.08402:1701 96.08131:2130 98.84683:1657 100.11263:2638 122.72182:1731 134.68973:1983 139.12318:3389 141.13861:1802 144.24657:1783 160.28633:1554 165.79855:1811 167.1545:9012 193.48587:2067 211.1812:3940 212.09535:559102 212.21236:61764	121542032	12704522	46995096	93322264	52757912	103470840	165685104	200745824	50961276	59920460	34951980	130183152	135375488	29769448	25402956	34746064	101125448	37809500	19588790	8606523	16450890	35885376	30343104	32759956	22470714	36732164	67039596	89024232	54234956	84060808	156272096	164351984	76974112	75125824	60089868	186635856	8704968	57995380	41783328	127888224	35766092	64951288	173254128	79103392	11822162	76446952	177773616	81519496	90209272	56260596	69743296	57951064	56208232	91928080	50683832	27693544	44872592	30547398	191365488	44773796	104645944	141954672	48466652	183207744	70019592	31739558	60745956	39338768	50376900	58320828	61708788	23728670	47098180	30444670	157820400	87912720	89556456	139905376	106458896	61809420	91453560	137340720	81126760	53231312	83812936	43644960	49060432	87422136	43045332	54149288	53032056	34672160	120780928	56199716	74348888	78617232	53821516	28101768	110687896	71565552	97053760	48387892	104789608	43867152	71455736	236181792	47115692	155235008	64060336	51773584	30821418	128643920	73377248	66208444	46190208	87133440	59418080	37105656	53253764	64869188	52601944	38795504	85335944	163014816	92628944	85030536	68382496	39842876	42134688	111205536	69490176	33791764	71226832	156029360	222791872	129321720	258145600	143699984	92848288	207169568	69587208	132585592	121342952	195144800	120751056	151361216	81684527.1712329	51226893.1270779
614	2.369	212.09503	Unknown	[M+H]+		0.959	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.32	180821_Poo_Day1Poo_DDApos20	212.09521:6355877 213.09856:518946 214.10192:431881	51.4411:2311 52.87499:2337 54.44704:2323 56.74467:2521 56.77392:2327 58.06631:3595 69.78523:2465 72.0815:5435 73.08436:2252 74.60572:2016 74.70203:2193 84.71663:2232 90.09197:52725 97.42356:2519 102.64159:2454 123.01139:13183 126.12815:2901 141.13914:2666 142.90193:2544 149.13272:4420 166.15907:7019 167.15442:5394 168.06894:8363 171.11279:3754 184.17006:5706 191.23799:2979 194.24345:2921 199.1478:2458 211.14433:6523 211.16365:6098 211.18123:17490 211.2993:8899 212.09525:5529169 212.16489:41812 212.20079:5671 212.21211:33909	289491936	175849520	169531808	224070304	207627568	212419216	303686976	192381040	193517040	190849152	171111120	244483952	296297472	126314248	135593264	97645064	247277840	238265008	228691568	132337312	253127056	267945360	94960880	80692168	66947816	29196136	208742000	147569136	254167504	244828656	236792560	367052928	236580496	257373792	206498160	248037104	288008992	252933712	213626672	260118480	214994608	172341792	208563088	248944016	220769920	221967312	100534112	184809344	180499584	230682704	270613600	249559344	236182304	254743792	264629888	193200592	239164976	340970048	172977760	223792960	109386920	177119936	149708400	193617392	211153984	154726352	277819488	152301584	250851088	277841984	186343648	153929424	226377664	266783376	236827920	273133184	242993568	277019200	210248592	272841504	93571024	250885040	259732848	150649040	271938752	127886160	281133056	221000320	321742368	142440400	329700448	161156416	261587296	220968432	214286896	122644168	152731456	206878096	222388176	216743392	226512080	196449680	150235632	252796352	195163008	201251920	184644432	250241728	197625360	205637280	256120672	292665408	244521552	132019192	211920704	207958192	207479648	92452008	239123440	240278640	239030384	199574128	119430584	179256000	202491376	277511904	225042624	143911632	214371488	199630928	146132688	193025040	183597472	235868064	170365072	155872448	243352992	185701664	261501392	318144192	183523952	173428736	276156960	255031952	196355328	244770224	211382519.890411	57573405.1097492
615	14.829	212.09518	Unknown	[M+H]+		0.589	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.7	180821_Poo_Day1Poo_DDApos20	212.09518:3741180 213.09853:294558 214.10189:342015	58.06627:2472 62.0391:1994 72.08149:2769 73.36762:2119 81.02557:2359 90.092:27553 107.11951:2297 116.10783:2026 120.24368:1978 121.91535:2089 122.92619:2207 123.01122:8109 129.00844:2045 130.93304:2565 148.94339:4250 153.14592:3679 167.15465:4015 168.06894:5561 177.5321:2322 190.04892:3839 211.14391:3539 211.16321:3385 212.09518:4078674 212.21254:29247 212.25858:2812	35182684	25120060	28399428	27293606	43333408	118462568	141460720	39347092	88338960	11262838	38453684	78950712	186002928	71154032	37391064	10904152	41456272	91628472	65299492	81128072	69254368	195414048	49740020	50606988	28018082	6066963	73365552	96366080	138290240	59204220	77487064	167312000	88213088	46793192	80024568	28791496	259196928	174204560	149653552	98200392	30825006	50823312	43138008	182730560	110569480	36657224	31471608	10645270	54998152	222930672	91066632	117314768	21753528	73560560	114815088	119757880	158352832	140554336	43168600	85691656	38286552	52347724	27577842	44634396	41738828	8969053	98046944	39050140	174129568	75795824	57765152	41164272	38414984	100189352	129545168	209315936	288163680	305985120	80022592	183045520	7545690	87480744	100773544	63404456	77336288	80906048	216439632	81195936	269115776	123758048	216865888	18195412	138434112	107939256	41972968	87344800	31984064	129882088	120508768	61993776	91700240	28295828	52305344	33156484	86172984	40614196	80516512	236397344	202104192	76263128	32893458	95682016	140582608	46300776	76071032	68861336	68671616	120121304	21981388	107307232	98260568	11844207	26333134	53107184	80027544	138917760	76609888	35421684	91593312	105892528	131920992	24001436	7126907	10428712	31034296	33985108	124146416	84945528	60128604	35987500	153675216	61779804	32656192	20196284	99531760	266433536	86553766.2705479	63512736.3906967
616	7.686	212.12802	Unknown	[M+H]+		0.63	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	38.91	180821_Smp_MS7C1175m_A	212.12802:309478 213.13137:75261 214.13473:48148		0	0	9346	0	0	39134	0	1398440	1051529	1506731	1610400	1710662	1951499	2186820	2256340	2449474	416570	439742	628243	738413	748316	752133	1417108	1381244	1957652	821392	1043364	12371	27856	894439	1029523	1021041	385665	479302	345217	23538	152921	32669	643606	1816568	1302417	819106	550612	1172335	130082	72315	97797	2619308	2556885	3337800	300803	426420	743917	115515	473459	298132	5548335	4719275	5384930	828632	367466	967009	42251	33928	43433	6487513	6094018	4599498	281429	560679	550377	41582	73774	431385	3742156	1776733	4161934	356998	342443	539343	51690	389823	34129	3600608	3555997	2850227	789651	1161170	1087974	65049	479776	258047	3111080	3084579	3534869	1167512	1194125	1869655	889303	639834	35278	1852747	2494796	2246751	192102	544406	898136	662357	763739	762894	1201224	1513061	1464749	32129	31263	208725	164729	33916	153759	1994830	1218284	1950440	943183	1362921	3055650	182375	397395	136909	4351944	2570870	3260235	16733	10162	8734	1594936	900468	2236780	18445	6888	24074	1665038	2685779	2301208	1537160	2220384	2216828	1235012.35708409	1365420.18442957
617	6.073	212.13918	Unknown	[M+NH4]+	adduct linked to 545_[M+H]+	0.575	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	49.93	180821_Smp_MS8C1DCM_A	212.13918:680363 213.14253:125587 214.14589:5214		5826	5765	5223	16148	7181	8663	10423	377546	216000	328930	506367	532169	34609	100448	90045	214460	306756	47472	85258	24303	67062	15188	46735	37175	4204	13789	1253316	1120051	1079048	1178666	18693	1595442	4612509	3810890	4283664	1048830	1933574	3408108	6645	1994274	3603471	13894124	2361249	1646351	5904366	1729418	1588133	224052	5554864	248211	2185410	2372367	5609502	1084899	3314328	3820418	2860133	14591139	770503	2132058	5166300	4028850	2567305	70604	1286518	2440450	1139046	4044447	19590244	3686339	61431	2752436	1692520	6194588	16801154	3368610	7606044	3149809	2315054	13716963	5937905	3075264	3666538	4204137	1670030	371654	2656308	4612890	10139443	10213	3341030	663620	18043352	6320877	18141	1219163	36070	3023123	703971	14093	4657246	10988369	2790222	2498727	6765512	3172414	8269673	5093059	4609253	3313383	5192	5901885	3498692	2294484	2166204	1742710	4999496	21352	16420579	5947	3063716	928980	46870	1656810	6035997	6549670	2037622	3711309	3598552	4714444	176820	26127	30757	8496	101863	169468	98495	6418	14764	9411	34207	595476	649701	82621	1416108	971902	2762356.09898397	3775403.80086039
618	10.929	212.13922	Unknown	[M+DMSO+H]+	adduct linked to 216_[M+H]+	0.603	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	122.18	180821_Smp_MS13C315m_C	212.13922:2931152 213.14257:407578 214.14593:41021		15389	12718	9384	3352	5933	17402	13777	333964	247967	294920	172495	201111	246902	122895	110641	116522	355604	162538	219612	10874	12472	9690	179999	151319	115220	135843	22719	26930	41759	28022	44535	34496	2782229	6497	1653745	16634	1442766	2278597	7634	1749378	10435145	46120436	37962	2496086	12017913	0	1112774	13928	9943159	1802189	894401	20604	3434031	1054937	2397824	2558420	1451930	13019543	5752	1477358	4180304	2374132	1940798	6609	692056	1209462	28850	3852400	14696449	7843136	6731	1686207	1390360	4603011	8051718	3024275	5880276	2929210	0	12630689	3715068	3882714	3284362	3854917	1019587	13510	3039917	14888888	12993072	0	2792664	947621	19611264	9179397	26920	982161	0	1057781	506656	10700	4314290	14347063	2234748	3427504	6173746	15686735	13468607	2269940	4247480	5813058	9508	11019553	12333987	1506424	3485037	1974202	4634057	102139	46069428	7363	3226404	796682	6910	3758363	2484526	6317828	978872	5329520	4157273	7608420	64557	8118	14793	5720	304101	93536	126776	17568	6420	35552	376526	132456	228018	358535	175678	214957	3236272.09225338	6495125.37441896
619	2.176	212.14929	Unknown	[M+H]+		0.212	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	140.65	180821_Poo_Day1Poo_DDApos20	212.14949:294039 213.15284:26727 214.1562:0	58.06627:2964 71.13279:1991 72.08144:7066 77.07136:2376 88.20921:2339 90.09196:49489 94.25221:2430 123.01142:8832 126.63126:2339 139.12254:2210 141.00089:2459 142.18567:2567 149.13297:5316 166.15909:7245 167.14317:3201 167.15457:6009 168.06897:7313 171.11301:3720 183.0742:2354 184.16978:2934 194.15417:3007 200.21915:2454 211.14427:5882 211.18138:12745 211.29945:7607 212.09518:5337740 212.16476:32779 212.21225:31637 212.25519:2900	1927256	2301048	4129589	27919192	1425936	2973160	2318876	1607437	1235808	1921276	2584584	1749609	1811658	2069758	2034250	2115339	952025	830810	1128762	1621573	911766	1028078	1585290	2291747	1872803	2296078	2896410	2532793	3152989	4070290	3083590	3182032	2215156	2283209	2541427	1760651	2424596	2014794	1352412	2043946	4231230	4073270	2945259	1994843	2910844	1358055	4717198	1199263	2988075	1771413	2249876	2169701	2981213	1877157	2573513	3675701	1881882	2493503	1593893	2094880	2987014	2539686	3047434	1140003	2625851	2320535	2752031	2653335	3835709	2801926	2316568	3015719	2510964	2364846	3304978	1630702	2246705	1983470	2145829	2687660	2875376	1921518	2782535	3308617	1770696	1239322	2174597	2362699	2134402	1264870	2098750	1972729	3251185	2321234	2209180	2521858	778977	1779263	1289466	1004436	1774400	4841728	1750559	2515623	2001940	2454802	3819009	2049608	2344948	2549078	1505788	2554158	3155952	1516996	2741855	3107583	2754572	1784590	4703124	861251	1998790	2524948	1312243	1667850	4267012	2387677	2327966	2565939	2581198	1825011	915458	485929	498782	494060	2280389	3391344	2296348	297958	355904	326786	1903357	3247004	2312826	1924754	3077036	2083351	2425266.64704623	2303985.11486393
