"feature","mzmed","rtmed","avgarea","C13","X2C13","S34","S33","N15","O18","Na","NH4","H2O_H","K","X2H"
"FT0677",167.092771243154,163.949798583984,1836991.65312412,0,0,0,0,0,0,0,0,0,0,0
"FT0679",168.029144287109,682.417114257812,40674613.8234052,0,0,0,0,0,0,0,0,0,0,0
"FT0681",168.050587776813,404.446105957031,9560149.01568498,0,0,0,0,0,0,0,0,0,0,0
"FT0682",168.069069505947,413.270141601562,3760212.71313251,0,0,0,0,0,0,0,0,0,0,0
"FT0683",168.088064825686,253.585952758789,1214764.85815561,0,0,0,0,0,0,0,0,0,0,0
"FT0684",168.096191146631,159.463073730469,2209506.73894095,0,0,0,0,0,0,0,0,0,0,0
"FT0687",169.058363308564,596.119506835938,332034.522260618,0,0,0,0,0,0,0,0,0,0,0
"FT0688",169.060819938473,425.15998840332,533838.49270833,0,0,0,0,0,0,0,0,0,0,0
"FT0689",170.00967830822,543.815734863281,4840996.5712404,0,0,0,0,0,0,0,0,0,0,0
"FT0690",170.011759336541,698.548736572266,1854768.05127323,0,0,0,0,0,0,0,0,0,0,0
"FT0691",170.048182597457,386.218154907227,2755522.96371554,0,0,0,0,0,0,0,0,0,0,0
"FT0692",170.06842656124,933.503112792969,11593751.8653755,0,0,0,0,0,0,0,0,0,0,0
"FT0693",170.078085838273,198.872665405273,297339.255250174,0,0,0,0,0,0,0,0,0,0,0
"FT0694",170.117645443579,396.837051391602,13960346.4244974,1519038,0,0,0,0,0,0,0,0,0,0
"FT0695",170.117592791683,173.083602905273,12486600.0730736,0,0,0,0,0,0,0,0,0,0,0
"FT0696",170.140026670418,558.605041503906,256223.621751103,0,0,0,0,0,0,0,0,0,0,0
"FT0697",170.570125178716,931.540161132812,1555021.3232153,0,0,0,0,0,0,0,0,0,0,0
"FT0698",171.065248483449,136.624816894531,4355892.06977988,0,0,0,0,0,0,0,0,0,0,0
"FT0699",171.076460730523,595.981262207031,1268874.25756341,0,0,0,0,0,0,0,0,0,0,0
"FT0700",171.084409203087,193.51823425293,36904536.8583094,2584380,0,0,0,0,0,0,0,26032741,0,0
"FT0701",171.11284979597,137.41512298584,21894684.2253089,0,0,0,0,0,0,0,0,0,0,0
"FT0702",171.149226161937,105.868598937988,3715611.55328284,0,0,0,0,0,0,0,0,0,0,0
"FT0703",172.060420613742,636.506652832031,1189539.7890754,0,0,0,0,0,0,0,0,0,0,0
"FT0704",172.071813367195,440.660003662109,750863.560821742,0,0,0,0,0,0,0,0,0,0,0
"FT0706",172.090779119852,197.793701171875,931378.833052434,0,0,0,0,0,0,0,0,861405,0,0
"FT0707",172.096807551851,616.725280761719,976010.315975639,0,0,0,0,0,0,0,0,0,0,0
"FT0708",172.133268808157,113.563056945801,6731553.54434534,0,0,0,0,0,0,0,0,0,0,0
"FT0709",173.021053518768,691.436645507812,788283.767576115,0,0,0,0,0,0,0,0,0,0,0
"FT0710",173.03076611314,696.649780273438,896970.149248943,0,0,0,0,0,0,0,0,0,0,0
"FT0711",173.080910476369,224.309234619141,2298517.25512754,0,0,0,0,0,0,0,0,0,0,0
"FT0712",173.092194610542,413.382354736328,12059827.4079503,885356,0,0,0,0,0,0,0,0,0,0
"FT0713",173.100115608064,188.330421447754,525857.494312757,0,0,0,0,0,0,0,0,0,0,0
"FT0714",174.022036184222,271.174072265625,8462504.85380565,0,0,0,0,0,0,0,0,0,0,0
"FT0715",174.038745350526,401.696380615234,44290105.7011093,2346356,0,0,0,0,0,0,0,0,0,0
"FT0716",174.087383227168,536.6767578125,2891920.51916018,0,0,0,0,0,0,0,0,0,0,0
"FT0718",174.136567633512,264.335561480469,2107902.83041569,0,0,0,0,0,0,0,0,0,0,0
"FT0719",174.149067926423,116.894618988037,307483.301975835,0,0,0,0,0,0,0,0,0,0,0
"FT0720",175.025321571092,269.519226074219,600317.690668669,0,0,0,0,0,0,0,0,0,0,0
"FT0722",175.039285341269,166.674880981445,1463471.60768473,0,0,0,0,0,0,0,0,0,0,0
"FT0724",175.071490370342,637.911743164062,1147879.52085284,0,0,0,0,0,0,0,0,0,0,0
"FT0725",175.082667143029,663.171752929688,366309.148355232,0,0,0,0,0,0,0,0,0,0,0
"FT0727",175.107780996095,548.52197265625,1194146.5835908,0,0,0,0,0,0,0,0,0,0,0
"FT0728",175.119078886491,1002.84259033203,42631176.7614434,2724805,0,0,0,0,0,0,0,0,0,0
"FT0729",175.179171244946,117.426376342773,768862.128359526,0,0,0,0,0,0,0,0,0,0,0
"FT0730",176.017811807534,269.969100952148,426939.407621945,0,0,0,0,0,0,0,0,0,0,0
"FT0731",176.035296042638,264.454879760742,928245.005109123,0,0,0,0,0,0,0,0,0,0,0
"FT0732",176.055372362489,666.142303466797,15855960.2179171,0,0,0,0,0,0,0,0,0,0,0
"FT0733",176.070637720633,139.167877197266,506121.961103962,0,0,0,0,0,0,0,0,0,0,0
"FT0734",176.091815562147,575.385070800781,18990502.4663751,1353566,0,0,0,0,0,0,0,0,0,0
"FT0735",176.091828022378,400.718765258789,2476944.72916187,0,0,0,0,0,0,0,0,0,0,0
"FT0736",176.091807198238,370.8623046875,2746802.92521733,0,0,0,0,0,0,0,0,0,0,0
"FT0737",176.091800854045,247.434631347656,824231.454959599,0,0,0,0,0,0,0,0,0,0,0
"FT0738",176.1031139249,642.533813476562,4528261.34926045,0,0,0,0,0,0,0,0,0,0,0
"FT0741",176.128227998225,379.887832641602,5107195.74056361,0,0,0,0,0,0,0,0,0,0,0
"FT0742",176.128235844574,448.707946777344,3912546.52747783,0,0,0,0,0,0,0,0,0,0,0
"FT0743",176.128185224476,539.706970214844,20206015.1318796,1640859,0,0,0,0,0,0,0,0,0,0
"FT0744",176.139452544034,344.740890502929,4779315.65336217,0,0,0,0,0,0,0,0,0,0,0
"FT0745",177.036152422035,401.586669921875,15818431.7035547,0,0,0,0,0,0,0,0,0,0,0
"FT0746",177.043553174353,539.445495605469,28579135.3020769,0,0,0,0,0,0,0,0,0,0,0
"FT0747",177.050952206356,690.503570556641,911469.600154738,0,0,0,0,0,0,0,0,0,0,0
"FT0748",177.058218909815,464.357360839844,1850086.26945289,0,0,0,0,0,0,0,0,0,0,0
"FT0751",177.106412930382,641.387023925781,365512.990510605,0,0,0,0,0,0,0,0,0,0,0
"FT0753",178.107463612451,437.910781860352,4026275.19529076,0,0,0,0,0,0,0,0,0,0,0
"FT0754",178.107504404738,463.259613037109,2416158.70861124,0,0,0,0,0,0,0,0,0,0,0
"FT0755",179.004844667723,331.417114257812,158476802.547982,0,0,0,0,0,0,0,0,0,0,0
"FT0756",179.024165675324,312.1318359375,881096.219824762,0,0,0,0,0,0,0,0,0,0,0
"FT0757",179.027855575067,625.385009765625,336635.848997486,0,0,0,0,0,0,0,0,0,0,0
"FT0758",179.040639301057,552.437255859375,45383603.319468,0,0,0,0,0,0,0,0,0,0,0
"FT0760",179.066680908203,687.044494628906,286605.985509152,0,0,0,0,0,0,0,0,0,0,0
"FT0761",179.073715496055,495.267883300781,38288303.6685995,2841606,0,1687543,0,0,0,0,0,0,0,0
"FT0762",179.073648840123,566.838928222656,102714897.799857,7677718,0,4607572,0,0,0,0,0,0,0,0
"FT0763",179.073785525112,934.867431640625,1798966.16330241,0,0,0,0,0,0,0,0,0,0,0
"FT0764",180.008228865281,331.411743164062,19843637.7398246,0,0,0,0,0,0,0,0,0,0,0
"FT0765",180.061788645957,625.247650146484,3121368.94592753,0,0,0,0,0,0,0,0,0,0,0
"FT0766",180.073038383215,566.200378417969,732869.692363602,0,0,0,0,0,0,0,0,0,0,0
"FT0769",180.086634541392,533.118957519531,20991388.0302853,1282401,0,0,0,0,0,0,0,0,0,0
"FT0770",180.095820554377,247.445459617676,954811.34056816,0,0,0,0,0,0,0,0,0,0,0
"FT0771",180.101974719421,413.265594482422,23809628.3843232,2501497,0,0,0,0,0,0,0,0,0,0
"FT0772",180.105316162109,558.549987792969,125521.090908348,0,0,0,0,0,0,0,0,0,0,0
"FT0773",180.174741651395,112.887828826904,291960.537829144,0,0,0,0,0,0,0,0,0,0,0
"FT0774",181.011492651315,331.335754394531,840780101.791768,26185686,0,0,0,0,2766140,0,0,0,0,0
"FT0775",181.026094691618,139.530632019043,1191506.359941,0,0,0,0,0,0,0,0,0,0,0
"FT0777",181.030902067649,767.442718505859,48555546.9000998,0,0,0,0,0,0,0,0,0,0,0
"FT0778",181.030947976144,1169.24792480468,44492740.8717021,0,0,0,0,0,0,0,0,0,0,0
"FT0779",181.030867340681,141.544830322266,5269558.99627854,0,0,0,0,0,0,0,0,0,0,0
"FT0780",181.030853271484,1217.08190917969,41886347.958842,0,0,0,0,0,0,0,0,0,0,0
"FT0783",181.102002436719,247.703132629395,8124582.27366409,0,0,0,0,0,0,0,0,0,0,0
"FT0786",181.127414069803,448.039764404297,5339999.00951098,0,0,0,0,0,0,0,0,0,0,0
"FT0788",182.032948759435,576.463195800781,143138338.214093,0,0,0,0,0,0,0,0,0,0,0
"FT0789",182.059575376358,495.298370361328,920286.209332941,0,0,0,0,0,0,0,0,0,0,0
"FT0790",182.059583246401,624.182612285156,492560.379051234,0,0,0,0,0,0,0,0,0,0,0
"FT0791",182.067322796336,329.478363037109,5161204.79553708,0,0,0,0,0,0,0,0,0,0,0
"FT0792",182.081303519674,492.588897705078,7223598.67010853,0,0,0,0,0,0,0,0,0,0,0
"FT0793",182.094081598047,468.538360595703,1078576.70502355,0,0,0,0,0,0,0,0,0,0,0
"FT0794",182.103726608045,290.581573486328,1305641.54642669,0,0,0,0,0,0,0,0,0,0,0
"FT0795",182.117711494786,140.271469116211,15951271.2789361,1574854,0,0,0,0,0,0,0,0,0,0
"FT0797",183.033913605575,578.347503662109,7768782.1095822,0,0,0,0,37862462,0,0,0,0,0,0
"FT0798",183.076486857193,339.310974121094,1344843.2517179,0,0,0,0,0,0,0,0,0,0,0
"FT0799",183.084560480336,479.103439331055,739947.75239136,0,0,0,0,0,0,0,0,0,0,0
"FT0801",183.983490456947,543.006591796875,6379546.24659188,0,0,0,0,0,0,0,0,0,0,0
"FT0803",184.063988061873,324.290573120117,6911960.92974029,0,0,0,0,0,0,0,0,0,0,0
"FT0804",184.073407295872,671.090454101562,4785830.33540921,0,0,0,0,0,0,0,0,0,0,0
"FT0805",184.169754170307,114.914688110352,7223526.87418408,0,0,0,0,0,0,0,0,0,0,0
"FT0806",184.920031191187,1247.34161376953,56428360.2822554,0,0,0,0,0,0,0,0,0,0,0
"FT0808",185.081072666558,131.779396057129,2441277.29591159,0,0,0,0,0,0,0,0,0,0,0
"FT0809",185.09220544733,393.881912231445,10176848.8436373,816369,0,0,0,0,0,0,0,0,0,0
"FT0810",185.173097078214,113.385810852051,801494.022716392,0,0,0,0,0,0,0,0,0,0,0
"FT0812",186.061155522378,365.986053466797,1509191.72126017,0,0,0,0,0,0,0,0,0,0,0
"FT0813",186.105999060803,567.398559570312,7652485.27166265,0,0,0,0,0,0,0,0,0,0,0
"FT0814",186.112590400037,386.803894042969,6320373.55723041,0,0,0,0,0,0,0,0,0,0,0
"FT0815",186.112584219916,459.401214599609,4836652.4270906,0,0,0,0,0,0,0,0,0,0,0
"FT0816",186.112615117922,277.711975097656,5614258.90809278,0,0,0,0,0,0,0,0,0,0,0
"FT0817",186.944010010386,1237.93005371094,201182678.551293,0,0,0,0,0,0,0,0,0,0,0
"FT0818",186.944093156695,1197.81628417969,182152804.755337,0,0,0,0,0,0,0,0,0,0,0
"FT0819",186.953918269336,449.818786621094,11335052.7835717,0,0,0,0,0,0,0,0,0,0,0
"FT0820",187.107787443123,517.837799072266,614563.497836877,0,0,0,0,0,0,0,0,0,0,0
"FT0821",187.10778084534,457.958709716797,1463541.02201914,0,0,0,0,0,0,0,0,0,0,0
"FT0822",187.107799806518,558.755011597656,267185.872296208,0,0,0,0,0,0,0,0,0,0,0
"FT0823",188.037564437209,151.283744812012,11335877.4461769,833906,0,0,0,0,0,0,0,0,0,0
"FT0824",188.037687395199,385.853271484375,697918.837125331,0,0,0,0,0,0,0,0,0,0,0
"FT0825",188.037685451812,231.544204711914,889851.656922401,0,0,0,0,0,0,0,0,0,0,0
"FT0826",188.070737665967,371.194274902344,1933255.61885901,0,0,0,0,0,0,0,1597956,0,0,0
"FT0827",188.091833532314,287.679809570312,1705914.06588744,0,0,0,0,0,0,0,0,0,0,0
"FT0828",188.128165857514,172.098815917969,10505206.4276631,0,0,0,0,0,0,0,0,0,0,0
"FT0829",188.957734839624,136.813285827637,6389223.61319786,0,0,0,0,0,0,0,0,0,0,0
"FT0830",189.018011249802,584.306396484375,553111.13000685,0,0,0,0,0,0,0,0,0,0,0
"FT0831",189.07579111826,522.290191650391,1410285.74535502,0,0,0,0,0,0,0,0,0,0,0
"FT0832",189.095159760507,193.742599487305,164727.090122711,0,0,0,0,0,0,0,0,0,0,0
"FT0833",189.098325503159,440.008514404296,927680.272927376,0,0,0,0,0,0,0,0,0,0,0
"FT0834",189.123438625261,416.889663696289,2656875.8769315,0,0,0,0,0,0,0,0,0,0,0
"FT0835",189.123332673146,444.472351074219,23908258.3926826,0,0,0,0,0,0,0,0,0,0,0
"FT0836",189.123403741231,617.132537841797,673868.64910676,0,0,0,0,0,0,0,0,0,0,0
"FT0837",189.159812322798,845.510681152344,38951968.0179793,0,0,0,0,0,0,0,0,0,0,0
"FT0838",190.01268319765,401.332153320312,3239576.60372453,0,0,0,0,0,0,0,0,0,0,0
"FT0839",190.032199574519,112.464820861816,395665.141073584,0,0,0,0,0,0,0,0,0,0,0
"FT0840",190.071034488345,637.945343017578,5557425.08015924,0,0,0,0,0,0,0,0,0,0,0
"FT0841",190.086288479281,125.624965667724,349486.483483786,0,0,0,0,0,0,0,0,0,0,0
"FT0842",190.107490539863,579.196350097656,5307472.09935746,0,0,0,0,0,0,0,0,0,0,0
"FT0843",190.107410465922,543.867919921875,3714312.84701387,0,0,0,0,0,0,0,0,0,0,0
"FT0845",190.143901612343,469.44157409668,1141361.57698133,0,0,0,0,0,0,0,0,0,0,0
"FT0846",190.143779056975,415.073669433594,677583.410466127,0,0,0,0,0,0,0,0,0,0,0
"FT0847",190.163040530064,841.544097900391,6930677.68494188,0,0,0,0,0,0,0,0,0,0,0
"FT0848",190.957367464352,136.97038269043,5977939.04894409,0,0,0,0,0,0,0,0,0,0,0
"FT0849",191.073826605721,425.310546875,2423389.78450927,0,0,0,0,0,0,0,0,0,0,0
"FT0850",191.073815493329,497.073638916016,1985997.28722281,0,0,0,0,0,0,0,0,0,0,0
"FT0851",191.073735238854,547.573181152344,1669751.18797728,0,0,0,0,0,0,0,0,0,0,0
"FT0853",191.08934525674,403.367858886719,434762.757804282,0,0,0,0,0,0,0,0,0,0,0
"FT0854",191.091632781809,574.265747070312,715953.136483395,0,0,0,0,0,0,0,0,0,0,0
"FT0855",191.117858264791,123.405197143555,301699.473584151,0,0,0,0,0,0,0,0,0,0,0
"FT0856",192.046519501851,575.561309814453,159850.381541851,0,0,0,0,0,0,0,0,0,0,0
"FT0857",192.068959963701,590.608215332031,750552.1182058,0,0,0,0,0,0,0,0,0,0,0
"FT0858",192.086727709779,574.057312011719,474072.076650135,0,0,0,0,0,0,0,0,0,0,0
"FT0859",192.123065465863,545.741546630859,4522698.5341104,0,0,0,0,0,0,0,0,0,0,0
"FT0860",192.123131691796,273.649444580078,3236445.31576026,0,0,0,0,0,0,0,0,0,0,0
"FT0861",192.159567571594,119.170631408691,533074.850462599,0,0,0,0,0,0,0,0,0,0,0
"FT0862",192.888212739321,182.630195617676,1952601.12680571,0,0,0,0,0,0,0,0,0,0,0
"FT0863",193.010166592481,401.696380615234,1116754.86535284,0,0,0,0,0,0,0,0,0,0,0
"FT0864",193.053080483798,580.5693359375,44352992.3259595,3235370,0,1894324,0,0,0,0,0,0,0,0
"FT0865",193.089381404279,457.483322143554,95351087.7637389,7860924,0,4092011,0,0,0,0,0,0,0,0
"FT0866",193.089550201605,494.718551635743,23824325.5938566,2015421,0,0,0,0,0,0,0,0,0,0
"FT0867",193.154840144555,338.429122365234,11744826.9069926,0,0,0,0,0,0,0,0,0,0,0
"FT0868",194.009763287686,567.060699462891,48997041.2691298,0,0,0,0,0,0,0,0,0,0,0
"FT0869",194.009764051617,551.92626953125,82962304.3369985,0,0,0,0,0,0,0,0,0,0,0
"FT0871",194.067396835326,204.062820434571,1135373.46863176,0,0,0,0,0,0,0,0,0,0,0
"FT0872",194.077497588745,577.937574,751586.996720897,0,0,0,0,0,0,0,0,0,0,0
"FT0874",194.092733857204,458.230484008789,2192874.02423347,0,0,0,0,0,0,0,0,0,0,0
"FT0875",194.154110956547,116.184524536133,673486.229416712,0,0,0,0,0,0,0,0,0,0,0
"FT0876",194.886409109208,186.972259521484,2312115.09295515,0,0,0,0,0,0,0,0,0,0,0
"FT0877",195.025187008312,842.677307128906,2811659.67440953,0,0,0,0,0,0,0,0,0,0,0
"FT0878",195.027333468536,263.21923828125,1059157.86678071,0,0,0,0,0,0,0,0,0,0,0
"FT0880",195.06870317626,548.073089599609,2857621.83388512,0,0,0,0,0,0,0,0,0,0,0
"FT0881",195.068763774071,580.944580078125,823960.635667204,0,0,0,0,0,0,0,0,0,0,0
"FT0882",195.076459710663,522.710858566406,1857696.33217,0,0,0,0,0,0,0,0,0,0,0
"FT0883",195.085020045918,492.65364074707,1737091.62480124,0,0,0,0,0,0,0,0,0,0,0
"FT0884",195.12287902832,124.783767700195,9977323.36202934,842023,0,0,0,0,0,0,1564290,0,0,0
"FT0885",196.004013061523,270.10205078125,516533.197309517,0,0,0,0,0,0,0,0,0,0,0
"FT0888",196.020748816159,401.010223388672,839370.448771811,0,0,0,0,0,0,0,0,0,0,0
"FT0889",196.056666072103,605.243774414062,334650.005466085,0,0,0,0,0,0,0,0,0,0,0
"FT0890",196.083033665646,243.918685913086,5267360.33541953,0,0,0,0,0,0,0,0,0,0,0
"FT0891",196.108363365903,285.880432128906,2259700.5270166,0,0,0,0,0,0,0,0,0,0,0
"FT0893",196.169762011356,108.502075195312,3496809.54789321,425060,0,0,0,0,0,0,0,0,0,0
"FT0894",197.040858997083,664.687530517578,538128.909251177,0,0,0,0,0,0,0,0,0,0,0
"FT0895",197.096404623659,577.636901855469,685927.253593083,0,0,0,0,0,0,0,0,0,0,0
"FT0896",197.122461145779,312.99951171875,1231683.58956901,0,0,0,0,0,0,0,0,0,0,0
"FT0897",197.122479495048,309.095947265625,615902.882228686,0,0,0,0,0,0,0,0,0,0,0
"FT0899",198.004145401687,544.178405761719,17816583.2495441,0,0,0,0,0,0,0,0,0,0,0
"FT0900",198.010581812792,568.661682128906,28709728.4003257,1807453,0,0,0,0,0,0,0,0,0,0
"FT0901",198.03982327087,673.608276367188,7371531.56280789,0,0,0,0,0,0,0,0,0,0,0
"FT0902",198.089085436354,459.666320800781,1221044.19780575,0,0,0,0,0,0,0,0,0,0,0
"FT0903",198.09863800026,289.693069458007,3873959.48425541,0,0,0,0,0,0,0,0,0,0,0
"FT0904",198.124074105443,426.979934692383,2560186.60141826,0,0,0,0,0,0,0,0,0,0,0
"FT0905",198.185377409209,112.424285888672,5206053.25759456,0,0,0,0,0,0,0,0,0,0,0
"FT0906",198.996945710888,531.894134521484,4386819.63873891,0,0,0,0,0,0,0,0,0,0,0
"FT0907",198.997091848872,577.636901855469,5705297.51569681,0,0,0,0,0,0,0,0,0,0,0
"FT0908",198.997010321553,484.272430419922,7806760.11987976,0,0,0,0,0,0,0,0,0,0,0
"FT0909",199.102022956059,289.380615234375,644385.728566221,0,0,0,0,0,0,0,0,0,0,0
"FT0911",199.997650992343,578.766845703125,763154.421276489,0,0,0,0,2085368,0,0,0,0,0,0
"FT0912",200.048919688399,245.992698669433,757549.203708803,0,0,0,0,0,0,0,0,0,0,0
"FT0913",200.112025862646,401.398468017578,683448.040018131,0,0,0,0,0,0,0,0,0,0,0
"FT0914",200.12827236482,142.957397460938,5722109.51457593,0,0,0,0,0,0,0,0,16621172,0,0
"FT0915",200.962335826671,576.5107421875,1499475.1982951,0,0,0,0,0,0,0,0,0,0,0
"FT0916",200.994328719123,579.203369140625,3217955.28844874,0,0,0,0,0,0,0,0,0,0,0
"FT0917",200.994293620355,528.908386230469,2369001.83345867,0,0,0,0,0,0,0,0,0,0,0
"FT0918",201.025111334725,384.763824462891,1993616.70197307,0,0,0,0,0,0,0,0,0,0,0
"FT0919",201.123417626853,555.616546630859,630175.711334126,0,0,0,0,0,0,0,0,0,0,0
"FT0920",202.10750955178,596.585052490234,2175937.40299941,0,0,0,0,0,0,0,0,0,0,0
"FT0921",202.966596592357,450.626739501953,3422331.74612599,0,0,0,0,0,0,0,0,10240564,0,0
"FT0922",202.997146065821,797.984039306641,228013638.241948,0,0,0,0,0,2169258,0,0,0,0,0
"FT0923",203.115228041074,608.024688720703,2390631.00676042,0,0,0,0,0,0,0,0,0,0,0
"FT0924",203.175489046511,445.877731323242,2981303.40981739,0,0,0,0,0,0,0,0,0,0,0
"FT0925",203.997634887695,791.092712402344,25299347.308876,0,0,0,0,33787595,0,0,0,0,0,0
"FT0926",204.078747798526,289.181870192383,1145941.73345073,0,0,0,0,0,0,0,0,0,0,0
"FT0927",204.086742673014,125.83215713501,10441808.9962705,0,0,0,0,0,0,0,0,0,0,0
"FT0928",204.086783282026,390.103454589844,4354409.69699624,0,0,0,0,0,0,0,0,0,0,0
"FT0929",204.123207311556,337.248641967773,178825708.703475,17281112,0,0,0,0,0,0,0,0,0,0
"FT0930",204.123187619489,603.014221191406,4517302.42214988,0,0,0,0,0,0,0,0,0,0,0
"FT0931",204.964572610833,451.569702148438,3865822.4387433,0,0,0,0,0,0,0,0,11647239,0,0
"FT0933",205.045903561012,692.894622802734,1712898.44181653,0,0,0,0,0,0,0,0,0,0,0
"FT0934",205.070771749626,567.776000976562,15569847.248349,1210625,0,0,0,0,0,2506279,26234339,0,0,0
"FT0935",205.07078070512,725.370056152344,3138317.55872884,0,0,0,0,0,0,0,0,0,0,1722942
"FT0936",205.089648605507,371.520568847656,1809023.63008883,0,0,0,0,0,0,0,0,0,0,0
"FT0937",205.097330989819,371.58945,1688486.75189667,0,0,0,0,0,0,0,0,0,0,0
"FT0940",206.081288017999,127.970779418945,1163941.3597898,0,0,0,0,0,0,0,0,0,0,0
"FT0941",206.10248363067,586.062316894531,5025254.03882171,0,0,0,0,0,0,0,0,0,0,0
"FT0942",206.102401990368,530.483795166016,1223624.09887553,0,0,0,0,0,0,0,0,0,0,0
"FT0943",206.102395351613,160.213958740234,22957283.1536345,0,0,0,0,0,0,0,0,0,0,0
"FT0944",206.138845586994,304.851684570312,7884935.74410353,0,0,0,0,0,0,0,0,0,0,0
"FT0945",206.138847767917,140.633758544922,65436554.6482333,0,0,0,0,0,0,0,0,0,0,0
"FT0946",206.138871315536,413.28759765625,2222179.55875884,0,0,0,0,0,0,0,0,0,0,0
"FT0947",207.068560927204,448.064392089844,2446275.74846439,0,0,0,0,0,0,0,0,0,0,0
"FT0950",207.170416047717,308.443222045898,2180571.39107388,0,0,0,0,0,0,0,0,0,0,0
"FT0951",208.092960034458,411.444519042969,935795.76239165,0,0,0,0,0,0,0,0,0,0,0
"FT0952",208.116073608398,400.255981445312,619324.276083729,0,0,0,0,0,0,0,0,0,0,0
"FT0953",209.047934889826,591.448303222656,32475171.6232865,2322187,0,1402875,0,0,0,0,0,0,0,0
"FT0954",209.077176973779,386.637893676757,29803119.9662956,0,0,0,0,0,0,0,0,459411,0,0
"FT0955",209.084456349927,397.263732910156,8564138.52933427,763846,0,0,0,0,0,0,0,0,0,0
"FT0956",209.122552210076,123.797779083252,245279.665924764,0,0,0,0,0,0,0,0,0,0,0
"FT0958",210.072271092772,597.004577636719,1552749.64377839,0,0,0,0,0,0,0,0,0,0,0
"FT0959",210.076220445822,576.703063964844,1068970.00464546,0,0,0,0,0,0,0,0,0,0,0
"FT0961",211.056470561738,648.1318359375,1864101.77643562,0,0,0,0,0,0,0,0,0,0,0
"FT0962",211.080294790608,436.603118896484,558778.157507629,0,0,0,0,0,0,0,0,0,0,0
"FT0963",212.095153851169,525.921752929688,91605863.5313875,6705586,0,0,0,0,0,0,0,0,0,0
"FT0964",212.14932473224,124.662574768066,1596617.44260505,0,0,0,0,0,0,0,0,0,0,0
"FT0965",212.164573911011,119.440612792969,1636338.58808332,0,0,0,0,0,0,0,0,0,0,0
"FT0966",213.054304072221,376.701919555664,1529672.95412367,0,0,0,0,0,0,0,0,0,0,0
"FT0967",214.064552085494,199.447708129883,4686082.18891935,0,0,0,0,0,0,0,0,0,0,0
"FT0968",214.089753303904,106.298431396485,27183337.6645894,0,0,0,0,0,0,0,0,0,0,0
"FT0969",214.974622088847,579.471313476562,1943311.75613892,0,0,0,0,0,0,0,0,0,0,0
"FT0970",215.033504410003,243.069648742676,3314505.51594976,0,0,0,0,0,0,0,0,0,0,0
"FT0971",215.065211866077,401.332153320312,1096823.77234249,0,0,0,0,0,0,0,0,0,0,0
"FT0972",215.106303220405,263.5986328125,679150.595402761,0,0,0,0,0,0,0,0,0,0,0
"FT0973",216.107085398751,401.100402832031,1350395.70748685,0,0,0,0,0,0,0,0,0,0,0
"FT0974",216.12320294343,608.267211914062,2145414.67908426,0,0,0,0,0,0,0,0,0,0,0
"FT0975",217.012896341416,654.598022460938,1463906.34918487,0,0,0,0,0,0,0,0,0,0,0
"FT0976",217.07773256041,129.900730133056,3118444.6723095,469441,0,0,0,0,0,0,0,0,0,0
"FT0977",217.107139889245,114.846839904785,4347216.90747548,0,0,0,0,0,0,0,0,0,0,0
"FT0978",218.138773731625,254.101211547852,83713575.5801936,0,0,0,0,0,0,0,0,0,0,0
"FT0979",218.974726263983,795.619201660156,34666516.5928425,0,0,0,0,0,0,0,0,0,0,0
"FT0980",219.086385811245,140.622375488281,1470879.69793478,0,0,0,0,0,0,0,0,0,0,0
"FT0981",219.122991032716,103.627758026123,596044.089896702,0,0,0,0,0,0,0,0,0,0,0
"FT0983",219.170285663827,307.303588867188,1308075.5613183,0,0,0,0,0,0,0,0,0,0,0
"FT0984",219.989398103479,1188.8076171875,4995900.94123422,0,0,0,0,0,0,0,0,0,0,0
"FT0985",220.023760159385,790.9658203125,2424004.44858324,0,0,0,0,0,0,0,0,0,0,0
"FT0986",220.063829339549,588.931823730469,17452207.605101,0,0,0,0,0,0,0,0,0,0,0
"FT0987",220.081573486328,184.72119140625,13285132.9095758,0,0,0,0,0,0,0,0,0,0,0
"FT0988",220.093088629969,447.77783203125,455729.928712518,0,0,0,0,0,0,0,0,0,0,0
"FT0989",220.118015842933,542.852966308594,1065823.58536889,0,0,0,0,0,0,0,0,0,0,0
"FT0990",220.118081910808,581.886352539062,2817499.69811096,0,0,0,0,0,0,0,0,0,0,0
"FT0991",221.00770095097,788.133117675781,70890396.0160321,0,0,0,0,0,0,0,0,255404492,0,0
"FT0992",221.084310180733,399.07080078125,845849.403032886,0,0,0,0,0,0,0,0,0,0,0
"FT0993",221.088466650289,624.600067138672,549749.702328498,0,0,0,0,0,0,0,0,0,0,0
"FT0994",221.18462415717,125.338775634766,4084496.45506062,0,0,0,0,0,0,0,0,0,0,0
"FT0995",222.008194075941,791.78759765625,7091365.60198296,0,0,0,0,0,0,0,0,0,0,0
"FT0997",222.097245160096,579.331420898438,15734716.123231,0,0,0,0,0,0,0,0,0,0,0
"FT0998",222.108538151316,423.023712158203,876435.690555127,0,0,0,0,0,0,0,0,0,0,0
"FT1000",223.056447933981,691.475341796875,3899496.51619753,0,0,0,0,0,0,0,0,0,0,0
"FT1001",223.063510001294,494.395538330078,1257319.73431716,0,0,0,0,0,0,0,0,0,0,0
"FT1002",223.063454985007,534.408477783203,1994971.56198935,0,0,0,0,0,0,0,0,0,0,0
