PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
0,Unknown,930,2.026763,2.057155,2.236358,295.1945,126736.3594,662651.3125,null,[M+H]+,M + 1,isotope of 1,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,95.59039,294.95166:49407 295.1442:21614 295.19473:179835 296.04575:1439850 296.24301:40467 297.04916:46840 297.09473:47252 297.19141:15636 299.11038:54369 299.20755:13663,
1,Unknown,931,2.026763,2.060826,2.368017,294.1912,952772.125,5527562,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,425.2464,294.15469:123130 294.19125:1016832 294.95181:33538 295.14429:16001 295.19455:130747 296.04581:1516292 296.15051:13935 296.24377:49439 297.04974:63259 297.09464:69467 299.11075:28084,
2,Unknown,936,1.949527,2.072273,2.23012,183.0783,70060.41406,453671.125,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,9.876465,183.01045:16329 183.07829:75336 183.1243:14902 184.18111:42143 186.18529:14991 186.95277:20526,
3,Unknown,936,1.85264,2.072273,2.390478,489.2289,252155.8906,2545312,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,5043.118,489.229:290923 490.23251:80215 492.23944:71686 492.32385:21690 493.24384:31604 493.34818:15204 494.17136:55358,
4,Unknown,939,1.85264,2.077876,2.388234,444.1711,269974.0625,2749798.25,null,[M+H]+,M + 0,adduct linked to 6_[M+NH4]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,162.359,444.17111:271648 444.37997:228657 445.03046:24517 445.1752:101175 445.23355:986488 445.38376:79206 446.23651:251968 447.23883:49058 448.16565:21885 448.23383:46876,
5,Unknown,939,1.882648,2.077876,2.31767,445.1752,87029.07031,838420.5,null,[M+H]+,M + 1,isotope of 4,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,57.34052,445.03046:24517 445.1752:101175 445.23355:986488 445.38376:79206 446.23651:251968 447.23883:49058 448.16565:21885 448.23383:46876 449.23874:42493 449.33765:46684,
6,Unknown,939,1.90561,2.077876,2.271226,461.198,78748.90625,700573,null,[M+NH4]+,M + 0,adduct linked to 4_[M+H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,1574.978,461.19778:107290 461.36008:24938 462.20044:33460 462.22964:99024 463.2496:667440 464.25345:154782 465.25677:21718,
7,Unknown,939,1.81509,2.077876,2.491637,502.2242,482490.875,5183767,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,299.2552,502.22424:557908 503.2276:209465 504.22964:31488 505.23886:53669,50.24329:3183 54.65956:3647 59.06119:190899 81.54769:3455 127.46532:3568 128.46608:3329 130.06549:6199 150.8206:3784 158.96141:4049 166.47575:3933 211.76094:3425 223.38083:3439 227.73688:5673 297.23807:3828
8,Unknown,939,1.920406,2.077876,2.247697,503.2276,173611.5156,1576357.375,null,[M+H]+,M + 1,isotope of 7,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,3472.23,503.2276:209465 504.22964:31488 505.23886:53669,
9,Unknown,940,1.889796,2.081549,2.301484,490.2328,81833.28906,805962.8125,null,[M+H]+,M + 1,isotope of 3,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,44.27211,490.23236:86934 492.23944:69531 492.32382:17106 493.24332:16799 494.1709:43057 495.17523:20698,
