PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
0,Unknown,918,1.958018,2.051128,2.167589,168.0654,127030.9844,669676.5,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,24.96869,168.06548:144109 168.13847:12416 168.15755:43870 169.00171:19606 169.06862:15523 169.16975:28392 170.15381:14514 171.11273:213714 171.14911:186746 171.18579:11634 172.116:29956 172.15237:14045,
1,Unknown,921,1.954604,2.060224,2.261643,316.2117,184659.6406,1337711.875,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,84.61286,316.21173:199637 316.32153:13949 317.21506:33623 318.02737:28374 319.16574:10602,
2,Unknown,945,1.911866,2.11606,2.188281,220.0999,74079.625,392690.875,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,58.53749,220.09995:77194 220.14636:18467 220.16928:15563 222.14874:11926 222.18474:11025 223.09624:49408 223.21683:11381 223.97662:69755,
3,Unknown,979,1.984345,2.190527,2.219791,262.1712,64237.90625,268754.125,null,[M+H]+,M + 2,isotope of 6,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,49.09781,262.1712:69227 263.21176:9686 263.97638:10982 265.00333:358616 266.00684:15944 266.22345:12719 267.07275:45110,
4,Unknown,981,1.854608,2.194081,2.51137,261.1678,815720.8125,8679332,null,[M+H]+,M + 1,isotope of 6,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,232.1796,261.16776:842878 262.1713:66891 262.23697:13973 263.37253:10975 265.00327:437154 266.00714:13956,
5,Unknown,981,2.082459,2.194081,2.473596,318.2175,124397.6484,1270485,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,52.53682,317.72437:11237 318.0275:35716 318.2175:142444 318.30023:18761 319.22018:24835 323.05643:36437,
6,PQS,983,2.020391,2.19791,2.542443,260.1644,4834368,51372384,null,[M+H]+,M + 0,,2.16,260.16504,null,null,null,null,annotated by user-defined text library,TRUE,TRUE,FALSE,100,null,null,null,99.6,3098.02,259.9494:10413 260.16437:5105126 261.16776:859267 262.17111:73277 262.23746:14734 264.32462:9533 265.00333:442182,52.56008:3893 58.0624:3449 62.32789:3641 65.8792:3212 109.85763:3803 111.83065:3706 133.00798:3888 141.46031:3541 154.97391:3800 175.06293:6726 189.61249:3934 217.46054:3226 227.44771:4046 227.46185:8807 227.47343:5326 260.16431:902591
7,Unknown,1016,2.133704,2.27287,2.554458,317.2093,40972.86328,353466.0313,null,[M+2ACN+H]+,M + 0,adduct linked to 9_[M+2K-H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,32.80736,317.20932:38486 318.02704:32471 318.21765:72837 318.29999:15253 319.22046:20600,
8,Unknown,1016,2.071232,2.27287,2.498985,383.1034,75589.82031,393359.375,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,19.39982,383.10342:60323 383.13315:35645 383.39938:15977 384.97781:43272 386.97699:25157,
9,Unknown,1023,2.160227,2.289699,2.400673,311.0731,31175.94922,142920.75,null,[M+2K-H]+,M + 0,adduct linked to 7_[M+2ACN+H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,25.15079,310.92542:14347 311.07312:39133 312.04044:73939 312.27539:13607 313.07205:368022 313.14352:12795 313.99619:179203 315.29974:12863,
10,Unknown,1028,2.060224,2.301947,2.473596,206.0431,62273.23047,435871.8438,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,27.98334,206.04306:71387 207.01759:190648 207.12399:28525 208.10786:16283 208.18089:20451 208.93451:14940 209.01282:51901 209.05203:19281 209.15369:16405 209.16476:17054 210.02843:18221 210.16071:11030 210.19649:12295 211.01071:18324,
11,Unknown,1029,2.090348,2.304193,2.460096,268.1035,56201.125,347929.9063,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,40.01832,268.01425:390216 268.10358:63175 269.03464:81348 270.14795:10857 272.96951:165722,
12,Unknown,1031,2.194081,2.308682,2.477075,281.0988,76981.82031,556436.0625,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,69.0583,281.09879:88938 282.0296:100322 282.10202:14339 284.19666:13135,
13,Unknown,1046,2.144619,2.346148,2.498985,263.0518,170827.1563,933871.6875,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,140.0889,263.05179:154335 265.00336:433970 266.22263:19805 267.07324:38747 268.01431:408475,
14,Unknown,1049,2.201569,2.352884,2.520351,302.1961,143938.3906,1005654.188,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,40.21521,302.19608:152348 302.24335:16165 302.30493:18169 303.19931:19325,
15,Unknown,1072,2.324065,2.403817,2.494493,173.1363,72023.78125,466579.5313,null,[M+H]+,M + 1,isotope of 16,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,26.68925,173.13287:14713 173.13634:66128 175.10753:12730 176.13931:84069 177.0506:12691 177.05464:43757 178.12262:47810,
16,Unknown,1076,2.292966,2.411161,2.752123,172.1331,646110.0625,5910506.5,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,117.4892,172.11594:24838 172.1331:674123 172.15271:28487 173.13646:60833 175.06258:12497 176.13928:74936 177.04025:12579 177.05455:31862,72.36983:3559 76.54855:3505 96.44526:3443 98.09687:394364 98.60541:3153 126.11089:5950 149.11946:3671 172.07896:4932 172.11697:17525 172.13316:410446 172.15208:12427 172.20589:4785
17,Unknown,1081,2.257151,2.420361,2.591118,265.0673,45508.94531,248158.4219,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,28.94571,264.99521:23120 265.00333:437106 265.06711:51591 266.00671:16311 266.22272:27577 267.0733:38061 267.9678:15104 268.01416:366157 269.01764:15393 269.03448:99095,
18,Unknown,1107,2.289699,2.481566,2.695538,196.1006,114412.2813,797061.4375,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,32.26576,196.0959:19415 196.10063:115038 197.20102:11072 198.14857:15568 198.18536:18723 199.1805:41154,
19,Unknown,1107,2.339413,2.481566,2.602345,209.0956,91687.38281,593863.6875,null,[2M+H]+,M + 0,adduct linked to 20_[M+H-H2O]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,18.36098,208.93469:22704 209.01283:72754 209.05193:12130 209.09555:106001 209.13881:10723 209.15344:17096 210.02829:15134 210.16039:12586 210.19643:19244 211.01067:17149 211.09184:15734 211.14389:10976 212.095:830383 212.14914:24283 213.09839:46845 213.1125:11165 213.1595:15924 214.08951:634052,
20,Unknown,1112,2.324065,2.49225,2.763596,87.04456,243518.1875,1991141,null,[M+H-H2O]+,M + 0,adduct linked to 19_[2M+H]+; found in higher mz's MsMs_21,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,176.1839,87.04456:238714 87.05585:84143 87.09219:552476 88.04803:12567 88.05108:17639 88.07462:17211 88.07619:439422 88.09551:30286 88.11257:491036 89.07957:12920 89.10786:80280 89.11591:15321 90.09177:42192 91.02951:89546 91.04216:16135 91.05069:17376 91.05467:11813 92.03736:438069,
21,Unknown,1113,2.239974,2.494493,2.767573,151.0423,775000.0625,6381885.5,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,115.4454,151.0116:12439 151.04231:813804 151.0865:11684 152.04578:36531 152.08191:21635 152.10703:14981 152.11826:14880 152.94832:13186 153.03815:33221 153.07692:16097 153.1385:13562 154.04436:12110 154.08615:10454 154.09741:10538 154.12254:13037 154.13383:273564 155.11774:15136 155.13721:14317 155.15416:14566,51.40475:3411 55.01858:54542 69.64281:3667 74.31983:3317 78.9585:3315 87.04458:488626 89.06023:7767 119.01631:39952 127.99579:13952 148.42627:3624 151.0865:15027 151.09785:8931 151.12311:11866
22,Unknown,1122,2.24702,2.515862,2.748183,192.1595,84489.1875,760509.25,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,28.21654,192.13779:12286 192.15933:87071 192.99094:9487 193.00194:105731 193.15848:11483 194.08449:51692 194.11757:94707 194.99736:44049 195.12277:45038 195.18538:18023 196.01317:14635 196.09579:16201 196.1006:86904,
23,Unknown,1125,2.477075,2.522597,2.574807,215.0501,41821.26953,47891.32422,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,5.441378,214.98347:16639 215.03352:19042 215.04114:40437 215.04422:93392 215.05014:292749 215.05702:48600 215.05858:46240 215.06847:19323 215.08049:10440 215.09335:56244 216.08534:23705 217.15445:36530 218.21144:17491,
24,Unknown,1146,2.503477,2.574807,2.755796,256.1751,76227.79688,581970.375,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,18.11869,256.17511:89372 258.181:9949 258.27875:14051 260.1644:184050,
25,Unknown,1156,2.544687,2.597855,2.733465,174.149,35129.5625,224201.5781,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,12.86142,174.14903:44615 176.13939:76202 177.05449:40479 178.12253:35078 178.98618:62714 179.03516:52748 179.06357:13789,
26,Unknown,1161,2.593364,2.608172,2.72635,250.9877,2697172.25,19534120,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,22.14012,250.94133:124752 250.9877:2785239 251.18619:11430 251.22284:19131 251.98468:36491 251.99135:51064 252.93951:116579 254.1394:12295 254.93788:16320,
27,Unknown,1167,2.611857,2.621084,2.845403,266.1385,50065.29688,172457.9688,null,[M+Li]+,M + 0,adduct linked to 32_[M-C6H10O4+H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,34.75497,266.00681:12946 266.13852:68180 266.22305:23921 267.07333:58892 268.01425:380442 269.03476:92325 270.14807:14316 270.31573:12653 270.78586:9462,
28,Unknown,1172,2.540197,2.634176,2.742794,102.0917,340502.25,2176293.75,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,28.35677,102.03429:27877 102.06657:17288 102.09174:364788 102.12811:500460 103.087:57153 103.09496:12936 103.13149:40437 103.95606:18024 104.03733:22837 104.07095:513597 104.09032:10103 104.1073:33703 105.04268:156052 105.04506:56967 105.04837:21045 105.07432:17812 105.95419:9728 106.04848:11214 106.05296:47705 106.08664:77668 107.06068:41563,
29,Unknown,1174,2.520351,2.637751,2.755796,343.2955,55192.81641,387402.3438,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,18.29251,343.29547:62343 344.2287:19444,
30,Unknown,1175,2.506879,2.641309,2.818424,131.0898,38284.26953,152563.8594,null,[M+H]+,M + 1,isotope of 33,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,8.389736,131.08168:11006 131.08972:39971 131.11795:26044 132.05569:17204 132.10199:110732 133.06345:30117 133.09714:12495 134.11746:10420 136.06186:64922 136.07556:12690,
31,Unknown,1175,2.473596,2.641309,2.733465,438.1205,83586.15625,345008.5938,null,[M+H]+,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,31.00799,438.12054:99537 438.3783:15159 439.12271:16629 442.86859:22739 443.03168:67581,
32,Unknown,1179,2.540197,2.649632,2.789887,114.0916,348718.0313,3535973.75,null,[M-C6H10O4+H]+,M + 0,adduct linked to 27_[M+Li]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,17.85815,114.0664:22810 114.09161:339626 114.10273:11537 114.111:56492 114.55864:17000 115.06003:9987 115.08694:12473 115.09496:23810 115.12323:254668 115.1255:13933 116.07081:19979 116.08204:9747 116.10729:81038 116.12653:23971 116.14365:34934 117.11363:83596 117.13879:16456 117.14701:9467 118.03238:37155 118.06535:191554 118.06751:17135 118.08648:1000609 118.12281:70608 119.01627:11096 119.06873:20416 119.08989:50067,52.24649:3583 55.05499:4908 55.08355:3304 69.07057:19297 70.06575:17050 71.06917:16434 72.08149:19522 78.19349:3761 79.05479:24203 88.96722:3374 96.08128:27919 97.06512:14564 97.0846:21590 108.07988:3306 108.79888:3515 114.0666:11228 114.09164:478066 114.10233:17299 114.111:28005
33,Unknown,1179,2.540197,2.649632,2.767573,130.0863,606922.5,3324229.5,null,[M+H]+,M + 0,adduct linked to 38_[M+2ACN+H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,103.1421,130.08635:723217 130.15919:145034 131.08992:47075 131.11797:28246 131.16246:17310 132.05565:20979 132.10202:85343 133.06337:25096,51.6488:3319 55.26799:3076 55.51253:3024 55.58691:3085 56.69881:3325 57.07063:11610 62.79681:3874 70.06581:305292 74.097:16050 76.97189:3262 91.54203:4386 96.22922:3333 96.47384:2965 103.72483:3788 123.49538:3740 130.0652:19223 130.08635:129770 130.15913:86145
34,Unknown,1181,2.540197,2.653284,2.739017,195.0062,50625.49219,175854.2813,null,[M+Na]+,M + 0,adduct linked to 41_[M+2ACN+H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,19.28884,194.99739:42923 195.00623:71180 195.06903:10342 195.12273:572962 195.18564:19761 195.97334:11179 196.12032:9327 196.12592:53052 197.12715:16287 197.65569:12007 198.1852:11293 198.25983:11120 198.31117:10563 199.18053:37992,
35,Unknown,1181,2.584147,2.653284,2.759104,239.1389,110938.1875,831172.3125,null,[M+H]+,M + 0,similar chromatogram in higher mz_29,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,11.07368,239.07918:58034 239.13901:110980 239.14874:61926 240.1804:101136 241.1837:15055 242.28433:61327,
36,Unknown,1183,2.597855,2.65713,2.739017,148.0969,54911.25,335236.3438,null,[M+Na]+,M + 0,adduct linked to 45_[M+2ACN+H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,7.321085,147.98366:42519 148.0605:20775 148.08676:22358 148.09686:72270 148.11198:21300 148.99341:17825 149.01361:46170 149.02338:95133 149.10738:18188 150.05507:26531 150.11237:18241 151.01166:17379 151.04236:137186 151.09689:14425 151.12309:19352 152.04723:22910 152.07077:13074 152.08186:17528 152.11812:23934 152.14319:13018 153.03802:11629 153.06592:13758,
37,Unknown,1183,2.562274,2.65713,2.793873,195.1228,479697.2188,2766559.75,null,[M+H]+,M + 0,adduct linked to 39_[M+2Na-H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,73.77037,194.99734:42612 195.0061:65302 195.12276:586059 195.18533:12889 196.10056:13084 196.12617:52637 196.14485:10470 197.1277:12025 198.0527:29061 198.43173:12144 199.18057:33732,55.38987:3294 58.13538:3163 61.68565:3719 77.90434:2936 79.66707:3250 89.06026:186182 91.17513:3526 97.27602:3702 97.81374:3179 102.70799:3549 107.07075:8213 117.95991:23329 117.96404:4162 130.08659:6910 133.08607:34290 139.08232:3874 151.09669:5808 158.98628:5345 159.40887:3396 179.88203:3443 180.08768:3906 195.00638:14572 195.08881:3583 195.11302:5745 195.12234:9216
38,Unknown,1183,2.574807,2.65713,2.745938,212.1491,95353.54688,485665.1563,null,[M+2ACN+H]+,M + 0,adduct linked to 33_[M+H]+,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,23.89426,212.05322:12392 212.09509:724237 212.14912:101431 212.16475:11965 212.21194:15328 213.09843:58762 213.11311:21772 213.15945:23872 214.08961:590369 214.10765:11853 214.17986:17365 214.98392:33331 215.09315:45407 216.08553:30409 216.15904:9964 216.9882:17045 217.10463:14051,
