mz,mz_obs,compound,file_name,rt,rtmin,rtmax,MS2s
183.06573,183.06523,Syringaldehyde,201112_Std_250nMStdsInH2O_35dda1,5.061,4.261,5.861,"113.96399, 100; 123.04433, 43; 131.97439, 30.3; 141.95868, 25.4; 95.04964, 24.1; 72.93781, 20.9; 159.96922, 17.5; 155.07034, 13.5; 90.94822, 13.2; 140.04683, 10.1; 98.98466, 6; 154.99021, 5.3; 97.96923, 4.6; 56.94295, 3.2; 141.92102, 3.1; 148.97699, 3; 127.01561, 2.9; 182.98529, 2.5; 130.96662, 2.4; 183.06537, 2.4; 119.01798, 2.2; 99.94845, 2; 84.96026, 1.9; 73.0291, 1.7; 88.93261, 1.6; 108.95875, 1.6; 106.94297, 1.4; 159.93165, 1.2; 107.95081, 1.1; 89.94043, 1; 125.96124, 1; 53.03936, 1; 123.08049, 1; 95.08596, 1; 118.94291, 0.9; 118.96755, 0.9; 165.09125, 0.8; 105.04523, 0.7; 117.95884, 0.7; 137.09623, 0.7; 112.9563, 0.7; 115.97968, 0.6; 67.05493, 0.6; 124.9535, 0.6; 155.06302, 0.6; 136.95322, 0.6"
190.08626,190.08604,3 Indolepropionic Acid,201112_Std_250nMStdsInH2O_35dda1,6.393,5.593,7.193,"130.06524, 100; 172.07565, 8.6; 190.0863, 6.6; 55.0186, 3.1; 121.96638, 2.2; 146.56618, 1.9; 149.02336, 1.7; 155.57148, 1.2; 131.06862, 0.6; 88.9532, 0.6; 158.07422, 0.6"
190.08681,190.08652,Indole 3 methyl acetate,201112_Std_250nMStdsInH2O_35dda1,7.043,6.243,7.843,"130.06524, 100; 172.07565, 8.6; 190.0863, 6.6; 55.0186, 3.1; 121.96638, 2.2; 146.56618, 1.9; 149.02336, 1.7; 155.57148, 1.2; 131.06862, 0.6; 88.9532, 0.6; 158.07422, 0.6"
195.0882,195.08766,Caffeine,201112_Std_250nMStdsInH2O_35dda1,3.889,3.0889999999999995,4.689,"195.08779, 100; 109.95907, 78.6; 138.06629, 22; 153.94857, 15.4; 171.95909, 12.2; 160.52747, 10.4; 151.52213, 8; 71.95256, 2.6; 195.12121, 2.6; 89.06025, 2.2; 127.96948, 1.6; 95.04964, 1.5; 112.97882, 1; 207.99535, 0.9; 194.97534, 0.8; 130.98912, 0.8; 136.04723, 0.6; 110.07161, 0.6"
197.08139,197.08084,Acetosyringone,201112_Std_250nMStdsInH2O_35dda1,5.385,4.585,6.185,"155.07032, 100; 140.04694, 45.7; 197.09615, 18.6; 197.08076, 17.4; 111.95958, 16.6; 57.07072, 11.7; 113.96408, 8; 123.0444, 5.9; 197.05975, 4.9; 173.08122, 3.6; 114.96455, 3.3; 102.60927, 2.6; 137.05954, 2.6; 84.96046, 2.5; 135.11662, 2.4; 56.9656, 2.4; 131.97435, 2.3; 162.52408, 2.3; 165.0457, 2.2; 83.08618, 2.2; 97.18211, 2.1; 59.56565, 2.1; 152.52394, 2.1; 161.13304, 2; 83.64462, 2; 58.20743, 1.9; 58.64143, 1.9; 81.74699, 1.9; 197.96906, 1.8; 64.67613, 1.8; 60.41943, 1.8; 70.22693, 1.8; 58.6697, 1.8; 112.44237, 1.7; 99.0779, 1.7; 209.68495, 1.7; 68.13266, 1.7; 52.72943, 1.6; 54.41476, 1.6"
199.06065,199.06293,Syringic Acid,201112_Std_250nMStdsInH2O_35dda1,5.535,4.735,6.335,NA
200.12866,200.12801,C6-HSL,201112_Std_250nMStdsInH2O_35dda1,3.881,3.0809999999999995,4.681,"71.08625, 100; 128.95099, 81.1; 99.08094, 79.7; 102.05543, 74.3; 146.9614, 67.1; 200.14664, 30.2; 135.94546, 28.7; 153.95609, 27.6; 74.06073, 25; 158.96144, 18.2; 88.96904, 16.7; 76.92863, 14.6; 55.93516, 14.5; 176.97203, 11.6; 125.9612, 11.4; 135.96509, 9.1; 176.93841, 7.8; 84.96029, 7.5; 107.95074, 7.4; 117.9546, 7.1; 182.11771, 6.9; 200.107, 6.6; 158.99658, 6.4; 107.04958, 5.4; 90.94828, 5; 141.0004, 4.2; 70.95852, 4.2; 153.97578, 4.2; 158.92771, 4.2; 159.0115, 4.1; 56.05024, 3.7; 85.02903, 3.6; 177.00715, 3.3; 74.02432, 3.3; 131.97459, 3.2; 200.07005, 3.1; 106.97932, 2.8; 148.97734, 2.8; 176.98073, 2.2; 125.00281, 2.2; 169.9772, 1.9; 102.05177, 1.8; 210.96315, 1.5; 123.65454, 1.5; 106.62003, 1.5; 117.93507, 1.4; 97.83584, 1.4; 194.94916, 1.4; 121.45016, 1.4; 54.72875, 1.3; 56.96561, 1.3; 151.63466, 1.3; 63.12719, 1.3; 77.63568, 1.3; 159.3768, 1.3; 106.06528, 1.2; 79.21911, 1.2; 96.15454, 1.2; 51.60621, 1.2; 95.04967, 1.2; 54.21336, 1.2; 82.09752, 1.2; 61.70843, 1.2; 70.57088, 1.1; 212.28284, 1.1; 141.95772, 1.1; 101.22929, 1.1; 116.61848, 1.1; 68.74929, 1.1; 102.15181, 1.1; 75.5538, 1.1; 63.35935, 1.1; 68.44766, 1.1; 109.24677, 1.1; 72.09033, 1; 105.05666, 1"
201.04865,201.04799,Camalexin,201112_Std_250nMStdsInH2O_35dda1,6.876,6.0760000000000005,7.676,"201.0481, 100; 137.01455, 1.3; 146.01989, 0.7; 219.94882, 0.6"
204.10191,204.10194,3 Indolebutyric Acid,201112_Std_250nMStdsInH2O_35dda1,7.284,6.484,8.084,"186.09137, 100; 204.10194, 14.7; 168.08084, 7.5; 158.09654, 3.9; 144.08086, 3.6; 130.06537, 3.6; 222.44266, 3; 149.04565, 2.2; 148.54355, 1.7; 139.53876, 1.6; 204.17444, 1.5; 204.13826, 1.4; 222.42754, 1.3; 56.96556, 1.2; 144.04453, 1.1; 84.9603, 1; 121.95805, 1; 204.04703, 1; 140.04063, 0.9; 129.43002, 0.8; 222.45311, 0.8; 63.17522, 0.7; 118.3247, 0.7; 94.21098, 0.6; 60.54556, 0.6; 169.36055, 0.6"
204.12358,204.12302,Acetyl-L-carnitine,201112_Std_250nMStdsInH2O_35dda1,0.83,0.029999999999999916,1.63,"85.02901, 100; 204.12318, 36.6; 145.04964, 18.1; 60.08155, 16.4; 144.10202, 3.9"
205.0977,205.09706,Tryptophan,201112_Std_250nMStdsInH2O_35dda1,1.993,1.193,2.793,"188.07068, 100; 146.0601, 69; 144.08086, 11.1; 159.09177, 10.1; 132.08095, 4.5; 118.06551, 3.6; 170.0601, 2.7; 222.41844, 2.4; 222.43439, 2.2; 84.96026, 2.1; 204.93333, 2; 176.93872, 2; 163.94044, 1.6; 149.02364, 1.5; 128.95099, 1.3; 181.95071, 1.3; 222.44434, 1.1; 160.07552, 1.1; 158.92766, 1; 205.12904, 0.9; 74.02431, 0.9; 77.72173, 0.8; 126.67278, 0.8; 105.93506, 0.8; 163.94745, 0.7; 66.67381, 0.7; 222.01892, 0.7; 88.25316, 0.7; 130.06537, 0.7; 95.38838, 0.7; 68.39997, 0.7; 64.96061, 0.7; 73.75726, 0.6; 126.5505, 0.6; 53.00698, 0.6"
206.08173,206.08125,Indole 3 Lactic Acid,201112_Std_250nMStdsInH2O_35dda1,4.604,3.8040000000000003,5.404,NA
209.09262,209.09204,Kynurenine,201112_Std_250nMStdsInH2O_35dda1,1.252,0.45199999999999996,2.052,"94.0657, 100; 146.06018, 57.3; 136.07588, 42.7; 192.06567, 42.2; 174.05519, 31.6; 150.05513, 27; 84.96167, 22.4; 120.04478, 21.8; 208.95522, 17.5; 209.10765, 14.1; 74.02436, 13.9; 99.00819, 12.2; 209.15375, 11.5; 209.20117, 9.5; 118.06544, 7.9; 164.07054, 7.7; 222.42931, 7.3; 163.08696, 7.1; 57.07068, 6.6; 163.02838, 5.2; 226.96564, 4; 88.03995, 3.9; 102.97069, 3.8; 143.99683, 3.1; 222.44229, 2.8; 181.0387, 2.5; 85.96355, 2.5; 104.04977, 2.4; 174.55145, 2.4; 123.97366, 2.3; 137.51619, 2.1; 132.04449, 1.9; 58.07409, 1.9; 209.09158, 1.7; 125.98642, 1.7; 187.73262, 1.5; 111.39253, 1.5; 83.97651, 1.4; 96.57949, 1.4; 95.56345, 1.4; 159.01984, 1.4; 165.04578, 1.4; 99.15834, 1.4; 75.12268, 1.3; 143.27042, 1.3; 56.03339, 1.3; 103.93922, 1.3; 66.36058, 1.2; 83.20281, 1.2; 102.09099, 1.2; 56.96535, 1.2; 90.4024, 1.2"
215.13957,215.13899,Desthiobiotin,201112_Std_250nMStdsInH2O_35dda1,4.419,3.6189999999999998,5.218999999999999,"197.12856, 100; 142.00418, 33.1; 141.00055, 26.3; 179.11798, 14.4; 159.03079, 13.4; 158.02715, 9.7; 95.04815, 8.2; 96.05302, 7.4; 215.13902, 4.8; 106.04846, 4.1; 53.03938, 3.7; 105.04517, 3.2; 57.07069, 3.2; 154.12274, 2.9; 54.04274, 2.7; 84.96035, 1.7; 136.11214, 1.7; 58.07399, 1.5; 222.44107, 1.4; 78.04266, 1.3; 109.1014, 1.3; 176.93835, 1.3; 158.92767, 1.2; 72.08143, 1.2; 137.09639, 1.2; 222.42645, 1.1; 132.90282, 1; 95.08599, 1; 77.03928, 1; 179.10907, 0.7; 69.07054, 0.7; 215.093, 0.7; 81.03406, 0.7; 215.12766, 0.6; 204.9337, 0.6"
216.08853,216.08806,Kinetin,201112_Std_250nMStdsInH2O_35dda1,3.354,2.5540000000000003,4.154,NA
218.13924,218.13864,Propionyl-L-carnitine,201112_Std_250nMStdsInH2O_35dda1,1.003,0.20299999999999985,1.803,"85.02904, 100; 218.13882, 25.5; 159.06532, 16.6; 60.08157, 10.6; 144.1022, 2.7; 176.9384, 1.9; 84.96036, 1.5; 222.43867, 1.4; 194.9738, 0.7; 158.92758, 0.7"
220.1185,220.11787,Vitamin B5,201112_Std_250nMStdsInH2O_35dda1,1.164,0.3639999999999999,1.964,"136.06186, 100; 220.11911, 48.9; 202.1084, 27.8; 90.05558, 23.2; 148.06177, 11; 178.10893, 7.2; 185.08223, 6.4; 184.09708, 5.8; 179.0929, 3.7; 116.03465, 3.6; 222.42619, 2.9; 103.07589, 2.2; 85.06542, 2.1; 124.07616, 2.1; 98.02422, 1.9; 72.04512, 1.9; 219.91499, 1.7; 137.08244, 1.6; 84.96029, 1.5; 161.08244, 1.5; 142.08662, 1.3; 95.04973, 1.3; 67.05495, 1; 219.92865, 1; 222.44875, 1; 136.08727, 0.9; 141.00087, 0.9; 159.0666, 0.8; 192.02595, 0.8; 142.00424, 0.8; 58.066, 0.7; 222.43825, 0.7; 87.08109, 0.7; 174.11285, 0.7; 100.03996, 0.6; 135.06679, 0.6; 197.01239, 0.6; 113.06013, 0.6"
225.07629,225.07545,Sinapic Acid,201112_Std_250nMStdsInH2O_35dda1,5.799,4.9990000000000006,6.599,"101.9503, 100; 175.03899, 83.1; 207.06538, 64.9; 119.96068, 57.5; 160.98703, 55.3; 137.97107, 42.3; 225.19608, 41.4; 119.04942, 32.5; 147.04413, 26.7; 142.97652, 24; 192.04234, 19.5; 197.09572, 18.9; 100.11266, 16.9; 222.43236, 16.8; 178.99767, 16.1; 155.98174, 12.6; 225.09111, 11.6; 169.10139, 10.2; 225.10231, 9.5; 179.08583, 8.8; 184.00319, 7.9; 91.05475, 6.8; 84.96026, 6.7; 207.07898, 6.4; 154.07803, 6.1; 182.073, 5.3; 222.4436, 4.4; 143.11829, 4.4; 66.2985, 4.1; 141.07001, 3.8; 120.29431, 3.3; 199.57344, 3.3; 71.17298, 3.2; 211.78206, 3.2; 188.48557, 2.8; 211.13811, 2.8; 50.61026, 2.7; 53.9255, 2.7; 58.7859, 2.7"
228.15997,228.15932,C8-HSL,201112_Std_250nMStdsInH2O_35dda1,7.225,6.425,8.025,"228.13823, 100; 57.07035, 97.9; 102.05536, 60.8; 213.1148, 53.6; 107.04949, 48; 141.00051, 45.9; 127.11195, 42.2; 74.06068, 23; 170.02705, 14.5; 109.10151, 14.3; 228.23241, 13.3; 71.04975, 10.7; 84.96019, 10.1; 163.94016, 9.3; 228.17453, 8.1; 134.05985, 7.2; 222.44095, 7.2; 107.07323, 7; 181.95069, 6.4; 218.88791, 5.5; 210.14857, 4.2; 67.05488, 4.2; 56.05019, 3.8; 128.95066, 3.8; 134.09654, 3.4; 95.04948, 3.3; 222.45026, 3.1; 222.43012, 3.1; 228.08369, 2.7; 73.02903, 2.3; 106.06551, 2; 53.0393, 1.9; 186.95627, 1.9; 204.93341, 1.7; 158.02692, 1.6; 218.90126, 1.5; 70.06573, 1.4; 146.96133, 1.4; 122.06016, 1.3; 182.08716, 1.3; 222.4579, 1; 123.94563, 0.9; 140.99475, 0.9; 135.0437, 0.8; 105.93514, 0.8; 235.10249, 0.8; 85.02893, 0.7; 146.0136, 0.7; 95.8906, 0.7; 136.61856, 0.7; 63.62788, 0.7; 74.93764, 0.7; 57.01284, 0.7; 62.90265, 0.6; 84.04504, 0.6; 102.9705, 0.6; 186.05862, 0.6; 62.79059, 0.6; 58.10901, 0.6; 139.55545, 0.6; 82.10767, 0.6; 135.31857, 0.6; 198.6787, 0.6; 106.94197, 0.6; 78.77904, 0.6; 55.94658, 0.6; 105.93497, 0.6; 75.01361, 0.6; 220.27458, 0.6; 58.27742, 0.6; 83.25375, 0.6; 102.80068, 0.6; 159.1619, 0.6; 83.30489, 0.6; 159.99715, 0.6; 81.94096, 0.6; 142.38271, 0.6; 105.04505, 0.6; 130.41667, 0.6; 123.46732, 0.6; 111.0258, 0.6; 107.34121, 0.6; 78.05264, 0.6; 58.66072, 0.6; 126.19061, 0.6; 67.31762, 0.6; 56.08033, 0.6; 135.63008, 0.6; 83.21565, 0.6; 190.78185, 0.6"
232.09685,232.09685,cinnamoyl-HSL,201112_Std_250nMStdsInH2O_35dda1,6.059,5.259,6.859,"131.04925, 100; 163.02779, 6.2; 208.95494, 5.4; 208.95505, 4.3; 103.05458, 4.3; 222.43426, 3.1; 226.96567, 2.3; 191.02293, 2.2; 181.0384, 1.8; 84.96033, 1.8; 112.11247, 1.7; 107.07073, 1.4; 89.06032, 1.2; 105.96341, 1; 250.006, 1; 231.97113, 1; 170.11783, 0.9; 232.17075, 0.7; 231.99518, 0.7; 119.00168, 0.6; 231.99484, 0.6; 190.94484, 0.6"
232.15488,232.1543,Butyryl-L-carnitine,201112_Std_250nMStdsInH2O_35dda1,1.372,0.5720000000000001,2.172,"85.02903, 100; 232.15446, 21.5; 173.08098, 17.4; 60.08158, 9.4; 231.99519, 7.1; 208.95514, 4.9; 250.00586, 4.5; 144.10199, 2.2; 226.96545, 1.3; 71.04983, 1.2; 113.06, 1; 222.42459, 0.8; 220.34889, 0.7; 213.98423, 0.7"
233.129,233.12833,Melatonin,201112_Std_250nMStdsInH2O_35dda1,6.202,5.402,7.002,"174.09141, 100; 233.20126, 8.1; 216.10194, 5.4; 233.11063, 2.8; 159.06796, 1.9; 151.03262, 1.9; 84.96019, 1.2; 222.43753, 1.2; 151.12315, 0.9; 176.93841, 0.8; 204.93352, 0.7; 86.06066, 0.7; 232.92834, 0.7; 222.42301, 0.7"
242.13924,242.13867,3OC8-HSL,201112_Std_250nMStdsInH2O_35dda1,5.151,4.351,5.951,"102.05605, 100; 141.09111, 66.3; 99.08089, 46.7; 135.04419, 28.4; 71.08621, 28; 74.06072, 25.5; 108.0805, 22.6; 56.05024, 18.2; 216.79942, 16.8; 84.96029, 13.8; 107.04955, 13; 119.04941, 11.4; 222.44057, 11.4; 197.09622, 10.6; 136.07569, 9; 222.42473, 8.2; 98.06052, 6.7; 242.1541, 5.6; 222.45038, 5.1; 242.11729, 5.1; 184.13334, 4.1; 74.02428, 3.4; 222.42908, 3.3; 191.02274, 2.9; 225.09077, 2.5; 71.0499, 2.1; 196.13345, 1.7; 102.05178, 1.5; 264.05496, 1.3; 213.01007, 1.3; 148.51695, 1.2; 214.09502, 1.2; 242.08858, 1.2; 124.08279, 1.2; 222.45837, 1.2; 148.42302, 1.1; 54.06792, 1.1; 224.76236, 1.1; 121.76714, 1.1; 84.04485, 1.1; 61.0072, 1.1; 137.22426, 1.1; 160.092, 1.1; 106.32425, 1.1; 63.38298, 1.1; 66.30894, 1.1; 210.9081, 1; 105.36753, 1; 186.09996, 1; 55.72086, 1; 188.33136, 1; 87.42655, 1; 51.61314, 1; 199.04613, 1; 98.79139, 1; 172.52873, 1; 161.58212, 1; 248.66798, 1; 85.77478, 1; 145.71381, 1; 86.83048, 1; 73.45628, 1; 55.92419, 1; 122.97836, 1; 94.9838, 1; 137.02806, 1; 224.65056, 1; 56.52475, 1; 192.71877, 1; 69.33729, 1; 61.43256, 0.9; 145.97285, 0.9; 73.56374, 0.9; 83.60448, 0.9; 146.69225, 0.9; 163.32181, 0.9; 172.29057, 0.9; 93.23758, 0.9; 120.01803, 0.9; 54.29699, 0.9; 129.54224, 0.9; 81.74028, 0.9; 85.20518, 0.9; 126.42203, 0.9; 101.13031, 0.9; 50.01123, 0.9; 135.78636, 0.9; 108.38801, 0.9; 101.71643, 0.9; 110.48042, 0.9; 74.79254, 0.9; 97.09706, 0.9; 188.70392, 0.9; 110.00462, 0.9; 79.01191, 0.9; 132.21957, 0.9; 84.88945, 0.9; 81.68648, 0.9; 92.1516, 0.9; 91.59951, 0.8; 50.43732, 0.8; 64.62386, 0.8; 147.95857, 0.8; 50.74255, 0.8; 57.09316, 0.8"
244.17014,244.16949,HHQ,201112_Std_250nMStdsInH2O_35dda1,10.534,9.734,11.334000000000001,"244.16948, 100; 107.04949, 1.2; 213.09102, 1; 220.23972, 0.8; 138.09131, 0.7"
245.09599,245.09549,Vitamin B7,201112_Std_250nMStdsInH2O_35dda1,3.6,2.8,4.4,"227.08484, 100; 245.09575, 3.7; 209.07454, 2.9; 222.43651, 2.9; 245.1077, 2.4; 167.05283, 2; 222.42215, 2; 97.04012, 1.9; 184.0797, 1.9; 199.09006, 1.6; 84.96031, 1.6; 222.4462, 1.4; 166.06842, 1.4; 222.45526, 1.4; 141.00061, 1.3; 221.93053, 1.3; 143.58662, 1.2; 267.39026, 1; 169.99384, 1; 63.16385, 1; 98.08081, 1; 260.02032, 1; 202.27229, 1; 67.51256, 0.9; 90.47252, 0.9; 255.59146, 0.9; 66.10733, 0.9; 56.1828, 0.9; 103.7045, 0.9; 120.07516, 0.9; 137.15036, 0.9; 106.61068, 0.8"
247.13342,247.13293,Abscisic Acid,201112_Std_250nMStdsInH2O_35dda1,6.607,5.807,7.407,"187.11177, 100; 201.12744, 67; 173.13252, 59.9; 229.12228, 51.5; 191.02274, 50.2; 247.13293, 43.4; 84.96029, 41.4; 163.07533, 33; 191.07028, 28.8; 173.09616, 28.6; 159.11687, 27.8; 121.06726, 22.3; 135.08057, 19.9; 149.09616, 19.4; 109.02882, 18.4; 186.10408, 14.7; 83.04975, 14.4; 211.11174, 12.2; 109.06531, 12.2; 69.03424, 12.2; 163.02795, 12.1; 183.11711, 10.7; 133.10141, 9.4; 119.08576, 9.1; 159.08055, 8.9; 205.12195, 7.9; 222.4411, 7.9; 145.10106, 7.7; 102.97057, 7.6; 219.13733, 7.6; 93.07046, 7.2; 124.08712, 7.2; 170.10902, 6.8; 137.05974, 6.2; 145.06488, 6; 131.08571, 5.8; 107.08588, 5.5; 146.99663, 5.5; 121.02866, 5.5; 97.02884, 5.5; 81.07047, 5.3; 121.10131, 5.2; 172.0883, 5; 219.01778, 4.6; 196.08835, 4.5; 158.1093, 4.4; 147.08075, 4.4; 161.09642, 4.2; 209.03317, 4; 189.09148, 3.8; 187.07564, 3.6; 128.98599, 3.6; 111.0443, 3.6; 151.11192, 3.5; 222.42725, 3.2; 214.09862, 3.1; 165.09106, 3; 150.10399, 2.9; 222.45175, 2.8; 95.04958, 2.8; 232.04919, 2.7; 139.03918, 2.7; 185.13246, 2.7; 91.05473, 2.4; 105.07024, 2.4; 168.0934, 2.2; 56.96554, 2.2; 137.09607, 2.2; 143.0856, 2.2; 117.0705, 2.1; 153.09081, 2; 159.98567, 2; 149.06, 2; 144.09346, 1.9; 175.07541, 1.9; 125.98624, 1.9; 53.67383, 1.7; 160.00638, 1.7; 123.08075, 1.7; 93.03404, 1.6; 79.05475, 1.6; 151.07526, 1.6; 108.05865, 1.5; 201.09061, 1.5; 53.53294, 1.5; 107.04984, 1.5; 63.79031, 1.4; 119.29848, 1.4; 159.97787, 1.4; 66.55838, 1.4; 74.33559, 1.4; 145.34169, 1.4"
248.03239,248.03174,Pyridoxal Phosphate,201112_Std_250nMStdsInH2O_35dda1,0.81,0.010000000000000009,1.61,NA
248.09229,248.09163,p-Coumoroyl-HSL,201112_Std_250nMStdsInH2O_35dda1,5.158,4.3580000000000005,5.958,"147.04407, 100; 119.04948, 3.1; 84.96044, 1.2; 222.44968, 1.2; 192.0262, 0.8; 222.43506, 0.6"
251.12834,251.12773,Coenzyme Q1,201112_Std_250nMStdsInH2O_35dda1,9.241,8.440999999999999,10.041,"219.10159, 100; 176.60106, 27; 165.09221, 25.8; 191.10677, 18.8; 187.08803, 18.6; 198.59596, 14.3; 187.07547, 13.3; 185.60637, 12.6; 251.12804, 11.7; 222.4425, 9.8; 173.09608, 9.4; 188.10898, 9.3; 121.06512, 9.1; 149.05972, 8.8; 181.08585, 7.4; 174.09833, 6.8; 194.05745, 6.7; 159.08073, 6.5; 196.09334, 6; 167.59575, 5.9; 223.13239, 5.8; 178.08234, 5.7; 167.07074, 5.6; 253.19505, 5.1; 193.08629, 5.1; 163.11208, 5; 177.05486, 5; 168.07846, 4.8; 199.14825, 4.7; 210.10408, 4.6; 189.59094, 3.7; 56.96556, 3.5; 207.60153, 3.5; 131.08575, 3.1; 187.02741, 3; 205.12224, 3; 177.09132, 2.9; 201.09123, 2.9; 222.4577, 2.8; 209.08156, 2.7; 197.11447, 2.7; 208.10959, 2.5; 313.11234, 2.4; 191.0705, 2.3; 175.02768, 2.2; 149.09596, 2.2; 173.13312, 2.1; 222.42899, 2; 204.07826, 2; 233.11746, 1.9; 221.11707, 1.8; 135.08093, 1.8; 119.04967, 1.6; 156.08813, 1.6; 97.99174, 1.5; 84.96015, 1.5; 209.11699, 1.5; 222.46692, 1.5; 176.08324, 1.5; 221.08134, 1.4; 194.61217, 1.4; 194.09401, 1.4; 157.1011, 1.4; 219.10927, 1.4; 208.62225, 1.4; 98.98476, 1.4; 197.83936, 1.3; 205.09816, 1.3; 59.04996, 1.3; 173.70001, 1.3; 107.08587, 1.3; 231.26945, 1.3; 177.57257, 1.3; 310.62424, 1.3; 236.10411, 1.2; 251.17958, 1.2; 162.20114, 1.2; 385.88385, 1.2; 127.03941, 1.2; 144.01352, 1.2; 198.04434, 1.1; 103.52975, 1.1; 153.35117, 1.1; 68.00459, 1.1; 154.29517, 1.1; 118.67525, 1.1; 159.08743, 1.1; 136.28386, 1.1; 146.85941, 1.1; 126.77983, 1.1; 89.09087, 1.1; 166.12541, 1.1; 176.70027, 1.1; 166.06256, 1.1; 110.9526, 1.1; 180.68114, 1; 175.01884, 1; 77.19688, 1; 79.57899, 1; 59.40204, 1; 228.44884, 1; 61.36691, 1; 54.41816, 1; 52.57253, 1; 96.12173, 0.9; 76.05515, 0.9; 57.58539, 0.9"
252.10966,252.10774,Deoxyadenosine,201112_Std_250nMStdsInH2O_35dda1,0.732,-0.06800000000000006,1.532,"126.05524, 100; 144.06569, 65.8; 84.04505, 64; 216.08687, 52.3; 98.06056, 25; 72.04515, 24.2; 234.09744, 20.1; 96.04495, 17.9; 97.02898, 7.9; 114.0554, 7.1; 68.05027, 6.5; 252.10799, 5.7; 80.05009, 5.4; 218.90677, 4.6; 218.92032, 4.4; 70.06593, 4.2; 127.03938, 4.1; 85.02911, 3.9; 186.07669, 3.7; 81.03428, 3.5; 86.06072, 3.2; 56.05033, 3.2; 116.07112, 3; 210.95105, 2.8; 170.08162, 2.4; 108.04482, 2.1; 84.96027, 2.1; 99.0447, 2.1; 109.02908, 1.9; 69.03427, 1.9; 171.0656, 1.8; 198.07614, 1.6; 73.0292, 1.6; 124.0761, 1.5; 228.96161, 1.5; 157.05008, 1.5; 169.04938, 1.4; 100.03999, 1.3; 55.05504, 1.3; 60.04528, 1.2; 71.05006, 1.2; 158.03291, 1; 168.06575, 1; 60.93983, 1; 91.47198, 0.9; 69.43952, 0.9; 265.19806, 0.9; 152.09679, 0.9; 92.771, 0.9; 50.22648, 0.9; 103.04005, 0.9; 57.43879, 0.9; 81.98205, 0.9; 65.6205, 0.9; 76.17628, 0.9; 198.84985, 0.9; 53.42936, 0.8; 53.65016, 0.8; 111.59899, 0.8; 138.41962, 0.8; 50.38331, 0.8"
256.19128,256.19077,C10-HSL,201112_Std_250nMStdsInH2O_35dda1,9.082,8.282,9.882000000000001,"256.2637, 100; 102.05536, 49.4; 71.08621, 44.1; 85.10176, 25.9; 95.08603, 23.6; 57.07067, 23.3; 74.0607, 21.3; 81.07048, 20.5; 155.1431, 15.7; 256.13331, 8.5; 84.96031, 8.1; 256.20601, 6.7; 204.93349, 6.4; 232.92817, 6.3; 222.44279, 5; 241.11012, 5; 176.93868, 4.4; 137.13265, 4.3; 135.04411, 4.2; 222.4504, 4.2; 250.93874, 3.9; 67.05489, 3.8; 256.16895, 3.6; 56.05032, 3.6; 107.04954, 3.1; 222.43221, 2.9; 238.18069, 2.9; 214.9176, 2.7; 222.94399, 2.6; 88.07618, 2.5; 158.92789, 2.5; 222.45907, 2.3; 74.02442, 2.1; 69.07061, 2; 186.92264, 1.9; 194.00952, 1.4; 83.08607, 1.4; 255.94447, 1.3; 227.9492, 1.3; 85.02901, 1; 155.1496, 0.8; 84.04501, 0.7; 221.20593, 0.6; 150.09178, 0.6; 203.05396, 0.6; 85.06564, 0.6"
265.1123,265.11172,Vitamin B1,201112_Std_250nMStdsInH2O_35dda1,0.732,-0.06800000000000006,1.532,"122.07155, 100; 144.04791, 23.6; 81.0454, 3.2; 191.02278, 0.6"
270.17053,270.16989,3OC10-HSL,201112_Std_250nMStdsInH2O_35dda1,7.893,7.093,8.693,"102.05636, 100; 169.12237, 80.5; 127.11193, 40.5; 74.06072, 31.7; 57.07065, 28.4; 56.05027, 23.6; 98.06051, 7.6; 225.09077, 7.2; 109.10161, 6.7; 73.02908, 6.6; 197.096, 6.2; 218.96927, 4.5; 270.22192, 4.3; 74.0243, 4; 212.16442, 3.2; 197.05418, 2.8; 163.03922, 2.6; 135.04429, 2.4; 107.04948, 2.4; 224.16455, 2.3; 222.43744, 2.1; 84.04498, 2.1; 222.44621, 2; 84.96028, 1.9; 71.01351, 1.7; 208.56213, 1.7; 67.05495, 1.5; 222.45822, 1.4; 225.19633, 1.4; 270.149, 1.3; 119.04934, 1.3; 206.05954, 1.1; 222.43118, 0.9; 115.03, 0.9; 252.15903, 0.9; 124.11926, 0.7; 151.02252, 0.6; 169.10098, 0.6; 56.9655, 0.6; 212.16504, 0.6; 270.1713, 0.6"
