mz,mz_obs,compound,file_name,rt,rtmin,rtmax,MS2s
120.0657,120.0657,Threonine,201110_Std_4uMStdsMix1InH2O_50pos2,9.989,9.189,10.789,NA
120.06607,120.06577,Homoserine,201110_Std_4uMStdsMix1InH2O_50pos2,11.058,10.258,11.858,NA
132.06607,132.06563,trans Hydroxyl proline,201110_Std_4uMStdsMix1InH2O_50pos2,10.865,10.065,11.665,"86.06068, 100; 68.05024, 33.9; 132.06575, 25.2; 132.10214, 7.5; 114.09182, 2.5; 114.05542, 2; 58.06594, 1.5; 86.09702, 1.4; 70.06588, 1.1"
132.0773,132.07684,Creatine,201110_Std_4uMStdsMix1InH2O_50pos2,11.226,10.426,12.026,"90.05556, 100; 132.07697, 38.9; 86.06063, 8; 87.0559, 5; 114.06654, 3; 68.05023, 2.5; 132.1007, 2.4; 132.06571, 1.9; 115.0505, 1.4; 114.0917, 0.8; 86.07194, 0.7"
132.10245,132.1021,Leucine,201110_Std_4uMStdsMix1InH2O_50pos2,7.679,6.879,8.479,"86.09709, 100; 132.10137, 16.8; 69.07106, 9.7; 87.04471, 8.2; 114.09176, 6.8; 70.0659, 2.2; 88.07634, 0.8"
133.06133,133.06088,Asparagine,201110_Std_4uMStdsMix1InH2O_50pos2,10.957,10.157,11.757,NA
134.04533,134.04485,Aspartic acid,201110_Std_4uMStdsMix1InH2O_50pos2,11.488,10.688,12.288,"74.02437, 100; 88.03986, 55.8; 92.05971, 22.4; 86.09702, 12.5; 134.0965, 11.3; 134.08093, 9.6; 134.07147, 9; 134.11763, 7.8; 62.44996, 5.2; 66.52504, 5; 59.27397, 4.6; 67.61524, 4.4; 147.40065, 4.3; 50.02719, 4.1; 143.27313, 4.1"
136.06232,136.06187,Adenine,201110_Std_4uMStdsMix1InH2O_50pos2,5.389,4.589,6.189,"136.06193, 100; 119.03558, 5.2; 137.04594, 3.9; 94.04055, 1.8"
138.0555,138.05505,Trigonelline,201110_Std_4uMStdsMix1InH2O_50pos2,8.408,7.608,9.208,"138.05509, 100; 94.06571, 10.3; 110.0605, 6.7; 92.05006, 2.9; 138.09156, 1.1; 96.04493, 0.7"
144.10245,144.10202,Stachydrine hydrochloride,201110_Std_4uMStdsMix1InH2O_50pos2,7.241,6.441,8.041,"144.10207, 100; 84.08146, 8.3; 58.06596, 7.8; 102.05547, 1.3; 98.09698, 0.6"
146.1181,146.11755,(3-Carboxypropyl)trimethylammonium (TMAB),201110_Std_4uMStdsMix1InH2O_50pos2,10.327,9.527,11.127,"87.04469, 100; 60.08185, 39; 146.11768, 37.4"
147.07697,147.07643,Glutamine,201110_Std_4uMStdsMix1InH2O_50pos2,11.064,10.264,11.864,"84.04503, 100; 130.05009, 27.4; 123.96458, 18.7; 64.92801, 9.5; 88.04801, 4.6; 87.04464, 4.5; 102.05549, 3.4; 146.98055, 3.4; 147.12122, 3.1; 60.08158, 2.6; 101.07148, 1.9; 56.0503, 1.7; 61.08484, 1.3; 85.02908, 1; 123.96942, 0.8; 105.95422, 0.7; 155.5994, 0.6"
148.06099,148.06041,N-Acetyl-Serine,201110_Std_4uMStdsMix1InH2O_50pos2,5.85,5.05,6.65,"88.03992, 100; 60.04517, 84.3; 148.08695, 77.3; 106.05033, 53.1; 148.11237, 40.1; 148.09703, 25.7; 100.07617, 19.8; 70.02944, 13.3; 79.41814, 7.9; 59.00185, 7.3; 154.66876, 7.2; 72.45678, 6.9; 58.91211, 6.7; 79.24589, 6.6; 83.22651, 6.5; 107.82955, 6.4; 152.88847, 6.4; 113.75222, 6.3; 138.05437, 6.3; 50.8886, 6.3; 53.08372, 6.3; 103.99327, 6.2; 75.24144, 6; 67.30878, 6; 168.55927, 6; 101.52864, 6; 109.04904, 5.9; 54.41324, 5.7; 53.31345, 5.4; 150.82837, 5.4"
148.06099,148.06044,Glutamic acid,201110_Std_4uMStdsMix1InH2O_50pos2,11.173,10.373,11.973,"84.04503, 100; 102.05546, 16.5; 130.05006, 8.6; 100.07629, 4.2; 148.09704, 3.7; 148.11233, 3.6; 85.04834, 3.6; 56.05031, 3.5; 148.08726, 3.4; 85.02902, 1.4; 131.05354, 1; 140.60594, 0.6; 148.07549, 0.6; 150.11479, 0.6; 60.90047, 0.6"
150.05887,150.05826,Methionine,201110_Std_4uMStdsMix1InH2O_50pos2,7.445,6.645,8.245,"56.05029, 100; 104.05333, 60.4; 61.01145, 58.9; 133.03196, 37.2; 102.05545, 23.7; 87.02696, 15.9; 74.06136, 9.1; 74.02436, 7.8; 85.0291, 3.6; 84.04515, 2.3; 150.05895, 2; 105.03735, 1.8; 150.1028, 1.3; 150.12781, 1.2; 84.04499, 1.1; 105.00096, 1.1; 132.10199, 1; 150.09144, 0.9; 150.11285, 0.9; 75.02695, 0.8"
156.0773,156.0769,Histidine,201110_Std_4uMStdsMix1InH2O_50pos2,10.906,10.106,11.706,"110.07169, 100; 95.0615, 8; 83.06104, 7.3; 93.04532, 5.2; 156.07664, 4.5; 82.05319, 2; 113.10769, 1.5; 111.05567, 0.6; 96.08138, 0.6"
162.11302,162.11249,Carnitine,201110_Std_4uMStdsMix1InH2O_50pos2,10.148,9.348,10.948,"162.11264, 100; 103.03949, 83.4; 60.08159, 54.3; 85.02908, 31.5; 102.09188, 25.2; 72.04515, 3.3; 138.99286, 2.3; 57.03432, 2; 84.04507, 1.9; 60.04522, 1.2; 162.07639, 0.8; 58.06596, 0.6"
166.05379,166.05333,Methionine Sulfoxide,201110_Std_4uMStdsMix1InH2O_50pos2,9.298,8.498,10.098,"74.02441, 100; 56.05032, 33.6; 102.05551, 20.7; 75.02705, 16.4; 149.02693, 11.2; 102.02248, 6.8; 74.06081, 5.1; 120.03287, 4.2; 124.08728, 2.9; 100.02493, 2.4; 84.0451, 2.2; 84.01205, 1.5; 166.05023, 1.5; 65.00637, 1.5; 120.08102, 1.4; 125.03835, 1.3; 120.01456, 1.2; 61.00905, 1.2; 118.03519, 1.1; 121.03206, 1.1; 143.04852, 1.1; 138.04321, 1; 82.01453, 0.9; 143.03075, 0.9; 166.09798, 0.9; 85.02914, 0.9; 58.06599, 0.7; 123.04089, 0.6; 57.03436, 0.6"
168.02907,168.02907,Pyridinedicarboxylic acid,201110_Std_4uMStdsMix1InH2O_50pos2,12.267,11.467,13.067,NA
175.11951,175.11896,Arginine,201110_Std_4uMStdsMix1InH2O_50pos2,20.035,19.235,20.835,"70.06588, 100; 60.05643, 29.4; 116.07097, 25.9; 130.09876, 12.9; 175.11891, 7; 112.08734, 4.7; 72.08155, 4.5; 158.09259, 4.4; 114.09183, 2.7; 71.0499, 0.7; 115.08704, 0.6; 157.10871, 0.6"
176.05589,176.05537,Succinylglycine,201110_Std_4uMStdsMix1InH2O_50pos2,11.294,10.494,12.094,NA
176.10352,176.10304,Citrulline,201110_Std_4uMStdsMix1InH2O_50pos2,12.012,11.212,12.812,"70.06586, 100; 113.07132, 77.7; 159.07656, 21.8; 114.05532, 11.5; 118.0866, 9.7; 115.08702, 8.9; 116.07098, 8; 86.06073, 2.8; 97.07653, 1.5; 142.05019, 1.5; 96.04491, 1; 141.06596, 0.8; 176.11867, 0.6"
180.0872,180.08667,Glucosamine,201110_Std_4uMStdsMix1InH2O_50pos2,10.397,9.597,11.197,"84.04506, 100; 72.04514, 75.1; 56.96611, 66.6; 60.0452, 45.6; 116.00092, 36.2; 97.9919, 32.3; 85.02903, 31.3; 134.01263, 29.7; 98.06058, 28.6; 70.06591, 22; 96.04496, 17.4; 126.05526, 17.3; 69.03365, 17; 114.05529, 13.3; 97.02894, 12.3; 162.07632, 10.7; 144.06583, 10.5; 61.02925, 9.4; 68.05027, 8; 139.01811, 7.5; 81.03423, 6.9; 56.05029, 6.4; 80.05025, 6.4; 108.04482, 5.9; 157.02866, 5.7; 73.02912, 4.3; 127.03919, 3.8; 138.99292, 3.3; 86.06068, 3.1; 103.03941, 3; 58.02953, 2.4; 58.06595, 2.3; 57.03432, 2.1; 109.02889, 2; 139.99628, 2; 55.01877, 1.8; 102.05549, 1.8; 55.05505, 1.6; 99.04474, 1.6; 116.07091, 1.4; 87.04446, 1.3; 79.7721, 1.2; 81.83936, 1.2; 149.2914, 1.2; 180.14964, 1.2; 63.7808, 1.1; 168.90784, 1.1; 152.02336, 1.1; 142.15463, 1.1; 120.08103, 1.1; 122.09703, 1.1; 90.05549, 1; 140.27763, 1; 172.18147, 1; 126.64609, 1; 73.16404, 1; 66.27388, 1; 57.67281, 1; 63.28399, 1; 68.95206, 1; 71.53372, 1; 63.7173, 1; 170.74242, 0.9; 135.06143, 0.9; 70.02947, 0.9; 115.03882, 0.9; 115.87657, 0.9; 130.47092, 0.9; 51.10891, 0.9; 52.01675, 0.9; 66.1912, 0.9; 129.76044, 0.9; 71.98855, 0.9; 110.30675, 0.9; 124.76145, 0.9; 74.51279, 0.8"
182.08173,182.08115,Tyrosine,201110_Std_4uMStdsMix1InH2O_50pos2,9.007,8.207,9.807,"136.07588, 100; 123.04439, 63.7; 119.04952, 51.8; 91.05485, 28.2; 147.04422, 18.4; 95.04976, 10.3; 165.05486, 9.2; 139.12306, 2; 103.05478, 1.8; 121.06516, 1.8; 118.0656, 1.4; 99.97118, 1.1; 109.06516, 1.1; 107.04966, 1; 182.17369, 0.8; 137.0598, 0.8; 111.09223, 0.7; 93.07056, 0.7; 118.03523, 0.7; 141.05089, 0.6; 135.99995, 0.6; 117.98148, 0.6"
189.12392,189.12334,N(e)-Acetyl-Lysine,201110_Std_4uMStdsMix1InH2O_50pos2,9.575,8.775,10.375,"84.08145, 100; 126.09163, 41.6; 130.08651, 5; 112.07624, 0.7"
190.07155,190.071,Acetylglutamic acid,201110_Std_4uMStdsMix1InH2O_50pos2,10.749,9.949,11.549,NA
204.12358,204.12314,Acetyl-L-carnitine,201110_Std_4uMStdsMix1InH2O_50pos2,8.107,7.307,8.907,"85.02906, 100; 60.0816, 9.1; 144.10202, 2.7; 145.04963, 2.2; 204.12338, 1.9; 57.0343, 0.7; 219.04107, 0.6"
218.13924,218.1385,Propionyl-L-carnitine,201110_Std_4uMStdsMix1InH2O_50pos2,6.913,6.113,7.713,"85.02905, 100; 60.08159, 6.5; 144.10209, 2.3; 57.03432, 1.7; 159.06542, 1.5; 218.13896, 1"
230.09633,230.09573,Ergothioneine,201110_Std_4uMStdsMix1InH2O_50pos2,11.126,10.326,11.926,"127.03266, 100; 60.08156, 20.4; 69.05804, 8.7; 100.02208, 8.4; 230.13999, 7; 68.05023, 5.8; 86.00645, 3.8; 124.0872, 3.7; 186.10633, 3.3; 148.08685, 2.7; 216.70401, 2.7; 143.02742, 2.3; 82.06575, 1.2; 107.06084, 1.1; 216.69064, 1.1; 189.11355, 1; 67.0424, 0.9; 149.08228, 0.9; 83.06099, 0.8; 94.05311, 0.6; 153.0121, 0.6"
232.15488,232.15433,Butyryl-L-carnitine,201110_Std_4uMStdsMix1InH2O_50pos2,5.59,4.79,6.39,"85.02905, 100; 60.08159, 5.4; 144.10209, 2.2; 173.0811, 1.2; 71.04991, 1.1; 57.03432, 1; 232.15463, 0.6; 218.20928, 0.6"
241.03168,241.03117,Cystine,201110_Std_4uMStdsMix1InH2O_50pos2,11.751,10.951,12.551,"120.0117, 100; 74.02438, 73.3; 74.00662, 37.4; 122.02731, 26.6; 151.98369, 18.2; 92.01708, 4.8; 105.00101, 4.7; 227.6182, 4.2; 73.02912, 3.7; 54.40122, 2.2; 218.01901, 2.2; 65.52831, 2.2; 194.98695, 2.1; 74.00443, 2; 210.59892, 1.6; 61.99449, 1.4; 60.15776, 1.3; 122.832, 1.3; 51.96651, 1.3; 105.72295, 1.3; 231.90395, 1.3; 152.86739, 1.3; 141.71739, 1.3; 66.64803, 1.2; 80.75485, 1.2; 65.55582, 1.2; 50.92487, 1.2; 188.69267, 1.2; 150.9386, 1.1; 78.36868, 1.1; 59.49584, 1.1; 74.83228, 1.1; 134.41008, 1.1; 50.2554, 1.1; 223.73396, 1.1; 57.03229, 1.1; 58.75357, 1.1; 60.08647, 1; 60.25788, 1"
252.10832,252.10794,Muramic Acid,201110_Std_4uMStdsMix1InH2O_50pos2,10.488,9.688,11.288,"126.05519, 100; 72.04513, 82.5; 84.04505, 80.7; 98.0606, 57.9; 144.06564, 33.1; 68.05019, 31.1; 96.04498, 29.5; 97.02899, 23.2; 70.06586, 21.6; 80.05015, 15.5; 56.05027, 14.8; 114.05548, 13.4; 85.02901, 11.1; 86.06061, 10.6; 217.73158, 10.4; 81.03418, 9.1; 69.03416, 9; 73.02915, 8.7; 216.08696, 7.1; 218.67549, 6.6; 241.98746, 6.1; 96.04505, 5.7; 235.18057, 5.7; 127.03924, 5.1; 99.04457, 4.4; 242.99117, 3.7; 108.04513, 3.7; 196.96629, 3.6; 55.05508, 3.3; 218.68817, 3; 194.08537, 2.8; 109.02871, 2.6; 114.05499, 2.6; 72.08154, 2.6; 60.04526, 2.5; 217.71777, 2.3; 227.5928, 1.9; 61.02933, 1.9; 100.03991, 1.7; 116.07134, 1.4; 158.61014, 1.3; 219.98253, 1.2; 83.28705, 1.2; 268.58661, 1.2; 262.44739, 1.2; 195.8886, 1.2; 113.10606, 1.2; 55.01868, 1.2; 176.53616, 1.2; 62.02899, 1.1; 270.87274, 1.1; 184.8831, 1.1; 223.9771, 1.1; 232.35883, 1.1; 103.94125, 1.1; 83.01345, 1.1; 148.98734, 1.1; 64.27739, 1; 74.81171, 1; 61.18427, 1; 174.40697, 1; 123.7533, 1; 122.16017, 1; 57.48636, 1; 103.22709, 1; 54.20245, 1; 99.11442, 0.9; 57.90007, 0.9; 65.85575, 0.9; 79.83795, 0.9; 119.34839, 0.9; 85.52912, 0.9; 105.82856, 0.9; 95.3555, 0.9; 101.02405, 0.9; 91.2579, 0.9; 174.2016, 0.9; 130.67934, 0.9; 60.7945, 0.9; 67.26233, 0.9; 66.03192, 0.8; 62.7995, 0.8"
258.11066,258.11008,Glycerophosphocholine,201110_Std_4uMStdsMix1InH2O_50pos2,11.451,10.651,12.251,"104.10749, 100; 125.00012, 34.6; 86.09708, 26.4; 184.07349, 17.6; 60.08159, 10.1; 98.98473, 2; 217.59241, 1.9; 71.07372, 1.6; 217.60408, 1.5; 58.06596, 0.7"
260.16504,260.16458,PQS,201110_Std_4uMStdsMix1InH2O_50pos2,2.195,1.395,2.995,"260.16467, 100; 175.06297, 19; 217.56166, 3.4; 188.07095, 1.5; 217.54845, 0.9; 176.07073, 0.7; 189.07867, 0.6"
269.06299,269.06253,Homocystine,201110_Std_4uMStdsMix1InH2O_50pos2,11.897,11.097,12.697,"88.02219, 100; 90.03782, 81; 134.02719, 34.4; 136.04292, 17; 118.03253, 11.8; 219.25499, 11.8; 56.05029, 8.6; 73.7384, 2.3; 227.59389, 2.1; 284.26443, 1.8; 271.30765, 1.8; 70.51672, 1.7; 90.0346, 1.6; 110.25919, 1.5; 195.90533, 1.4; 127.00877, 1.4; 67.24718, 1.4; 59.7565, 1.4; 227.57605, 1.4; 127.19189, 1.3; 232.43575, 1.3; 140.5981, 1.3; 54.56758, 1.3; 54.75111, 1.3; 86.0648, 1.2; 175.54486, 1.2; 67.35514, 1.2; 137.47615, 1.2; 212.45712, 1.2; 173.97102, 1.2; 53.4151, 1.2; 287.13135, 1.2; 171.52141, 1.2; 56.77866, 1.2; 152.27165, 1.2; 105.20431, 1.2; 68.97849, 1.2; 74.72393, 1.2; 99.77978, 1.2; 79.15841, 1.1; 106.29938, 1.1"
290.13522,290.13431,Ophthalmic Acid,201110_Std_4uMStdsMix1InH2O_50pos2,10.354,9.554,11.154,"58.06593, 100; 84.04503, 27.9; 130.05013, 4.9; 124.07589, 4.7; 170.08134, 4.1; 169.09729, 2.8; 242.24818, 2; 142.05009, 1.9; 218.73815, 1.5; 123.0921, 1.4; 218.72336, 1.3; 218.72617, 1.2; 88.07621, 1.2; 161.0923, 0.9; 76.03996, 0.7; 102.05538, 0.7; 74.02433, 0.6"
291.13046,291.12979,Argininosuccinic Acid,201110_Std_4uMStdsMix1InH2O_50pos2,12.999,12.199,13.799,"70.06588, 100; 116.07098, 29.2; 88.03991, 21.2; 176.06687, 7.7; 216.96501, 7.5; 113.07129, 6.9; 115.087, 6.4; 159.07651, 5.8; 246.10855, 4.2; 134.04495, 3.8; 112.08732, 3.5; 131.0454, 3; 158.05627, 2.9; 198.98561, 2.9; 116.03463, 2.8; 72.08155, 2.8; 71.04984, 2.8; 220.13838, 2.3; 134.04503, 2.2; 112.05091, 1.9; 220.12469, 1.8; 60.05646, 1.7; 74.02438, 1.5; 98.0354, 1.2; 158.09261, 1.1; 71.42395, 1.1; 133.09753, 0.9; 130.06143, 0.8; 203.99026, 0.7; 216.94202, 0.7; 263.43277, 0.7; 210.08658, 0.7; 216.98705, 0.7; 301.95181, 0.6; 216.95164, 0.6; 255.06294, 0.6; 88.0764, 0.6; 166.97638, 0.6; 222.00183, 0.6; 61.92156, 0.6; 180.97588, 0.6; 105.79858, 0.6"
295.12897,295.12897,Glutamylphenylalaine,201110_Std_4uMStdsMix1InH2O_50pos2,8.487,7.687,9.287,"120.08112, 100; 84.04506, 38.6; 186.09165, 8.8; 103.05476, 5.8; 131.04944, 5.5; 232.09694, 3.4; 107.04872, 3.1; 130.05015, 3; 166.08651, 2.7; 149.05976, 1.3; 102.05549, 1.2; 56.05035, 1.1; 216.89954, 0.8; 93.07052, 0.6"
308.09164,308.09097,Glutathione,201110_Std_4uMStdsMix1InH2O_50pos2,11.119,10.319,11.919,"76.02225, 100; 84.04505, 54.1; 116.01686, 31.6; 58.9958, 15.8; 142.03226, 15.3; 162.02204, 13.9; 144.01155, 12.5; 130.05009, 10.6; 216.69026, 6.4; 86.9907, 4; 76.04002, 3.6; 187.0541, 2.8; 170.02711, 2.1; 88.02216, 1.7; 56.05033, 1.7; 102.05546, 1.3; 218.2737, 1.3; 218.26434, 1; 218.28279, 0.9; 114.03765, 0.9; 141.0482, 0.9; 216.67662, 0.8; 130.04492, 0.8; 80.05005, 0.8; 233.05923, 0.8; 216.66656, 0.8; 218.29227, 0.7; 216.71434, 0.7; 227.59616, 0.7; 83.06104, 0.6; 216.62267, 0.6; 65.58009, 0.6"
345.07864,345.0784,Thiamine monophosphate,201110_Std_4uMStdsMix1InH2O_50pos2,11.584,10.784,12.384,"122.07158, 100; 126.03747, 32.6; 81.0454, 17.1; 216.18233, 4; 224.01426, 1.4; 80.05016, 1.1; 216.16702, 1; 221.14899, 0.9; 98.00648, 0.6; 99.0268, 0.6; 68.05022, 0.6"
355.07462,355.07407,Cys-Gly oxidized,201110_Std_4uMStdsMix1InH2O_50pos2,10.904,10.104,11.704,"131.04534, 100; 177.03296, 79.7; 85.04028, 73.6; 130.0501, 53.5; 92.01787, 32.2; 131.99388, 31.6; 113.03497, 31.4; 76.02224, 29; 162.02192, 23.3; 216.05861, 18.4; 112.0386, 17; 235.02074, 13.5; 74.00665, 11.7; 116.01684, 11.6; 179.04869, 11.6; 107.99404, 11; 144.01156, 10.1; 76.03999, 10; 84.04506, 8.4; 189.01544, 6.8; 100.02205, 6.2; 99.05575, 6.1; 202.04071, 6; 160.0063, 5.8; 55.01863, 5.7; 129.06599, 4.8; 113.035, 4.3; 59.06118, 3.7; 155.04554, 2.2; 58.99581, 1.9; 216.04076, 1.9; 83.06106, 1.8; 217.01027, 1.5; 131.0275, 1.5; 216.04591, 1.4; 86.00655, 1.4; 145.06076, 1.2; 201.03291, 1.1; 105.97852, 1.1; 216.0779, 1; 227.59958, 1; 84.04491, 0.9; 216.07178, 0.9; 162.02913, 0.9; 227.61295, 0.8; 143.045, 0.7; 111.05611, 0.7; 99.01424, 0.7; 301.92816, 0.7; 159.98885, 0.7; 125.40771, 0.7; 301.95105, 0.7; 74.09691, 0.7; 177.04634, 0.6; 50.68182, 0.6; 63.16542, 0.6; 110.78555, 0.6; 60.29791, 0.6; 215.7292, 0.6; 77.05767, 0.6; 62.92989, 0.6; 98.00652, 0.6; 109.86996, 0.6; 68.26664, 0.6; 94.66672, 0.6; 89.07661, 0.6; 218.55777, 0.6; 131.20445, 0.6; 174.16521, 0.6"
385.12943,385.12897,Adenosyl Homocysteine,201110_Std_4uMStdsMix1InH2O_50pos2,10.052,9.252,10.852,"136.06194, 100; 88.02218, 70.7; 134.02723, 56.5; 138.99282, 3.6; 97.02895, 3.5; 99.04461, 0.8; 137.0459, 0.7; 162.0091, 0.7"
399.14508,399.14459,Adenosyl Methionine,201110_Std_4uMStdsMix1InH2O_50pos2,12.806,12.006,13.606,"97.02898, 100; 136.06196, 96.7; 102.05546, 29.4; 56.0503, 20.5; 250.09357, 10.6; 59.06121, 8.3; 219.96396, 7.4; 74.06076, 7.2; 69.03417, 7.1; 61.01143, 6.9; 74.02438, 5; 84.04508, 2.8; 75.02706, 2.6; 227.59933, 1.7; 136.06781, 1.5; 190.07227, 1.3; 85.02923, 1.2; 174.98164, 1.1; 171.77994, 1; 379.09839, 1; 131.29018, 1; 58.8796, 1; 316.28909, 1; 282.76102, 1; 66.85933, 0.9; 99.16834, 0.9; 61.36544, 0.9; 125.80504, 0.9; 189.28983, 0.9; 90.52422, 0.9; 129.54147, 0.9; 113.76102, 0.9; 65.42374, 0.9; 85.86645, 0.9; 112.01681, 0.9; 241.19333, 0.8; 126.88676, 0.8; 59.16055, 0.8; 79.50317, 0.8; 60.55627, 0.8; 242.51828, 0.8; 60.95084, 0.8; 52.58854, 0.8; 50.60659, 0.8"
425.04498,425.04428,Thiamine pyrophosphate,201110_Std_4uMStdsMix1InH2O_50pos2,12.614,11.814,13.414,"122.07162, 100; 126.03754, 26.8; 81.04547, 18.3; 224.01431, 6.5; 227.59782, 2.1; 442.23495, 1.9; 119.062, 1.6; 58.13603, 1.6; 93.58067, 1.4; 158.01263, 1.4; 76.86001, 1.4; 60.72509, 1.3; 101.88147, 1.3; 112.32603, 1.3; 181.19066, 1.3; 109.07347, 1.3"
90.0555,90.0554,Sarcosine,201110_Std_4uMStdsMix2InH2O_20pos1,10.366,9.566,11.166,"90.05559, 100; 72.0815, 59.6; 90.09197, 50.7; 85.39928, 3.4; 70.06591, 3.4; 66.56978, 2.7; 101.49133, 2.7; 75.67699, 2.6; 68.24016, 2.6; 61.40305, 2.6; 102.77991, 2.6; 94.1533, 2.5; 107.06115, 2.5; 55.6089, 2.5; 67.15453, 2.4; 70.11346, 2.4; 50.26355, 2.4; 59.84064, 2.4; 54.41768, 2.4; 70.60389, 2.4; 77.21389, 2.3; 68.1879, 2.3; 65.03933, 2.3"
90.0555,90.05555,beta-Alanine,201110_Std_4uMStdsMix2InH2O_20pos1,11.665,10.865,12.465,"90.05556, 100; 72.0815, 94.4; 90.092, 57.8; 72.04512, 35.7; 61.02907, 4.5; 65.23307, 4.1; 56.83414, 4; 87.00963, 3.9; 104.16364, 3.8; 61.7986, 3.7; 86.66798, 3.7; 51.8447, 3.7; 74.00257, 3.6; 77.99917, 3.6; 62.65905, 3.6; 107.02542, 3.6; 69.3632, 3.4; 50.99191, 3.4; 61.84975, 3.4; 55.72127, 3.4; 58.00069, 3.2; 62.51326, 3.1; 60.28087, 3.1"
112.05109,112.0509,Cytosine,201110_Std_4uMStdsMix2InH2O_20pos1,7.348,6.548,8.148,"112.05093, 100; 95.02457, 7.9; 69.04547, 2.8; 94.04057, 0.9"
121.03233,121.03204,Dimethylsulfonioacetate (DMS-Ac),201110_Std_4uMStdsMix2InH2O_20pos1,8.791,7.991,9.591,"121.03212, 100; 61.01146, 21.2; 62.01928, 17.2; 63.02708, 3.2; 75.02751, 2.9; 103.02169, 1.2"
124.03986,124.03947,Vitamin B3,201110_Std_4uMStdsMix2InH2O_20pos1,2.971,2.171,3.771,"124.03954, 100; 124.08714, 69.1; 80.05013, 3.5; 83.061, 3.4; 96.04494, 2.5; 124.05876, 2; 107.06082, 1.3; 124.07668, 1; 101.02554, 0.9"
126.06673,126.06637,5-Methylcytosine,201110_Std_4uMStdsMix2InH2O_20pos1,6.234,5.434,7.034,"126.0664, 100; 109.04007, 4; 83.06102, 2.3; 108.05606, 1.7"
127.07322,127.07282,Melamine,201110_Std_4uMStdsMix2InH2O_20pos1,7.362,6.562,8.162,"127.07291, 100; 85.05151, 11.9; 60.05641, 0.6"
132.10181,132.10205,Trimethylammonium Propionate (TMAP),201110_Std_4uMStdsMix2InH2O_20pos1,9.927,9.127,10.727,"132.10215, 100; 58.06595, 2.5; 60.08159, 2.1; 73.02879, 1.7; 59.07343, 1.5"
135.04797,135.04749,DMSP,201110_Std_4uMStdsMix2InH2O_20pos1,10.135,9.335,10.935,"135.04763, 100; 73.02914, 79.1; 63.02709, 71.3; 55.01866, 2.4; 61.01146, 1.2; 91.03953, 0.8"
137.04634,137.04584,Hypoxanthine,201110_Std_4uMStdsMix2InH2O_20pos1,6.397,5.597,7.197,"137.04589, 100; 138.05514, 4.6; 136.99444, 4.4; 138.04933, 3.3; 110.03529, 1.5; 119.03645, 1.2; 94.03988, 1.2; 138.04298, 0.9"
138.0555,138.05504,Homarine,201110_Std_4uMStdsMix2InH2O_20pos1,6.144,5.344,6.944,"138.05499, 100; 138.05508, 8.9; 96.0449, 6.7; 94.06563, 4.2; 124.0396, 3.4; 138.0914, 2.5; 137.99762, 1.5; 138.10224, 0.7"
139.05075,139.05026,Imidazoleacrylic Acid,201110_Std_4uMStdsMix2InH2O_20pos1,7.574,6.774,8.374,"139.05032, 100; 121.03993, 43.5; 95.06093, 8.8; 139.1231, 4.2; 93.04525, 2.9; 140.05052, 2.2; 140.0378, 1.1; 97.04022, 0.9; 122.0402, 0.9"
140.03815,140.03755,N-methyltaurine,201110_Std_4uMStdsMix2InH2O_20pos1,7.966,7.166,8.766,"140.03771, 100; 58.06594, 23.9; 122.0273, 4.9; 96.99599, 3.4; 140.12617, 1.4"
143.08205,143.08167,Ectoine,201110_Std_4uMStdsMix2InH2O_20pos1,9.909,9.109,10.709,"143.08167, 100; 97.07658, 41.2; 101.07148, 6; 68.05024, 1.7; 73.07674, 0.7; 56.05032, 0.6"
146.1181,146.11757,Acetylcholine,201110_Std_4uMStdsMix2InH2O_20pos1,11.34,10.54,12.14,"87.04469, 100; 146.11771, 27.7; 60.08158, 8.1"
148.06099,148.06033,beta-Glutamic acid,201110_Std_4uMStdsMix2InH2O_20pos1,10.933,10.133,11.733,"88.03994, 100; 148.06056, 13.7; 148.09705, 5.6; 148.11234, 3.6; 148.087, 3; 100.07615, 2; 70.02949, 1.3; 148.90346, 0.7; 138.38319, 0.7; 79.25082, 0.7; 85.84086, 0.6; 72.0529, 0.6; 97.56274, 0.6; 98.08583, 0.6; 91.02744, 0.6; 104.47125, 0.6; 103.18041, 0.6; 81.96175, 0.6; 154.36975, 0.6; 72.22563, 0.6; 95.70741, 0.6"
