Mass [m/z],Formula [M],Formula type,Species,CS [z],Polarity,Start [min],End [min],(N)CE,(N)CE type,MSX ID,Comment
739.4914,NA,NA,NA,NA,Positive,20.99483689,25.90719447,NA,NA,NA,NA
739.5853,NA,NA,NA,NA,Positive,25.06043034,29.66866874,NA,NA,NA,NA
740.4432,NA,NA,NA,NA,Positive,1.520028013,6.404723947,NA,NA,NA,NA
740.5313,NA,NA,NA,NA,Positive,13.77742271,18.24894437,NA,NA,NA,NA
740.5436,NA,NA,NA,NA,Positive,17.34846931,21.34846931,NA,NA,NA,NA
740.5829,NA,NA,NA,NA,Positive,22.72351442,27.61986573,NA,NA,NA,NA
740.6193,NA,NA,NA,NA,Positive,24.42635468,28.86430599,NA,NA,NA,NA
740.6768,NA,NA,NA,NA,Positive,27.39734627,31.39734627,NA,NA,NA,NA
740.7132,NA,NA,NA,NA,Positive,32.81480683,36.81480683,NA,NA,NA,NA
741.507,NA,NA,NA,NA,Positive,21.57106273,26.48342032,NA,NA,NA,NA
741.6009,NA,NA,NA,NA,Positive,25.82873147,30.03681303,NA,NA,NA,NA
742.4589,NA,NA,NA,NA,Positive,3.50006177,8.426886082,NA,NA,NA,NA
742.4654,NA,NA,NA,NA,Positive,9.111435609,13.58664909,NA,NA,NA,NA
742.5047,NA,NA,NA,NA,Positive,19.44222836,23.44222836,NA,NA,NA,NA
742.5469,NA,NA,NA,NA,Positive,15.15269421,19.66350934,NA,NA,NA,NA
742.5986,NA,NA,NA,NA,Positive,23.41178418,28.40417313,NA,NA,NA,NA
742.635,NA,NA,NA,NA,Positive,25.63914294,30.07709426,NA,NA,NA,NA
743.5227,NA,NA,NA,NA,Positive,22.01923839,27.05964616,NA,NA,NA,NA
743.6166,NA,NA,NA,NA,Positive,26.61303887,30.61303887,NA,NA,NA,NA
744.481,NA,NA,NA,NA,Positive,10.49747493,15.48750302,NA,NA,NA,NA
744.5203,NA,NA,NA,NA,Positive,19.81037265,24.59468005,NA,NA,NA,NA
744.5626,NA,NA,NA,NA,Positive,16.56725919,21.07807432,NA,NA,NA,NA
744.6142,NA,NA,NA,NA,Positive,24.11606021,28.77231742,NA,NA,NA,NA
744.6506,NA,NA,NA,NA,Positive,26.8519312,31.72783384,NA,NA,NA,NA
745.5383,NA,NA,NA,NA,Positive,22.72351442,27.61986573,NA,NA,NA,NA
745.6322,NA,NA,NA,NA,Positive,27.39734627,31.39734627,NA,NA,NA,NA
746.3963,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
746.4967,NA,NA,NA,NA,Positive,11.88351426,16.39832886,NA,NA,NA,NA
746.536,NA,NA,NA,NA,Positive,20.37059222,25.79515056,NA,NA,NA,NA
746.5782,NA,NA,NA,NA,Positive,18.45334582,22.45334582,NA,NA,NA,NA
746.6299,NA,NA,NA,NA,Positive,24.82033624,29.34854327,NA,NA,NA,NA
746.6662,NA,NA,NA,NA,Positive,28.06471947,32.50267078,NA,NA,NA,NA
747.4601,NA,NA,NA,NA,Positive,19.44222836,23.44222836,NA,NA,NA,NA
747.554,NA,NA,NA,NA,Positive,23.41178418,28.40417313,NA,NA,NA,NA
748.4119,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
748.5123,NA,NA,NA,NA,Positive,13.26955358,17.78436819,NA,NA,NA,NA
748.5516,NA,NA,NA,NA,Positive,21.07486825,26.3713764,NA,NA,NA,NA
748.5939,NA,NA,NA,NA,Positive,20.37872592,24.37872592,NA,NA,NA,NA
748.6455,NA,NA,NA,NA,Positive,25.52461227,30.13285067,NA,NA,NA,NA
748.6819,NA,NA,NA,NA,Positive,29.31119629,33.71545905,NA,NA,NA,NA
749.4757,NA,NA,NA,NA,Positive,19.81037265,24.59468005,NA,NA,NA,NA
749.5696,NA,NA,NA,NA,Positive,24.11606021,28.77231742,NA,NA,NA,NA
750.4276,NA,NA,NA,NA,Positive,0,3.792764522,NA,NA,NA,NA
750.4341,NA,NA,NA,NA,Positive,6.537362578,10.53736258,NA,NA,NA,NA
750.5156,NA,NA,NA,NA,Positive,12.12709691,16.63791204,NA,NA,NA,NA
750.528,NA,NA,NA,NA,Positive,14.69519403,19.21000864,NA,NA,NA,NA
750.5673,NA,NA,NA,NA,Positive,21.77914429,26.94760225,NA,NA,NA,NA
750.6612,NA,NA,NA,NA,Positive,26.30891967,30.51700123,NA,NA,NA,NA
750.6975,NA,NA,NA,NA,Positive,30.52398456,34.96193587,NA,NA,NA,NA
751.4914,NA,NA,NA,NA,Positive,20.37059222,25.79515056,NA,NA,NA,NA
751.5853,NA,NA,NA,NA,Positive,24.82033624,29.34854327,NA,NA,NA,NA
752.4432,NA,NA,NA,NA,Positive,1.267257746,6.194082058,NA,NA,NA,NA
752.4497,NA,NA,NA,NA,Positive,7.44818842,11.9234019,NA,NA,NA,NA
752.5313,NA,NA,NA,NA,Positive,13.50236841,18.52399867,NA,NA,NA,NA
752.5436,NA,NA,NA,NA,Positive,16.59604796,20.59604796,NA,NA,NA,NA
752.5829,NA,NA,NA,NA,Positive,22.48342032,27.50782182,NA,NA,NA,NA
752.6768,NA,NA,NA,NA,Positive,27.09322707,31.09322707,NA,NA,NA,NA
752.7132,NA,NA,NA,NA,Positive,32.17472414,36.17472414,NA,NA,NA,NA
753.507,NA,NA,NA,NA,Positive,21.07486825,26.3713764,NA,NA,NA,NA
753.6009,NA,NA,NA,NA,Positive,25.52461227,30.13285067,NA,NA,NA,NA
754.4589,NA,NA,NA,NA,Positive,2.783879347,7.668575281,NA,NA,NA,NA
754.4654,NA,NA,NA,NA,Positive,8.834227744,13.34904235,NA,NA,NA,NA
754.5469,NA,NA,NA,NA,Positive,14.91693338,19.42774851,NA,NA,NA,NA
754.5593,NA,NA,NA,NA,Positive,18.49690189,22.49690189,NA,NA,NA,NA
754.5986,NA,NA,NA,NA,Positive,23.18769635,28.08404766,NA,NA,NA,NA
754.6925,NA,NA,NA,NA,Positive,27.87753447,31.87753447,NA,NA,NA,NA
754.7288,NA,NA,NA,NA,Positive,33.82546372,37.82546372,NA,NA,NA,NA
755.5227,NA,NA,NA,NA,Positive,21.77914429,26.94760225,NA,NA,NA,NA
755.6166,NA,NA,NA,NA,Positive,26.30891967,30.51700123,NA,NA,NA,NA
756.4745,NA,NA,NA,NA,Positive,4.763913105,9.690737417,NA,NA,NA,NA
756.481,NA,NA,NA,NA,Positive,10.22026707,14.73508167,NA,NA,NA,NA
756.5626,NA,NA,NA,NA,Positive,16.33149836,20.84231349,NA,NA,NA,NA
756.6142,NA,NA,NA,NA,Positive,23.89197238,28.86835506,NA,NA,NA,NA
756.6506,NA,NA,NA,NA,Positive,26.61611126,31.05406258,NA,NA,NA,NA
757.5383,NA,NA,NA,NA,Positive,22.48342032,27.50782182,NA,NA,NA,NA
757.6322,NA,NA,NA,NA,Positive,27.09322707,31.09322707,NA,NA,NA,NA
758.4843,NA,NA,NA,NA,Positive,9.573021259,13.57302126,NA,NA,NA,NA
758.4967,NA,NA,NA,NA,Positive,11.60630639,16.63593561,NA,NA,NA,NA
758.5782,NA,NA,NA,NA,Positive,17.74606333,22.21758499,NA,NA,NA,NA
758.6299,NA,NA,NA,NA,Positive,24.58024214,29.25250563,NA,NA,NA,NA
758.6662,NA,NA,NA,NA,Positive,27.86258809,32.70480216,NA,NA,NA,NA
759.554,NA,NA,NA,NA,Positive,23.18769635,28.08404766,NA,NA,NA,NA
759.6479,NA,NA,NA,NA,Positive,27.87753447,31.87753447,NA,NA,NA,NA
760.4119,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
760.5,NA,NA,NA,NA,Positive,10.4767711,14.98758623,NA,NA,NA,NA
760.5123,NA,NA,NA,NA,Positive,13.03194684,17.54676145,NA,NA,NA,NA
760.5516,NA,NA,NA,NA,Positive,20.83477415,26.05125093,NA,NA,NA,NA
760.5939,NA,NA,NA,NA,Positive,19.63214996,23.63214996,NA,NA,NA,NA
760.6455,NA,NA,NA,NA,Positive,25.30052445,29.82873147,NA,NA,NA,NA
760.6819,NA,NA,NA,NA,Positive,29.07537635,33.51332767,NA,NA,NA,NA
761.5696,NA,NA,NA,NA,Positive,23.89197238,28.86835506,NA,NA,NA,NA
762.4276,NA,NA,NA,NA,Positive,0,4.466818567,NA,NA,NA,NA
762.5156,NA,NA,NA,NA,Positive,11.89133608,16.36285774,NA,NA,NA,NA
762.528,NA,NA,NA,NA,Positive,14.41798617,18.93280077,NA,NA,NA,NA
762.5673,NA,NA,NA,NA,Positive,21.53905018,26.62747678,NA,NA,NA,NA
762.6036,NA,NA,NA,NA,Positive,22.74192653,26.74192653,NA,NA,NA,NA
762.6095,NA,NA,NA,NA,Positive,21.55753007,25.55753007,NA,NA,NA,NA
762.6612,NA,NA,NA,NA,Positive,26.00480048,30.61303887,NA,NA,NA,NA
762.6975,NA,NA,NA,NA,Positive,30.28816462,34.72611593,NA,NA,NA,NA
763.5853,NA,NA,NA,NA,Positive,24.58024214,29.25250563,NA,NA,NA,NA
764.4432,NA,NA,NA,NA,Positive,1.056615857,5.941311791,NA,NA,NA,NA
764.5313,NA,NA,NA,NA,Positive,13.26660758,17.77742271,NA,NA,NA,NA
764.5436,NA,NA,NA,NA,Positive,15.84362661,20.35844122,NA,NA,NA,NA
764.5829,NA,NA,NA,NA,Positive,22.24332622,27.20370262,NA,NA,NA,NA
764.6193,NA,NA,NA,NA,Positive,23.9547148,27.9547148,NA,NA,NA,NA
764.6768,NA,NA,NA,NA,Positive,26.78910788,30.98118316,NA,NA,NA,NA
764.7132,NA,NA,NA,NA,Positive,31.53464144,35.9389042,NA,NA,NA,NA
765.507,NA,NA,NA,NA,Positive,20.83477415,26.05125093,NA,NA,NA,NA
765.6009,NA,NA,NA,NA,Positive,25.30052445,29.82873147,NA,NA,NA,NA
766.4589,NA,NA,NA,NA,Positive,2.53110908,7.457933392,NA,NA,NA,NA
766.5469,NA,NA,NA,NA,Positive,14.68117255,19.66350934,NA,NA,NA,NA
766.5593,NA,NA,NA,NA,Positive,17.74448054,21.74448054,NA,NA,NA,NA
766.5986,NA,NA,NA,NA,Positive,22.94760225,27.98801002,NA,NA,NA,NA
766.635,NA,NA,NA,NA,Positive,25.16750306,29.16750306,NA,NA,NA,NA
766.6925,NA,NA,NA,NA,Positive,27.557409,31.557409,NA,NA,NA,NA
766.7288,NA,NA,NA,NA,Positive,33.18538103,37.18538103,NA,NA,NA,NA
767.5227,NA,NA,NA,NA,Positive,21.53905018,26.62747678,NA,NA,NA,NA
767.6166,NA,NA,NA,NA,Positive,26.00480048,30.61303887,NA,NA,NA,NA
768.4745,NA,NA,NA,NA,Positive,4.047730682,8.932426616,NA,NA,NA,NA
768.481,NA,NA,NA,NA,Positive,9.943059204,14.45787381,NA,NA,NA,NA
768.5626,NA,NA,NA,NA,Positive,16.09573753,20.56725919,NA,NA,NA,NA
768.5749,NA,NA,NA,NA,Positive,19.6849356,23.6849356,NA,NA,NA,NA
768.6142,NA,NA,NA,NA,Positive,23.65187828,28.56423587,NA,NA,NA,NA
768.6506,NA,NA,NA,NA,Positive,26.41397989,30.41397989,NA,NA,NA,NA
768.7081,NA,NA,NA,NA,Positive,28.35772268,32.35772268,NA,NA,NA,NA
768.7445,NA,NA,NA,NA,Positive,34.83612061,38.83612061,NA,NA,NA,NA
769.5383,NA,NA,NA,NA,Positive,22.24332622,27.20370262,NA,NA,NA,NA
769.6322,NA,NA,NA,NA,Positive,26.78910788,30.98118316,NA,NA,NA,NA
770.4902,NA,NA,NA,NA,Positive,6.069892817,10.95458875,NA,NA,NA,NA
770.4967,NA,NA,NA,NA,Positive,11.36869965,15.88351426,NA,NA,NA,NA
770.536,NA,NA,NA,NA,Positive,20.14650439,24.8027616,NA,NA,NA,NA
770.5782,NA,NA,NA,NA,Positive,17.47100903,21.98182416,NA,NA,NA,NA
770.6299,NA,NA,NA,NA,Positive,24.35615431,29.34854327,NA,NA,NA,NA
770.6662,NA,NA,NA,NA,Positive,27.62676815,32.06471947,NA,NA,NA,NA
771.554,NA,NA,NA,NA,Positive,22.94760225,27.98801002,NA,NA,NA,NA
771.6479,NA,NA,NA,NA,Positive,27.557409,31.557409,NA,NA,NA,NA
772.5123,NA,NA,NA,NA,Positive,12.75473898,17.78436819,NA,NA,NA,NA
772.5516,NA,NA,NA,NA,Positive,20.59468005,26.14728858,NA,NA,NA,NA
772.5939,NA,NA,NA,NA,Positive,18.88557401,23.39638914,NA,NA,NA,NA
772.6455,NA,NA,NA,NA,Positive,25.06043034,29.71668756,NA,NA,NA,NA
772.6819,NA,NA,NA,NA,Positive,28.83955641,33.27750773,NA,NA,NA,NA
773.5696,NA,NA,NA,NA,Positive,23.65187828,28.56423587,NA,NA,NA,NA
773.6635,NA,NA,NA,NA,Positive,28.35772268,32.35772268,NA,NA,NA,NA
774.4276,NA,NA,NA,NA,Positive,0,3.877021278,NA,NA,NA,NA
774.528,NA,NA,NA,NA,Positive,14.18037942,18.69519403,NA,NA,NA,NA
774.5673,NA,NA,NA,NA,Positive,21.29895608,26.72351442,NA,NA,NA,NA
774.6095,NA,NA,NA,NA,Positive,20.81095411,24.81095411,NA,NA,NA,NA
774.6612,NA,NA,NA,NA,Positive,25.76470638,30.2929134,NA,NA,NA,NA
774.6975,NA,NA,NA,NA,Positive,30.08603324,34.49029599,NA,NA,NA,NA
775.4914,NA,NA,NA,NA,Positive,20.14650439,24.8027616,NA,NA,NA,NA
775.5853,NA,NA,NA,NA,Positive,24.35615431,29.34854327,NA,NA,NA,NA
776.4432,NA,NA,NA,NA,Positive,0.845973968,4.845973968,NA,NA,NA,NA
776.4497,NA,NA,NA,NA,Positive,7.883800779,11.88380078,NA,NA,NA,NA
776.5313,NA,NA,NA,NA,Positive,13.03084675,17.54166188,NA,NA,NA,NA
776.5436,NA,NA,NA,NA,Positive,15.56641875,20.08123335,NA,NA,NA,NA
776.5829,NA,NA,NA,NA,Positive,22.00323211,27.29974026,NA,NA,NA,NA
776.6252,NA,NA,NA,NA,Positive,22.73633421,26.73633421,NA,NA,NA,NA
776.6768,NA,NA,NA,NA,Positive,26.46898241,31.0772208,NA,NA,NA,NA
776.7132,NA,NA,NA,NA,Positive,31.2988215,35.73677282,NA,NA,NA,NA
777.507,NA,NA,NA,NA,Positive,20.59468005,26.14728858,NA,NA,NA,NA
777.6009,NA,NA,NA,NA,Positive,25.06043034,29.71668756,NA,NA,NA,NA
778.4589,NA,NA,NA,NA,Positive,2.320467191,6.320467191,NA,NA,NA,NA
778.4654,NA,NA,NA,NA,Positive,8.279812015,12.79462662,NA,NA,NA,NA
778.5469,NA,NA,NA,NA,Positive,14.44541173,18.91693338,NA,NA,NA,NA
778.5593,NA,NA,NA,NA,Positive,16.9920592,21.5068738,NA,NA,NA,NA
778.5986,NA,NA,NA,NA,Positive,22.70750815,27.87596611,NA,NA,NA,NA
778.6925,NA,NA,NA,NA,Positive,27.25328981,31.46137136,NA,NA,NA,NA
778.7288,NA,NA,NA,NA,Positive,32.54529833,36.94956109,NA,NA,NA,NA
779.5227,NA,NA,NA,NA,Positive,21.29895608,26.72351442,NA,NA,NA,NA
779.6166,NA,NA,NA,NA,Positive,25.76470638,30.2929134,NA,NA,NA,NA
780.4745,NA,NA,NA,NA,Positive,3.794960415,8.721784727,NA,NA,NA,NA
780.481,NA,NA,NA,NA,Positive,9.705452463,14.18066595,NA,NA,NA,NA
780.5626,NA,NA,NA,NA,Positive,15.82068323,20.84231349,NA,NA,NA,NA
780.5749,NA,NA,NA,NA,Positive,18.89291313,22.89291313,NA,NA,NA,NA
780.6142,NA,NA,NA,NA,Positive,23.41178418,28.45219195,NA,NA,NA,NA
780.7081,NA,NA,NA,NA,Positive,28.03759721,32.03759721,NA,NA,NA,NA
780.7445,NA,NA,NA,NA,Positive,34.19603791,38.19603791,NA,NA,NA,NA
781.5383,NA,NA,NA,NA,Positive,22.00323211,27.29974026,NA,NA,NA,NA
781.6322,NA,NA,NA,NA,Positive,26.46898241,31.0772208,NA,NA,NA,NA
782.4902,NA,NA,NA,NA,Positive,5.311582016,10.19627795,NA,NA,NA,NA
782.4967,NA,NA,NA,NA,Positive,11.09149179,15.60630639,NA,NA,NA,NA
782.5782,NA,NA,NA,NA,Positive,17.2352482,21.74606333,NA,NA,NA,NA
782.5906,NA,NA,NA,NA,Positive,20.83336818,24.83336818,NA,NA,NA,NA
782.6299,NA,NA,NA,NA,Positive,24.11606021,29.0284178,NA,NA,NA,NA
782.7238,NA,NA,NA,NA,Positive,28.82190461,32.82190461,NA,NA,NA,NA
782.7601,NA,NA,NA,NA,Positive,35.84677749,39.84677749,NA,NA,NA,NA
783.554,NA,NA,NA,NA,Positive,22.70750815,27.87596611,NA,NA,NA,NA
783.6479,NA,NA,NA,NA,Positive,27.25328981,31.46137136,NA,NA,NA,NA
784.5,NA,NA,NA,NA,Positive,10.94829276,14.94829276,NA,NA,NA,NA
784.5058,NA,NA,NA,NA,Positive,7.333744151,12.21844009,NA,NA,NA,NA
784.5123,NA,NA,NA,NA,Positive,12.51713223,16.99234572,NA,NA,NA,NA
784.5516,NA,NA,NA,NA,Positive,20.61068632,25.31496236,NA,NA,NA,NA
784.5939,NA,NA,NA,NA,Positive,18.64981318,23.16062831,NA,NA,NA,NA
784.6455,NA,NA,NA,NA,Positive,24.82033624,29.8127252,NA,NA,NA,NA
784.6819,NA,NA,NA,NA,Positive,28.63742504,33.04168779,NA,NA,NA,NA
785.5696,NA,NA,NA,NA,Positive,23.41178418,28.45219195,NA,NA,NA,NA
785.6635,NA,NA,NA,NA,Positive,28.03759721,32.03759721,NA,NA,NA,NA
786.4276,NA,NA,NA,NA,Positive,0.003406411,4.003406411,NA,NA,NA,NA
786.5156,NA,NA,NA,NA,Positive,11.38052095,15.85204261,NA,NA,NA,NA
786.528,NA,NA,NA,NA,Positive,13.90317156,18.93280077,NA,NA,NA,NA
786.5673,NA,NA,NA,NA,Positive,21.18691217,26.01923839,NA,NA,NA,NA
786.6095,NA,NA,NA,NA,Positive,20.06437815,24.57519328,NA,NA,NA,NA
786.6612,NA,NA,NA,NA,Positive,25.52461227,30.19687576,NA,NA,NA,NA
786.6975,NA,NA,NA,NA,Positive,29.8502133,34.28816462,NA,NA,NA,NA
787.5853,NA,NA,NA,NA,Positive,24.11606021,29.0284178,NA,NA,NA,NA
787.6792,NA,NA,NA,NA,Positive,28.82190461,32.82190461,NA,NA,NA,NA
788.4432,NA,NA,NA,NA,Positive,0.593203701,5.520028013,NA,NA,NA,NA
788.5313,NA,NA,NA,NA,Positive,12.79508592,17.26660758,NA,NA,NA,NA
788.5436,NA,NA,NA,NA,Positive,15.32881201,19.84362661,NA,NA,NA,NA
788.5829,NA,NA,NA,NA,Positive,21.76313801,26.97961479,NA,NA,NA,NA
788.6252,NA,NA,NA,NA,Positive,21.98975825,25.98975825,NA,NA,NA,NA
788.6768,NA,NA,NA,NA,Positive,26.24489458,30.7731016,NA,NA,NA,NA
788.7132,NA,NA,NA,NA,Positive,31.06300156,35.50095288,NA,NA,NA,NA
789.507,NA,NA,NA,NA,Positive,20.61068632,25.31496236,NA,NA,NA,NA
789.6009,NA,NA,NA,NA,Positive,24.82033624,29.8127252,NA,NA,NA,NA
790.4589,NA,NA,NA,NA,Positive,2.109825302,6.994521236,NA,NA,NA,NA
790.5469,NA,NA,NA,NA,Positive,14.17035743,18.68117255,NA,NA,NA,NA
790.5593,NA,NA,NA,NA,Positive,16.75445245,21.22966594,NA,NA,NA,NA
790.5986,NA,NA,NA,NA,Positive,22.46741404,27.55584064,NA,NA,NA,NA
790.635,NA,NA,NA,NA,Positive,24.72955174,28.72955174,NA,NA,NA,NA
790.6408,NA,NA,NA,NA,Positive,23.91513836,27.91513836,NA,NA,NA,NA
790.6925,NA,NA,NA,NA,Positive,26.94917061,31.557409,NA,NA,NA,NA
790.7288,NA,NA,NA,NA,Positive,32.30947839,36.74742971,NA,NA,NA,NA
791.5227,NA,NA,NA,NA,Positive,21.18691217,26.01923839,NA,NA,NA,NA
791.6166,NA,NA,NA,NA,Positive,25.52461227,30.19687576,NA,NA,NA,NA
792.4745,NA,NA,NA,NA,Positive,3.584318526,8.46901446,NA,NA,NA,NA
792.5626,NA,NA,NA,NA,Positive,15.5849224,20.09573753,NA,NA,NA,NA
792.5749,NA,NA,NA,NA,Positive,18.14049178,22.65530639,NA,NA,NA,NA
792.6142,NA,NA,NA,NA,Positive,23.17169008,28.34014804,NA,NA,NA,NA
792.6506,NA,NA,NA,NA,Positive,25.94234001,29.94234001,NA,NA,NA,NA
792.7081,NA,NA,NA,NA,Positive,27.73347801,31.94155957,NA,NA,NA,NA
792.7445,NA,NA,NA,NA,Positive,33.52226665,37.96021797,NA,NA,NA,NA
793.5383,NA,NA,NA,NA,Positive,21.76313801,26.97961479,NA,NA,NA,NA
793.6322,NA,NA,NA,NA,Positive,26.24489458,30.7731016,NA,NA,NA,NA
794.4902,NA,NA,NA,NA,Positive,5.100940127,9.985636061,NA,NA,NA,NA
794.536,NA,NA,NA,NA,Positive,19.41021581,23.41021581,NA,NA,NA,NA
794.5782,NA,NA,NA,NA,Positive,16.99948737,22.02111763,NA,NA,NA,NA
794.5906,NA,NA,NA,NA,Positive,20.08094683,24.08094683,NA,NA,NA,NA
794.6299,NA,NA,NA,NA,Positive,23.89197238,28.91637388,NA,NA,NA,NA
794.6662,NA,NA,NA,NA,Positive,27.15512827,31.15512827,NA,NA,NA,NA
794.7238,NA,NA,NA,NA,Positive,28.51778541,32.51778541,NA,NA,NA,NA
794.7601,NA,NA,NA,NA,Positive,35.2066948,39.2066948,NA,NA,NA,NA
795.554,NA,NA,NA,NA,Positive,22.46741404,27.55584064,NA,NA,NA,NA
795.6479,NA,NA,NA,NA,Positive,26.94917061,31.557409,NA,NA,NA,NA
796.5058,NA,NA,NA,NA,Positive,6.575433351,11.46012928,NA,NA,NA,NA
796.5123,NA,NA,NA,NA,Positive,12.23992437,16.75473898,NA,NA,NA,NA
796.5516,NA,NA,NA,NA,Positive,20.11449185,24.57867378,NA,NA,NA,NA
796.5939,NA,NA,NA,NA,Positive,18.41405235,22.92486748,NA,NA,NA,NA
796.6062,NA,NA,NA,NA,Positive,21.98180076,25.98180076,NA,NA,NA,NA
796.6455,NA,NA,NA,NA,Positive,24.59624841,29.508606,NA,NA,NA,NA
796.6819,NA,NA,NA,NA,Positive,28.4016051,32.4016051,NA,NA,NA,NA
796.7394,NA,NA,NA,NA,Positive,29.30209281,33.30209281,NA,NA,NA,NA
796.7758,NA,NA,NA,NA,Positive,36.85743438,40.85743438,NA,NA,NA,NA
797.5696,NA,NA,NA,NA,Positive,23.17169008,28.34014804,NA,NA,NA,NA
797.6635,NA,NA,NA,NA,Positive,27.73347801,31.94155957,NA,NA,NA,NA
798.5215,NA,NA,NA,NA,Positive,8.639723864,13.5244198,NA,NA,NA,NA
798.528,NA,NA,NA,NA,Positive,13.66556482,18.1407783,NA,NA,NA,NA
798.5673,NA,NA,NA,NA,Positive,20.81876788,25.77914429,NA,NA,NA,NA
798.6095,NA,NA,NA,NA,Positive,19.82861732,24.33943245,NA,NA,NA,NA
798.6612,NA,NA,NA,NA,Positive,25.30052445,30.08483185,NA,NA,NA,NA
798.6975,NA,NA,NA,NA,Positive,29.61439336,34.05234468,NA,NA,NA,NA
799.4914,NA,NA,NA,NA,Positive,19.41021581,23.41021581,NA,NA,NA,NA
799.5853,NA,NA,NA,NA,Positive,23.89197238,28.91637388,NA,NA,NA,NA
799.6792,NA,NA,NA,NA,Positive,28.51778541,32.51778541,NA,NA,NA,NA
800.4432,NA,NA,NA,NA,Positive,0.382561812,4.382561812,NA,NA,NA,NA
800.5436,NA,NA,NA,NA,Positive,15.05160414,20.08123335,NA,NA,NA,NA
800.5829,NA,NA,NA,NA,Positive,21.52304391,26.86757088,NA,NA,NA,NA
800.6252,NA,NA,NA,NA,Positive,21.2431823,25.75399743,NA,NA,NA,NA
800.6768,NA,NA,NA,NA,Positive,26.00480048,30.66105769,NA,NA,NA,NA
800.7132,NA,NA,NA,NA,Positive,30.86087019,35.26513294,NA,NA,NA,NA
801.507,NA,NA,NA,NA,Positive,20.11449185,24.57867378,NA,NA,NA,NA
801.6009,NA,NA,NA,NA,Positive,24.59624841,29.508606,NA,NA,NA,NA
801.6948,NA,NA,NA,NA,Positive,29.30209281,33.30209281,NA,NA,NA,NA
802.4589,NA,NA,NA,NA,Positive,1.857055035,6.404723947,NA,NA,NA,NA
802.5593,NA,NA,NA,NA,Positive,16.47724459,20.9920592,NA,NA,NA,NA
802.5986,NA,NA,NA,NA,Positive,22.24332622,27.44379673,NA,NA,NA,NA
802.6408,NA,NA,NA,NA,Positive,23.1685624,27.1685624,NA,NA,NA,NA
802.6925,NA,NA,NA,NA,Positive,26.70907651,31.25328981,NA,NA,NA,NA
802.7288,NA,NA,NA,NA,Positive,32.07365845,36.51160977,NA,NA,NA,NA
803.5227,NA,NA,NA,NA,Positive,20.81876788,25.77914429,NA,NA,NA,NA
803.6166,NA,NA,NA,NA,Positive,25.30052445,30.08483185,NA,NA,NA,NA
804.4745,NA,NA,NA,NA,Positive,3.373676637,7.373676637,NA,NA,NA,NA
804.481,NA,NA,NA,NA,Positive,9.151036733,13.66585134,NA,NA,NA,NA
804.5626,NA,NA,NA,NA,Positive,15.34916157,19.8599767,NA,NA,NA,NA
804.5749,NA,NA,NA,NA,Positive,17.90288504,22.41769964,NA,NA,NA,NA
804.6142,NA,NA,NA,NA,Positive,22.94760225,28.02002257,NA,NA,NA,NA
804.6565,NA,NA,NA,NA,Positive,25.0939425,29.0939425,NA,NA,NA,NA
804.7081,NA,NA,NA,NA,Positive,27.42935882,32.03759721,NA,NA,NA,NA
804.7445,NA,NA,NA,NA,Positive,33.32013528,37.75808659,NA,NA,NA,NA
805.5383,NA,NA,NA,NA,Positive,21.52304391,26.86757088,NA,NA,NA,NA
805.6322,NA,NA,NA,NA,Positive,26.00480048,30.66105769,NA,NA,NA,NA
806.4902,NA,NA,NA,NA,Positive,4.84816986,8.84816986,NA,NA,NA,NA
806.4967,NA,NA,NA,NA,Positive,10.57667718,15.05189066,NA,NA,NA,NA
806.5782,NA,NA,NA,NA,Positive,16.76372654,21.27454167,NA,NA,NA,NA
806.5906,NA,NA,NA,NA,Positive,19.32852549,23.80373897,NA,NA,NA,NA
806.6299,NA,NA,NA,NA,Positive,23.65187828,28.80432997,NA,NA,NA,NA
806.7238,NA,NA,NA,NA,Positive,28.21366622,32.42174777,NA,NA,NA,NA
806.7601,NA,NA,NA,NA,Positive,34.5666121,38.97087486,NA,NA,NA,NA
807.554,NA,NA,NA,NA,Positive,22.24332622,27.44379673,NA,NA,NA,NA
807.6479,NA,NA,NA,NA,Positive,26.70907651,31.25328981,NA,NA,NA,NA
808.5058,NA,NA,NA,NA,Positive,6.364791462,10.36479146,NA,NA,NA,NA
808.5123,NA,NA,NA,NA,Positive,11.9627165,16.47753111,NA,NA,NA,NA
808.5939,NA,NA,NA,NA,Positive,18.17829152,23.16062831,NA,NA,NA,NA
808.6062,NA,NA,NA,NA,Positive,21.22937942,25.22937942,NA,NA,NA,NA
808.6455,NA,NA,NA,NA,Positive,24.35615431,29.39656209,NA,NA,NA,NA
808.7394,NA,NA,NA,NA,Positive,28.99797361,32.99797361,NA,NA,NA,NA
808.7758,NA,NA,NA,NA,Positive,36.21735168,40.21735168,NA,NA,NA,NA
809.5696,NA,NA,NA,NA,Positive,22.94760225,28.02002257,NA,NA,NA,NA
809.6635,NA,NA,NA,NA,Positive,27.42935882,32.03759721,NA,NA,NA,NA
810.5215,NA,NA,NA,NA,Positive,7.881413063,11.88141306,NA,NA,NA,NA
810.528,NA,NA,NA,NA,Positive,13.38835695,17.90317156,NA,NA,NA,NA
