PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
0,Unknown,926,1.94272,2.064267,2.157931,142.9636,72072.4375,304360.9375,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,8.909808,142.58861:29334 142.96324:68743 143.10678:598159 144.04442:114427 144.0556:81110 144.11005:39771 144.97462:47395 145.05096:314454 145.08617:44483 146.02388:32433 146.06:47760 146.24069:39814 147.06573:118437,
1,Unknown,926,1.873954,2.064267,2.337957,233.103,591020.125,4035783.75,null,[2M+FA-H]-,M + 0,adduct linked to 14_[M-H]-,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,106.7571,232.92458:45054 233.10295:654516 234.10614:58061 235.95325:91040 237.12439:230585,55.01772:25510 57.03334:36738 66.1769:3172 70.11426:3513 80.18289:3583 83.01263:171615 85.02827:176921 93.6841:3340 94.24982:3112 101.02324:36387 115.0387:4977 115.84595:3768 125.0595:7149 142.0623:5319 157.086:3900 211.07436:3567 214.9135:38447 215.04887:4167 227.23518:6182 227.25914:5212
2,Unknown,927,1.954586,2.067477,2.323975,140.9676,848129.6875,6026995.5,null,[M-H]-,M + 0,adduct linked to 11_[M+Na-2H]-; found in higher mz's MsMs_4,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,62.5893,140.96758:842335 141.00052:130318 142.96356:108517 143.10683:586118 144.04449:168728 144.11026:40715 144.9745:77510 145.05028:71397,60.69547:3512 63.96124:3864 71.34339:3505 75.19088:3630 80.96394:308581 89.00391:3506 101.26504:3196 132.51285:3379 140.96745:10137
3,Unknown,927,1.966524,2.067477,2.195185,234.106,56886.11328,178622.6875,null,[2M+FA-H]-,M + 1,isotope of 1,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,10.92031,234.10602:86313 235.11545:36923 235.12173:75729 235.95341:68519 237.12424:195674 238.12799:44623,
4,Unknown,927,1.835083,2.067477,2.445289,270.0266,8383130.5,59576752,null,[M+Cl]-,M + 0,adduct linked to 6_[M+K-2H]-,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,2053.778,270.02664:9323374 271.03024:1030796 272.02255:811728 272.03058:90514 272.88345:91383 273.026:109562 273.09814:108796,58.37358:3894 65.07803:3615 76.67987:3294 77.58232:3075 79.95614:81931 80.96396:933365 134.92982:3594 138.92329:3412 140.96753:323870 147.98013:5567 162.03728:14286 218.48238:4524 219.65662:32701
5,Unknown,927,1.92117,2.067477,2.276536,271.0302,943005.4375,6129531,null,[M+Cl]-,M + 1,isotope of 4,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,245.0853,271.03024:1030796 272.02255:811728 272.03058:90514 272.88345:91383 273.026:109562 273.09814:108796 275.11404:170639,
6,Unknown,927,1.880799,2.067477,2.360931,272.0226,715802.3125,4940604.5,null,[M+K-2H]-,M + 0,adduct linked to 4_[M+Cl]-,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,144.8779,272.02255:811728 272.03058:90514 272.88345:91383 273.026:109562 273.09814:108796 275.11404:170639,
7,Unknown,927,1.954586,2.067477,2.214053,273.026,87054.07813,431460.9375,null,[M+K-2H]-,M + 1,isotope of 6,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,15.36651,272.88345:91383 273.026:109562 273.09814:108796 275.11404:170639,
8,Unknown,929,1.949005,2.0709,2.18017,94.03675,102897.5625,541446.8125,null,[M-H]-,M + 1,isotope of 14,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,3.957132,94.03674:106934 94.74023:64957 94.97942:23926822 95.02394:59616 95.97899:1283044 96.00784:48049 96.05563:114945 96.95889:74482 96.97626:970692 96.98371:225745 97.03954:84646 98.02367:73308 99.00759:649216 99.01884:169312,
9,Unknown,929,1.94272,2.0709,2.498997,137.0234,6427346.5,48858488,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,291.9415,137.02342:7930196 137.93959:69916 138.01868:77853 138.02679:591407 138.06636:41982 140.04541:64132 140.96761:976272 141.0005:103770,55.56695:3925 65.03846:6325 78.93379:3312 80.70439:3763 87.32051:3581 93.03338:909819 98.73803:3300 103.3152:3244 103.7628:3507 107.45223:3715 110.94434:3525 112.31326:3688 136.89061:5629 137.02333:47778
10,Unknown,929,1.958182,2.0709,2.208472,138.0268,491589.375,3184369,null,[M-H]-,M + 1,isotope of 9,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,13.42636,137.93959:69916 138.01868:77853 138.02679:591407 138.06636:41982 140.04541:64132 140.96761:976272 141.0005:103770 142.96353:71648,
11,Unknown,929,1.932718,2.0709,2.265207,162.9498,112037.5859,653647.5,null,[M+Na-2H]-,M + 0,adduct linked to 2_[M-H]-,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,23.7874,162.89264:52751 162.9498:168969 163.07567:3558022 164.07903:385278 165.01913:48495 165.04031:37734 166.0537:534737 166.95651:35390 167.05746:38720,
12,Unknown,929,1.958182,2.0709,2.173393,202.116,46544.89453,187224.4219,null,[M+Na-2H]-,M + 1,isotope of 21,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,13.11435,202.11597:93150 202.95972:99837 205.15941:297127 206.16295:55553,
13,Unknown,929,1.954586,2.0709,2.214053,218.075,64788.04297,240221.5313,null,[M+Cl]-,M + 1,isotope of 16,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,9.351563,218.07501:87993,
