PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
0,Unknown,911,1.991237,2.091497,2.27411,129.0911,1592447.75,10853220,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,78.36808,129.09114:1658713 130.04012:61138 130.09447:71485 131.03542:39998 132.05586:163512 133.05104:94898 134.03517:76729,53.03413:3647 61.05321:3933 61.737:3298 65.52897:3349 67.64931:3130 73.84827:4298 95.53506:3651 98.56299:4519 111.9084:3461 129.09108:68012
1,Unknown,914,1.930369,2.10112,2.194601,130.0945,119332.5781,581012.9375,null,[M-H]-,M + 1,isotope of 0,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,31.98219,130.04013:60399 130.09451:124242 131.03557:52632 132.0558:201520 134.03516:102021 134.07153:43387 134.89372:59049,
2,Unknown,920,2.007814,2.116066,2.244615,136.995,74410.35938,212051.5625,null,[M+Br]-,M + 0,adduct linked to 6_[M+Cl]-,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,12.25931,136.99258:74832 136.99501:82896 137.02348:72915016 137.05304:85807 137.9398:43348 138.01871:178769 138.02687:5675055 138.06622:96480 138.7478:45432 139.02774:418532 139.03027:139346 139.97432:59170 140.21678:44056 141.00058:76127,
3,Unknown,922,1.965412,2.119488,2.47344,138.0268,4883229.5,33115078,null,[M-H]-,M + 1,isotope of 9,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,172.54,137.93944:55238 138.02682:5427722 139.02765:509555 139.03024:179859 141.00037:88463 141.99983:49038 142.11906:49639,50.28449:3475 54.14046:3987 58.03587:3728 66.00847:3959 66.04197:7857 75.48869:3734 77.31857:4269 83.17966:3786 83.22894:3577 93.03344:449766 93.80152:4538 94.03678:2611174 94.2726:4307 105.71391:4070 108.02068:22040 111.93637:35404 120.66901:4182 137.93954:13731 138.01891:43156 138.02676:744487
4,Unknown,922,1.945648,2.119488,2.265129,139.0276,502553.5938,2750195.75,null,[M-H]-,M + 2,isotope of 9,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,38.99864,139.02765:509555 139.03024:179859 141.00037:88463 141.99983:49038 142.11906:49639 143.10689:309058,
5,Unknown,922,1.994602,2.119488,2.267375,550.6025,74486.57813,275714.6563,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,17.39764,550.60217:64195 555.56458:54526,
6,Unknown,924,2.014775,2.123141,2.532817,93.03346,16162533,113078832,null,[M+Cl]-,M + 0,adduct linked to 2_[M+Br]-; found in higher mz's MsMs_9,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,619.6545,93.03346:18463238 93.0502:57314 94.03681:1058023 94.97948:22034142 95.02399:64852 95.97906:988895 96.05554:66105 96.95902:72848 96.97635:714228 96.98375:210152 97.03945:62604 98.02352:53795,59.54926:3344 65.01331:33235 65.03848:29473 65.20747:3476 65.99736:15111 66.00856:7725 66.01665:5499 66.03368:7014 73.01026:9350 73.59939:3893 74.84048:3611 74.98968:8101 77.61286:3517 90.16514:3477 93.00019:9780 93.00829:70029 93.01981:18869 93.03343:1366476
7,Unknown,924,1.878436,2.123141,2.438259,94.03681,978729.0625,6624678.5,null,[M+Cl]-,M + 1,isotope of 6,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,46.7444,94.03681:1058023 94.97948:22034142 95.02399:64852 95.97906:988895 96.05554:66105 96.95902:72848 96.97635:714228 96.98375:210152 97.03945:62604 98.02352:53795 99.00764:69786 99.01884:71053,53.60213:3426 64.20732:3956 64.21783:3937 66.03371:9249 66.04185:7445 73.77374:3591 76.96884:6198 84.13291:3694 90.63263:3524 93.42819:3187 94.02886:12142 94.0368:386487 94.33164:4078
8,Unknown,924,1.987771,2.123141,2.294004,136.61,53698.49219,213461.8906,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,16.85418,136.23613:49864 136.60997:122178 137.02347:70514024 137.05313:81190 137.43893:107034 137.93964:60719 138.02687:5281046 139.02771:401882 139.03032:89471 141.00037:84198,
9,Salicylic Acid,924,1.921196,2.123141,2.522704,137.0235,64236452,440001920,null,[M-H]-,M + 0,,2.2,137.02386,null,null,null,null,annotated by user-defined text library,TRUE,TRUE,FALSE,100,null,null,null,99.8,3058.289,136.60997:122178 137.02347:70514024 137.05313:81190 137.43893:107034 137.93964:60719 138.02687:5281046 139.02771:401882 139.03032:89471 141.00037:84198,56.28529:3712 58.52816:3842 64.00043:4215 65.03839:5455 65.74722:4031 66.95547:3656 86.17607:3816 93.03345:1372841 100.09695:3791 104.05357:3640 136.89064:10982 136.9422:4436 137.02347:323071
