PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
0,Unknown,899,1.940629,2.051953,2.216473,177.0914,243161.8594,1841762.875,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,11.5702,177.09145:249936 178.0952:34872,
1,Unknown,899,1.967958,2.051953,2.158259,207.0655,41118.60156,124078.7734,null,[2M-H]-,M + 0,adduct linked to 2_[M-H]-,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,7.003859,207.06554:38623 210.05904:54547 211.13347:63699,
2,Unknown,900,1.940629,2.054199,2.210163,103.0389,596704.0625,3945545.5,null,[M-H]-,M + 0,adduct linked to 1_[2M-H]-,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,25.43129,103.03891:528636 104.04221:41665 105.04462:189043 106.03989:3826808 107.02392:115367 107.03514:1014783 107.03702:38241 107.04325:202322 107.04888:39596,57.03337:11343 58.28152:3283 59.01259:174513 103.03878:27417
3,Unknown,900,1.974235,2.054199,2.169388,187.0607,185518.0781,1101137.625,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,9.600863,187.06071:192802 188.93924:41933 189.0769:95527,
4,Unknown,900,1.949042,2.054199,2.177094,275.1139,285379.1875,1703666.5,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,69.1981,275.11374:277232 276.11752:50887 280.01587:42412,
5,Unknown,904,1.919567,2.062518,2.141578,197.1178,130209.6406,850925.375,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,29.51278,197.11777:107331 198.05925:30157 199.13345:49328 199.16959:68449 200.96245:469137,
6,Unknown,910,1.949042,2.077449,2.235552,309.0883,62787.32422,299988.375,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,16.60348,309.08829:110194 310.90201:40748 311.16849:89894 311.3266:41736 313.9314:46910,
7,Unknown,910,1.891202,2.077449,2.287654,442.1562,166277.6875,1569504.375,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,41.81809,442.15616:176042 443.15976:70517,
8,Unknown,910,1.931867,2.077449,2.130295,443.1598,54442.35156,276531.7813,null,[M-H]-,M + 1,isotope of 7,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,12.21584,443.15976:70517,
9,Unknown,918,1.940629,2.091897,2.210163,246.0802,62391.38672,348223.3438,null,[M-H]-,M + 0,,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,null,null,null,null,null,12.88048,246.08018:58876 247.11871:396040 248.12134:41439 248.97318:25887822 249.97008:121007 249.97659:457666,
